"","logFC","logCPM","LR","PValue","FDR","names","dir","symbol"
"ENSG00000121410.A1BG",0.0229633152567265,4.6599704627984,0.0888964087458568,0.765584859368291,0.996924660785995,"ENSG00000121410.A1BG","upr","A1BG"
"ENSG00000175899.A2M",-0.0828699302812619,5.85151587303907,0.450796572985158,0.501956917117194,0.99560395403542,"ENSG00000175899.A2M","downr","A2M"
"ENSG00000128274.A4GALT",-0.00398663864238443,4.32631383872175,0.00235126305218891,0.961325874005355,0.996924660785995,"ENSG00000128274.A4GALT","downr","A4GALT"
"ENSG00000094914.AAAS",-0.0176353247002297,4.86853131540745,0.0503347496767574,0.822481804897166,0.996924660785995,"ENSG00000094914.AAAS","downr","AAAS"
"ENSG00000081760.AACS",0.0858904895360029,4.42756459861289,0.963384824078174,0.3263355446364,0.986816411214075,"ENSG00000081760.AACS","upr","AACS"
"ENSG00000109576.AADAT",0.0541223247845417,3.96275139440883,0.378744283879954,0.538276041637362,0.996924660785995,"ENSG00000109576.AADAT","upr","AADAT"
"ENSG00000103591.AAGAB",-0.0250018731404689,6.36770901508584,0.0649515828345457,0.798834318006679,0.996924660785995,"ENSG00000103591.AAGAB","downr","AAGAB"
"ENSG00000115977.AAK1",0.0916389210629047,4.25616798129743,0.800597148352816,0.37091489194264,0.991943960031022,"ENSG00000115977.AAK1","upr","AAK1"
"ENSG00000087884.AAMDC",-0.108641954446055,4.04396086161798,1.50873360787577,0.219332428306773,0.975716185065013,"ENSG00000087884.AAMDC","downr","AAMDC"
"ENSG00000127837.AAMP",0.0822365963327166,6.47980353658997,2.01731315896818,0.155514105131055,0.933869977524971,"ENSG00000127837.AAMP","upr","AAMP"
"ENSG00000131043.AAR2",-0.0806820458051101,4.65169001434545,1.12064767803358,0.289779034858805,0.986816411214075,"ENSG00000131043.AAR2","downr","AAR2"
"ENSG00000205002.AARD",0.0498914043863612,0.43540627156051,0.0270783095325822,0.869294345110103,0.996924660785995,"ENSG00000205002.AARD","upr","AARD"
"ENSG00000090861.AARS1",0.125350188114739,5.78525887450294,3.71015262093986,0.0540824456203834,0.791521901173198,"ENSG00000090861.AARS1","upr","AARS1"
"ENSG00000124608.AARS2",-0.0608178749785627,2.54415451686373,0.139489783354481,0.708788764356994,0.996924660785995,"ENSG00000124608.AARS2","downr","AARS2"
"ENSG00000266967.AARSD1",0.0914218090762113,6.47399770139892,2.31166113678309,0.128406759369291,0.908101684561009,"ENSG00000266967.AARSD1","upr","AARSD1"
"ENSG00000234969.AARSD1P1",-0.0924344996065596,0.541669590010186,0.0916011377048314,0.762151424221438,0.996924660785995,"ENSG00000234969.AARSD1P1","downr","AARSD1P1"
"ENSG00000157426.AASDH",0.132913149777406,3.46255344651029,1.16225356063142,0.280998661659259,0.986816411214075,"ENSG00000157426.AASDH","upr","AASDH"
"ENSG00000149313.AASDHPPT",-0.0386043586830297,7.87752310854223,0.370968179132543,0.542477000004935,0.996924660785995,"ENSG00000149313.AASDHPPT","downr","AASDHPPT"
"ENSG00000008311.AASS",-0.347955696185905,1.7225424942063,2.58139884667267,0.108126070461545,0.882159105672596,"ENSG00000008311.AASS","downr","AASS"
"ENSG00000276072.AATF",0.168945867939283,4.1234621599224,3.4701382074887,0.0624860896463692,0.81801900247833,"ENSG00000276072.AATF","upr","AATF"
"ENSG00000181409.AATK",0.0497719680085724,2.04548934852202,0.0958847081394136,0.756825181993053,0.996924660785995,"ENSG00000181409.AATK","upr","AATK"
"ENSG00000183044.ABAT",0.0295687100892349,2.95892072192753,0.0619806149145408,0.80339244775057,0.996924660785995,"ENSG00000183044.ABAT","upr","ABAT"
"ENSG00000165029.ABCA1",0.329344565881272,3.75726790734817,8.35630152206594,0.00384352066765756,0.259910523162379,"ENSG00000165029.ABCA1","upr","ABCA1"
"ENSG00000154263.ABCA10",-0.427313380894495,-1.21646115026379,0.864452809757219,0.352495597144974,0.988871060449398,"ENSG00000154263.ABCA10","downr","ABCA10"
"ENSG00000251595.ABCA11P",0.0422856876971714,1.04569884788187,0.0286256390529669,0.865646305093974,0.996924660785995,"ENSG00000251595.ABCA11P","upr","ABCA11P"
"ENSG00000179869.ABCA13",-0.0238581005135929,-0.433688479878034,0.0034990362738565,0.952830521556499,0.996924660785995,"ENSG00000179869.ABCA13","downr","ABCA13"
"ENSG00000238098.ABCA17P",0.203960044392079,0.374686556861064,0.461962852073924,0.496708057656296,0.994929150920909,"ENSG00000238098.ABCA17P","upr","ABCA17P"
"ENSG00000107331.ABCA2",0.105985390661132,2.23102247227794,0.241189553365061,0.623348273769151,0.996924660785995,"ENSG00000107331.ABCA2","upr","ABCA2"
"ENSG00000167972.ABCA3",-0.0212844612784287,5.82664173859661,0.0924173091883631,0.76112625068392,0.996924660785995,"ENSG00000167972.ABCA3","downr","ABCA3"
"ENSG00000154265.ABCA5",-0.024921001651265,4.70282570392692,0.106780192801816,0.74384004600432,0.996924660785995,"ENSG00000154265.ABCA5","downr","ABCA5"
"ENSG00000064687.ABCA7",0.0600133729895964,3.73775793362549,0.297707905486444,0.585322938988488,0.996924660785995,"ENSG00000064687.ABCA7","upr","ABCA7"
"ENSG00000154258.ABCA9",-0.284411817468027,-0.813386154980871,0.366394186550608,0.544976335926274,0.996924660785995,"ENSG00000154258.ABCA9","downr","ABCA9"
"ENSG00000085563.ABCB1",-0.143174529380266,2.37201130960763,0.551268887262191,0.457799690540173,0.992705605531973,"ENSG00000085563.ABCB1","downr","ABCB1"
"ENSG00000135776.ABCB10",-0.0244848585127955,3.39651402892396,0.0467725385776525,0.828777606363137,0.996924660785995,"ENSG00000135776.ABCB10","downr","ABCB10"
"ENSG00000276582.ABCB11",-0.184127717413606,0.896369191267909,0.60166192736394,0.437944627153878,0.992705605531973,"ENSG00000276582.ABCB11","downr","ABCB11"
"ENSG00000115657.ABCB6",0.00179548823143923,4.12897225742885,0.00042783163191018,0.983497659628972,0.998186695465803,"ENSG00000115657.ABCB6","upr","ABCB6"
"ENSG00000131269.ABCB7",-0.0725421059137138,2.78377137919778,0.344981255744328,0.556967962050078,0.996924660785995,"ENSG00000131269.ABCB7","downr","ABCB7"
"ENSG00000197150.ABCB8",0.0288070027582177,3.79270274040167,0.0938524935514682,0.759335475878571,0.996924660785995,"ENSG00000197150.ABCB8","upr","ABCB8"
"ENSG00000150967.ABCB9",-0.250316267491814,3.39590736567157,6.89246725274764,0.00865597146885454,0.404353635754195,"ENSG00000150967.ABCB9","downr","ABCB9"
"ENSG00000278183.ABCC1",0.206101928586107,1.41316564471321,0.762547676522335,0.382532407948229,0.992705605531973,"ENSG00000278183.ABCC1","upr","ABCC1"
"ENSG00000124574.ABCC10",0.0792636328569284,3.6781102967268,0.71767929496239,0.39690619908965,0.992705605531973,"ENSG00000124574.ABCC10","upr","ABCC10"
"ENSG00000121270.ABCC11",0.130925579933409,-1.35994744141231,0.053042810475219,0.817850697649452,0.996924660785995,"ENSG00000121270.ABCC11","upr","ABCC11"
"ENSG00000108846.ABCC3",-0.103842565665113,-0.970199458960697,0.0335671274841438,0.854630628729943,0.996924660785995,"ENSG00000108846.ABCC3","downr","ABCC3"
"ENSG00000125257.ABCC4",-0.108939996365355,2.19775695813511,0.410469872172865,0.52173111311825,0.996924660785995,"ENSG00000125257.ABCC4","downr","ABCC4"
"ENSG00000114770.ABCC5",0.0617523285767145,4.63512792306211,0.474756680923772,0.490806973459314,0.994734517660669,"ENSG00000114770.ABCC5","upr","ABCC5"
"ENSG00000275331.ABCC6",0.403604818932506,-0.637051407250533,1.0703573990041,0.300864731796362,0.986816411214075,"ENSG00000275331.ABCC6","upr","ABCC6"
"ENSG00000273808.ABCC6P2",-0.289911505521296,-1.20229663050726,0.276889344914276,0.598747336385915,0.996924660785995,"ENSG00000273808.ABCC6P2","downr","ABCC6P2"
"ENSG00000006071.ABCC8",-0.324043134782561,3.27855086924745,3.83324244856772,0.050245643257625,0.768464502942626,"ENSG00000006071.ABCC8","downr","ABCC8"
"ENSG00000069431.ABCC9",-0.347692838916071,0.608765707139321,1.14363946304349,0.28488460212355,0.986816411214075,"ENSG00000069431.ABCC9","downr","ABCC9"
"ENSG00000101986.ABCD1",-0.413812226401663,0.550871373649274,2.60143072854432,0.106767291524677,0.881355744264337,"ENSG00000101986.ABCD1","downr","ABCD1"
"ENSG00000173208.ABCD2",-0.235724126052328,1.68667276976561,1.09333571930899,0.295733301395946,0.986816411214075,"ENSG00000173208.ABCD2","downr","ABCD2"
"ENSG00000117528.ABCD3",0.0387765128714597,4.37594564994064,0.18417561966125,0.667809067502181,0.996924660785995,"ENSG00000117528.ABCD3","upr","ABCD3"
"ENSG00000119688.ABCD4",-0.123993784748273,4.3872639739179,1.83828112291806,0.175152543831128,0.941553129024371,"ENSG00000119688.ABCD4","downr","ABCD4"
"ENSG00000164163.ABCE1",-0.0966212235272266,4.75644369421844,0.989973658034478,0.319748812783626,0.986816411214075,"ENSG00000164163.ABCE1","downr","ABCE1"
"ENSG00000236149.ABCF1",0.0404212091654783,5.33689212390793,0.387429424562231,0.533653709544272,0.996924660785995,"ENSG00000236149.ABCF1","upr","ABCF1"
"ENSG00000033050.ABCF2",-0.0290257534426117,3.98050439805318,0.0612034632916121,0.804603830106508,0.996924660785995,"ENSG00000033050.ABCF2","downr","ABCF2"
"ENSG00000285292.ABCF2-H2BK1",0.0855714253916462,2.69749844426657,0.0271048159014597,0.869230963914113,0.996924660785995,"ENSG00000285292.ABCF2-H2BK1","upr","ABCF2-H2BK1"
"ENSG00000161204.ABCF3",0.10565595407786,4.88439070760677,1.39279069626096,0.237934382672938,0.984818961996793,"ENSG00000161204.ABCF3","upr","ABCF3"
"ENSG00000160179.ABCG1",0.278174682423545,1.14609956859012,1.90360070272852,0.167675839000216,0.935204496156161,"ENSG00000160179.ABCG1","upr","ABCG1"
"ENSG00000118777.ABCG2",-0.384183815060404,-0.303939721256935,1.20170753159655,0.272980664666029,0.986816411214075,"ENSG00000118777.ABCG2","downr","ABCG2"
"ENSG00000172350.ABCG4",-0.287835063433728,3.35721824984374,5.10985211193057,0.0237903480253519,0.632210411299826,"ENSG00000172350.ABCG4","downr","ABCG4"
"ENSG00000144827.ABHD10",0.0437908240086575,5.61083645091985,0.492188342958168,0.482952755408929,0.994353871323581,"ENSG00000144827.ABHD10","upr","ABHD10"
"ENSG00000106077.ABHD11",0.272909981684394,3.99160925172918,4.92705265848532,0.0264393749719091,0.650950184596099,"ENSG00000106077.ABHD11","upr","ABHD11"
"ENSG00000225969.ABHD11-AS1",-0.0371044670539915,1.04794622303067,0.0172420358099483,0.89553092569475,0.996924660785995,"ENSG00000225969.ABHD11-AS1","downr","ABHD11-AS1"
"ENSG00000100997.ABHD12",0.0253028469267297,6.63333771489041,0.176991734045687,0.673971345439328,0.996924660785995,"ENSG00000100997.ABHD12","upr","ABHD12"
"ENSG00000131969.ABHD12B",0.11841131123331,-0.725147514635231,0.0775600872719817,0.780631545254046,0.996924660785995,"ENSG00000131969.ABHD12B","upr","ABHD12B"
"ENSG00000139826.ABHD13",0.0961029781541613,4.37886177842052,1.25515672961143,0.262569850540624,0.986816411214075,"ENSG00000139826.ABHD13","upr","ABHD13"
"ENSG00000248487.ABHD14A",0.0267848647845014,6.74834912839716,0.144322744676845,0.704020883580572,0.996924660785995,"ENSG00000248487.ABHD14A","upr","ABHD14A"
"ENSG00000114786.ABHD14A-ACY1",0.155609284002029,3.99676658217296,2.2358214488946,0.134844944171862,0.921613112923024,"ENSG00000114786.ABHD14A-ACY1","upr","ABHD14A-ACY1"
"ENSG00000114779.ABHD14B",-0.0553544340559105,1.53377296716644,0.0732965787343502,0.786596079420304,0.996924660785995,"ENSG00000114779.ABHD14B","downr","ABHD14B"
"ENSG00000231488.ABHD16A",-0.0680859748718069,6.28842641241768,1.01701630092586,0.31322779792386,0.986816411214075,"ENSG00000231488.ABHD16A","downr","ABHD16A"
"ENSG00000183260.ABHD16B",-1.02195081954989,-1.16976071441305,4.22400482437487,0.0398559851697785,0.732748341209232,"ENSG00000183260.ABHD16B","downr","ABHD16B"
"ENSG00000129968.ABHD17A",-0.0499268363860381,5.54645929275517,0.351865754658576,0.553058867093795,0.996924660785995,"ENSG00000129968.ABHD17A","downr","ABHD17A"
"ENSG00000107362.ABHD17B",0.0147545811825458,3.71356618779558,0.0160497464406841,0.899187665372449,0.996924660785995,"ENSG00000107362.ABHD17B","upr","ABHD17B"
"ENSG00000136379.ABHD17C",-0.0791343683978405,4.99254264395039,0.930269341913341,0.334792946533004,0.988254025058909,"ENSG00000136379.ABHD17C","downr","ABHD17C"
"ENSG00000164074.ABHD18",0.0793568468739539,2.53445544675446,0.345412590446247,0.556721509977433,0.996924660785995,"ENSG00000164074.ABHD18","upr","ABHD18"
"ENSG00000140526.ABHD2",0.064068684212954,3.8754644303163,0.518756197054118,0.471372735669244,0.993447231182541,"ENSG00000140526.ABHD2","upr","ABHD2"
"ENSG00000158201.ABHD3",-0.0847725268445799,1.67361757970158,0.235314474457698,0.627610921387023,0.996924660785995,"ENSG00000158201.ABHD3","downr","ABHD3"
"ENSG00000100439.ABHD4",-0.261756987132758,2.40427498979203,3.705286431386,0.0542403611255064,0.791664895803439,"ENSG00000100439.ABHD4","downr","ABHD4"
"ENSG00000011198.ABHD5",-0.0335125828083866,3.17134209250063,0.0582304818826387,0.809314915937861,0.996924660785995,"ENSG00000011198.ABHD5","downr","ABHD5"
"ENSG00000163686.ABHD6",0.0811362837177067,4.90558938707087,0.85743898189499,0.354456368046014,0.988871060449398,"ENSG00000163686.ABHD6","upr","ABHD6"
"ENSG00000127220.ABHD8",0.112168139849019,3.72794093874307,0.916506335601971,0.338393969623543,0.988364451041623,"ENSG00000127220.ABHD8","upr","ABHD8"
"ENSG00000136754.ABI1",-0.0516603234247054,5.42032948278921,0.692217234650688,0.405411239409845,0.992705605531973,"ENSG00000136754.ABI1","downr","ABI1"
"ENSG00000138443.ABI2",-0.154058473198782,5.57778945318229,5.55569736150772,0.0184206331784567,0.571270367152348,"ENSG00000138443.ABI2","downr","ABI2"
"ENSG00000119328.ABITRAM",-0.111798529120078,4.27248636398151,1.77601113143111,0.182639900353494,0.949745871369,"ENSG00000119328.ABITRAM","downr","ABITRAM"
"ENSG00000097007.ABL1",-0.0342793574582053,3.76314645047017,0.112520503998077,0.737292624543983,0.996924660785995,"ENSG00000097007.ABL1","downr","ABL1"
"ENSG00000143322.ABL2",0.121908442960353,3.57553853813893,0.97123129846714,0.32437328850593,0.986816411214075,"ENSG00000143322.ABL2","upr","ABL2"
"ENSG00000099204.ABLIM1",0.0567808913115998,7.30264895993043,0.629900160634548,0.427391937991703,0.992705605531973,"ENSG00000099204.ABLIM1","upr","ABLIM1"
"ENSG00000163995.ABLIM2",0.0831433329580713,3.03951258821675,0.338355363365643,0.560780079113634,0.996924660785995,"ENSG00000163995.ABLIM2","upr","ABLIM2"
"ENSG00000173210.ABLIM3",-0.125800864722335,4.5363282928966,1.48562618467102,0.22289632398053,0.975829863574505,"ENSG00000173210.ABLIM3","downr","ABLIM3"
"ENSG00000281879.ABO",0.387145342924152,-0.658036169714095,1.01469855945873,0.313779834915624,0.986816411214075,"ENSG00000281879.ABO","upr","ABO"
"ENSG00000276016.ABR",-0.0765715947130818,4.59445778979116,0.476475429635565,0.49002315456013,0.994574902730772,"ENSG00000276016.ABR","downr","ABR"
"ENSG00000146386.ABRACL",0.0490965364927706,6.32881180129155,0.608330133972615,0.435417237828874,0.992705605531973,"ENSG00000146386.ABRACL","upr","ABRACL"
"ENSG00000163322.ABRAXAS1",-0.0907328129871949,0.563686796363155,0.0874568509069,0.76743548666727,0.996924660785995,"ENSG00000163322.ABRAXAS1","downr","ABRAXAS1"
"ENSG00000165660.ABRAXAS2",-0.0673310705836897,3.97588093090471,0.558037266355393,0.455052140453817,0.992705605531973,"ENSG00000165660.ABRAXAS2","downr","ABRAXAS2"
"ENSG00000146109.ABT1",-0.0149798807977317,5.50398590919209,0.0499895869933571,0.823081394150222,0.996924660785995,"ENSG00000146109.ABT1","downr","ABT1"
"ENSG00000114626.ABTB1",-0.0956022178374791,1.01226779566845,0.160281463800668,0.688897512083722,0.996924660785995,"ENSG00000114626.ABTB1","downr","ABTB1"
"ENSG00000060971.ACAA1",0.156970245762699,6.54674786899064,6.61842227416446,0.0100929204462823,0.429627552674068,"ENSG00000060971.ACAA1","upr","ACAA1"
"ENSG00000167315.ACAA2",0.0823413929938359,4.52106234373361,0.935353036089307,0.333475794205778,0.987857881166907,"ENSG00000167315.ACAA2","upr","ACAA2"
"ENSG00000275176.ACACA",-0.0764173932999821,4.24830439006071,0.664648317985788,0.41492369276621,0.992705605531973,"ENSG00000275176.ACACA","downr","ACACA"
"ENSG00000111271.ACAD10",-0.0271439402952427,1.94326444289082,0.0223674615726939,0.881113699453456,0.996924660785995,"ENSG00000111271.ACAD10","downr","ACAD10"
"ENSG00000240303.ACAD11",0.340217551779497,2.34595705575307,5.38459654717583,0.020315285200711,0.595576739551313,"ENSG00000240303.ACAD11","upr","ACAD11"
"ENSG00000151498.ACAD8",0.0836564774020765,5.49443334523614,1.3458682589025,0.246001734159813,0.985807286085126,"ENSG00000151498.ACAD8","upr","ACAD8"
"ENSG00000177646.ACAD9",0.0476809231928653,4.18903197206523,0.319487432028066,0.571915842445274,0.996924660785995,"ENSG00000177646.ACAD9","upr","ACAD9"
"ENSG00000117054.ACADM",-0.0788210941222808,5.54878969527585,1.27506264467458,0.258819075387535,0.986816411214075,"ENSG00000117054.ACADM","downr","ACADM"
"ENSG00000122971.ACADS",-0.241066125366696,2.16577045953385,1.41080568817508,0.234922690472926,0.98126724123953,"ENSG00000122971.ACADS","downr","ACADS"
"ENSG00000196177.ACADSB",0.00659694572802808,2.41357233849609,0.00147515927540987,0.969362540259611,0.997724049053892,"ENSG00000196177.ACADSB","upr","ACADSB"
"ENSG00000072778.ACADVL",0.0943050373223937,5.41677619599359,2.36970882749696,0.123710123847726,0.903378646523869,"ENSG00000072778.ACADVL","upr","ACADVL"
"ENSG00000288169.ACAP1",0.106848630007612,0.21176441803247,0.0880053852994003,0.766728376488485,0.996924660785995,"ENSG00000288169.ACAP1","upr","ACAP1"
"ENSG00000114331.ACAP2",-0.0473077567550613,3.63048689175395,0.193831514047591,0.659746631383769,0.996924660785995,"ENSG00000114331.ACAP2","downr","ACAP2"
"ENSG00000131584.ACAP3",0.097107342586249,5.33847529944267,1.4778079997287,0.224117796242828,0.975829863574505,"ENSG00000131584.ACAP3","upr","ACAP3"
"ENSG00000075239.ACAT1",-0.018824460602018,7.41609097661347,0.162785570828683,0.68660475147506,0.996924660785995,"ENSG00000075239.ACAT1","downr","ACAT1"
"ENSG00000120437.ACAT2",0.0189587972845808,9.36185794043428,0.0344618808134811,0.852727777789673,0.996924660785995,"ENSG00000120437.ACAT2","upr","ACAT2"
"ENSG00000182827.ACBD3",0.0550537435010799,4.95415842600928,0.72162829924899,0.395610316368505,0.992705605531973,"ENSG00000182827.ACBD3","upr","ACBD3"
"ENSG00000181513.ACBD4",-0.14796367169544,1.56407564804914,0.607738134769236,0.435640715580187,0.992705605531973,"ENSG00000181513.ACBD4","downr","ACBD4"
"ENSG00000107897.ACBD5",-0.0962977448080155,4.78519583130991,1.38868594304959,0.238627137756866,0.984941964817517,"ENSG00000107897.ACBD5","downr","ACBD5"
"ENSG00000230124.ACBD6",0.0563620259206628,6.67086795542698,0.972473515188153,0.324064065174934,0.986816411214075,"ENSG00000230124.ACBD6","upr","ACBD6"
"ENSG00000176244.ACBD7",0.411986934139584,0.0183043408046649,1.58572090831312,0.207938563543017,0.966663523622829,"ENSG00000176244.ACBD7","upr","ACBD7"
"ENSG00000102977.ACD",-0.0763001781599105,4.87016302907613,1.02262465508727,0.311897241606137,0.986816411214075,"ENSG00000102977.ACD","downr","ACD"
"ENSG00000159640.ACE",0.0602151786632504,-0.858126014872974,0.0155909087927526,0.900631566887821,0.996924660785995,"ENSG00000159640.ACE","upr","ACE"
"ENSG00000130234.ACE2",0.034047195974646,-0.638275466149874,0.00445868573570785,0.946762107083402,0.996924660785995,"ENSG00000130234.ACE2","upr","ACE2"
"ENSG00000167769.ACER1",0.0237037308365748,-0.614991145541233,0.00360965284888515,0.952091610999923,0.996924660785995,"ENSG00000167769.ACER1","upr","ACER1"
"ENSG00000177076.ACER2",-0.785010478967754,-0.911436900906623,2.61603508478314,0.105788476442705,0.881355744264337,"ENSG00000177076.ACER2","downr","ACER2"
"ENSG00000078124.ACER3",0.0191240263280783,3.80193755849769,0.0389895743701718,0.843469318647768,0.996924660785995,"ENSG00000078124.ACER3","upr","ACER3"
"ENSG00000087085.ACHE",0.0879438053520034,7.68820743320272,1.87079499603842,0.171384055401976,0.937760078311956,"ENSG00000087085.ACHE","upr","ACHE"
"ENSG00000100813.ACIN1",0.00322797855306907,3.88730211255799,0.00123617339415816,0.971952749864113,0.997724049053892,"ENSG00000100813.ACIN1","upr","ACIN1"
"ENSG00000213088.ACKR1",-0.0939472840748503,1.541970024902,0.212459565558449,0.64484641422422,0.996924660785995,"ENSG00000213088.ACKR1","downr","ACKR1"
"ENSG00000144648.ACKR2",-0.401568267254927,-0.508968872108414,0.656549402047366,0.417780783695579,0.992705605531973,"ENSG00000144648.ACKR2","downr","ACKR2"
"ENSG00000144476.ACKR3",0.624410390459025,-1.26237572853269,1.8168746891882,0.177685741855398,0.945613738618917,"ENSG00000144476.ACKR3","upr","ACKR3"
"ENSG00000131473.ACLY",0.0705935887909431,7.32500779673462,1.58863751561572,0.207520902866742,0.965459910790053,"ENSG00000131473.ACLY","upr","ACLY"
"ENSG00000122729.ACO1",-0.0231704945660508,4.47136401007624,0.0775032652047329,0.78070986147571,0.996924660785995,"ENSG00000122729.ACO1","downr","ACO1"
"ENSG00000100412.ACO2",0.0545988741835903,6.44932583677515,0.47258300667669,0.491801258614687,0.994734517660669,"ENSG00000100412.ACO2","upr","ACO2"
"ENSG00000184227.ACOT1",0.145063906865281,2.83609122099728,1.42026119961771,0.233360415690103,0.98126724123953,"ENSG00000184227.ACOT1","upr","ACOT1"
"ENSG00000162390.ACOT11",-0.137677905419763,1.48335888081835,0.396869117509842,0.528710620668613,0.996924660785995,"ENSG00000162390.ACOT11","downr","ACOT11"
"ENSG00000112304.ACOT13",-0.0120695823294048,5.45410988437174,0.0338001928808165,0.85413247363522,0.996924660785995,"ENSG00000112304.ACOT13","downr","ACOT13"
"ENSG00000119673.ACOT2",-0.0476339455506775,4.56034749861365,0.392983906958975,0.530735089083788,0.996924660785995,"ENSG00000119673.ACOT2","downr","ACOT2"
"ENSG00000177465.ACOT4",-0.0699559601034892,1.23473894961264,0.0728292417422711,0.787261087489755,0.996924660785995,"ENSG00000177465.ACOT4","downr","ACOT4"
"ENSG00000097021.ACOT7",0.0870808781050795,9.85302489547996,1.82390330064273,0.176849357838918,0.943980312862781,"ENSG00000097021.ACOT7","upr","ACOT7"
"ENSG00000101473.ACOT8",0.0323250385437479,5.77989679622453,0.275447625774558,0.599700648020959,0.996924660785995,"ENSG00000101473.ACOT8","upr","ACOT8"
"ENSG00000123130.ACOT9",0.0411302390301268,4.04509045431684,0.169853495949251,0.680242043278475,0.996924660785995,"ENSG00000123130.ACOT9","upr","ACOT9"
"ENSG00000161533.ACOX1",0.110504330389583,3.0552937789065,1.10090803425346,0.294066915092989,0.986816411214075,"ENSG00000161533.ACOX1","upr","ACOX1"
"ENSG00000087008.ACOX3",0.0172091014684233,3.26333522312963,0.0223316784596594,0.88120812738748,0.996924660785995,"ENSG00000087008.ACOX3","upr","ACOX3"
"ENSG00000143727.ACP1",-0.0291488866362006,7.43767232474007,0.287865420652487,0.591591677144121,0.996924660785995,"ENSG00000143727.ACP1","downr","ACP1"
"ENSG00000134575.ACP2",-0.0123987390081921,5.62499230397594,0.00728635424877311,0.93197507765019,0.996924660785995,"ENSG00000134575.ACP2","downr","ACP2"
"ENSG00000102575.ACP5",0.256578924463396,-1.20956546568957,0.182547686458387,0.669192879604629,0.996924660785995,"ENSG00000102575.ACP5","upr","ACP5"
"ENSG00000162836.ACP6",-0.172635478255819,1.59850042338962,0.68330717567331,0.408450231065212,0.992705605531973,"ENSG00000162836.ACP6","downr","ACP6"
"ENSG00000176715.ACSF3",0.189318797134738,2.83484942429632,2.01923326479795,0.155317550699431,0.933869977524971,"ENSG00000176715.ACSF3","upr","ACSF3"
"ENSG00000151726.ACSL1",0.0320331586905249,4.07627426929075,0.0836635624227942,0.772392717372195,0.996924660785995,"ENSG00000151726.ACSL1","upr","ACSL1"
"ENSG00000123983.ACSL3",-0.000257327595072786,6.30588307804568,1.74504564327549e-05,0.996666947197932,0.999627810453398,"ENSG00000123983.ACSL3","downr","ACSL3"
"ENSG00000068366.ACSL4",-0.0711455926588754,5.39060172095471,0.731866651117526,0.392278802581056,0.992705605531973,"ENSG00000068366.ACSL4","downr","ACSL4"
"ENSG00000197142.ACSL5",0.827618756726909,-0.145585513096386,4.07783925391604,0.0434491872240237,0.752906662054012,"ENSG00000197142.ACSL5","upr","ACSL5"
"ENSG00000164398.ACSL6",-0.164881430344216,3.69722081632907,2.19156847720904,0.1387679427515,0.922334377304445,"ENSG00000164398.ACSL6","downr","ACSL6"
"ENSG00000131069.ACSS2",-0.0499756665476135,4.54862457054157,0.355427068277105,0.551056959282463,0.996924660785995,"ENSG00000131069.ACSS2","downr","ACSS2"
"ENSG00000111058.ACSS3",0.186523941975838,-1.07229197144744,0.133499455168371,0.714830923673523,0.996924660785995,"ENSG00000111058.ACSS3","upr","ACSS3"
"ENSG00000143632.ACTA1",0.148167901212518,0.407300975801361,0.192277363481075,0.661027908371453,0.996924660785995,"ENSG00000143632.ACTA1","upr","ACTA1"
"ENSG00000075624.ACTB",0.0989825918947428,14.4382531844878,1.13270348848255,0.287199413763248,0.986816411214075,"ENSG00000075624.ACTB","upr","ACTB"
"ENSG00000213763.ACTBP2",0.0698503943201897,1.33963418971097,0.0630561131970193,0.801729247723737,0.996924660785995,"ENSG00000213763.ACTBP2","upr","ACTBP2"
"ENSG00000159251.ACTC1",0.118594233225355,1.26903369161531,0.19751979700802,0.656730286593279,0.996924660785995,"ENSG00000159251.ACTC1","upr","ACTC1"
"ENSG00000172900.ACTE1P",0.114025353133482,-0.182088844526902,0.0893710524164142,0.764978259959258,0.996924660785995,"ENSG00000172900.ACTE1P","upr","ACTE1P"
"ENSG00000184009.ACTG1",0.0513047595804533,12.8986704957287,0.351688302257003,0.553158975558827,0.996924660785995,"ENSG00000184009.ACTG1","upr","ACTG1"
"ENSG00000178631.ACTG1P1",0.0687575092703504,2.73539097965782,0.131201702617387,0.717189311979039,0.996924660785995,"ENSG00000178631.ACTG1P1","upr","ACTG1P1"
"ENSG00000231340.ACTG1P10",-0.376979053620911,-1.0886878684796,0.319402996508114,0.571966643228616,0.996924660785995,"ENSG00000231340.ACTG1P10","downr","ACTG1P10"
"ENSG00000230581.ACTG1P14",0.092934134513637,1.43279800679922,0.13345618467908,0.714875122728197,0.996924660785995,"ENSG00000230581.ACTG1P14","upr","ACTG1P14"
"ENSG00000259315.ACTG1P17",-0.369806388364464,-0.970007275281872,0.651290149388611,0.419651794846825,0.992705605531973,"ENSG00000259315.ACTG1P17","downr","ACTG1P17"
"ENSG00000241547.ACTG1P20",-0.422507568812843,0.400402707704435,1.71998318431374,0.189695209523415,0.949745871369,"ENSG00000241547.ACTG1P20","downr","ACTG1P20"
"ENSG00000234996.ACTG1P25",-0.857694517492478,1.46397354082203,18.6504895010237,1.57006957441129e-05,0.00424061518688723,"ENSG00000234996.ACTG1P25","downr","ACTG1P25"
"ENSG00000136518.ACTL6A",0.0767758783818647,4.8879653274209,0.853400905950201,0.355592014974384,0.988871060449398,"ENSG00000136518.ACTL6A","upr","ACTL6A"
