"Table.ID","Cell.Trace","Peak.Time[Frame]","Peak.Intensity[df/F]","Table","Peak.Start[Frame]","Peak.Stop[Frame]","Start.Intensity[df/F]","Stop.Intensity[df/F]","Peak.Duration[s]","Duration.To.Peak[s]","Time.To.Decay[s]","Baseline.Intensity[df/F]","Amplitude","Peak.Time[s]","Peak.Start[s]","Peak.Stop[s]"
"1","Mean1",102,0.113122466133849,"M3_2_tif_clean_M3_MA_1229_Day37_CS1.czi #1_1_1.csv",99,105,0.00202941490621508,0.0135975442686444,2.382,1.191,1.191,0.00781347958742972,9.25912599161458,40.494,39.303,41.685
"1","Mean1",158,0.112634849279952,"M3_2_tif_clean_M3_MA_1229_Day37_CS1.czi #1_1_1.csv",155,163,0.00129566764035237,0.0133328379765294,3.176,1.191,1.985,0.00731425280844089,9.26014677590575,62.726,61.535,64.711
"1","Mean1",16,0.148713852498224,"M3_2_tif_clean_M3_MA_1229_Day37_CS1.czi #1_1_1.csv",14,21,0.0283235732563053,0.0274830146795893,2.779,0.794,1.985,0.0279032939679473,10.6220771772036,6.352,5.558,8.337
"1","Mean1",177,0.0988933419401577,"M3_2_tif_clean_M3_MA_1229_Day37_CS1.czi #1_1_1.csv",175,183,0.00399845820194763,0.00636223895083431,3.176,0.794,2.382,0.00518034857639097,8.23956664157988,70.269,69.475,72.651
"1","Mean1",197,0.178597799686996,"M3_2_tif_clean_M3_MA_1229_Day37_CS1.czi #1_1_1.csv",196,201,0.00270279056159527,0.0200991023205918,1.985,0.397,1.588,0.0114009464410936,14.7005187342006,78.209,77.812,79.797
"1","Mean1",227,0.0895357423153906,"M3_2_tif_clean_M3_MA_1229_Day37_CS1.czi #1_1_1.csv",226,232,0.0065897934826525,0.00325077902597367,2.382,0.397,1.985,0.00492028625431309,7.43968007100802,90.119,89.722,92.104
"1","Mean1",251,0.115346927781622,"M3_2_tif_clean_M3_MA_1229_Day37_CS1.czi #1_1_1.csv",249,254,0.000756967116048218,0.0135139528079765,1.985,0.794,1.191,0.00713545996201234,9.5143220644106,99.647,98.853,100.838
"1","Mean1",277,0.13607761002726,"M3_2_tif_clean_M3_MA_1229_Day37_CS1.czi #1_1_1.csv",272,280,0.000650155805194814,0.0215805287624284,3.176,1.985,1.191,0.0111153422838116,10.987109639731,109.969,107.984,111.16
"1","Mean1",300,0.135636432873735,"M3_2_tif_clean_M3_MA_1229_Day37_CS1.czi #1_1_1.csv",299,305,0.000715171385714202,0.000529412584230027,2.382,0.397,1.985,0.000622291984972115,11.8709046790382,119.1,118.703,121.085
"1","Mean1",336,0.16007764717902,"M3_2_tif_clean_M3_MA_1229_Day37_CS1.czi #1_1_1.csv",334,342,0.0165000255418352,4.6439700371011e-05,3.176,0.794,2.382,0.0082732326211031,13.3471629209487,133.392,132.598,135.774
"1","Mean1",355,0.144492483734495,"M3_2_tif_clean_M3_MA_1229_Day37_CS1.czi #1_1_1.csv",353,363,0.001323531460575,0.00125851588005548,3.97,0.794,3.176,0.00129102367031524,12.5907617611813,140.935,140.141,144.111
"1","Mean1",394,0.0853422373718845,"M3_2_tif_clean_M3_MA_1229_Day37_CS1.czi #1_1_1.csv",392,397,0.00955264636632559,0.00840094179712351,1.985,0.794,1.191,0.00897679408172455,6.7143107536926,156.418,155.624,157.609
"1","Mean1",429,0.111993981414832,"M3_2_tif_clean_M3_MA_1229_Day37_CS1.czi #1_1_1.csv",427,433,0.0039473745315395,0.00253096367022234,2.382,0.794,1.588,0.00323916910088092,9.56209476923803,170.313,169.519,171.901
"1","Mean1",461,0.116884081863904,"M3_2_tif_clean_M3_MA_1229_Day37_CS1.czi #1_1_1.csv",457,464,0.000873066366975745,0.00757431513051878,2.779,1.588,1.191,0.00422369074874726,9.90548660479236,183.017,181.429,184.208
"1","Mean1",487,0.0935156246371898,"M3_2_tif_clean_M3_MA_1229_Day37_CS1.czi #1_1_1.csv",485,491,0.00315325565519452,0.00162074554294971,2.382,0.794,1.588,0.00238700059907212,8.01234005836231,193.339,192.545,194.927
"1","Mean1",509,0.146182888828001,"M3_2_tif_clean_M3_MA_1229_Day37_CS1.czi #1_1_1.csv",508,513,0.00687771962495295,0.00268421468144689,1.985,0.397,1.588,0.00478096715319992,12.4325401960477,202.073,201.676,203.661
