"","TimePoint","Cond","DendriteArea","SomaArea","Count_MaskPSDbySYNdend","Count_MaskedNuclei","Count_MaskedRotSynbyPSDDend","SynapseCounts","Count_PSDMaskByDEND","Count_SynMaskByDend","FileName_MAP2","ImageNumber","Synapses_by_length","Math_RandomParticlesPerCell","Synapses_by_area","Synapses_by_Cell","Mean_IntegrIntensity_PSD95inDend","Mean_Intensity_PSD95inDend","Mean_IntegrIntensity_SyninDend","Mean_Intensity_SyninDend","CVS","Image","Length","Length_um","CVSi","DendriteArea_um2","Synapses_perArea_um2","Synapses_perLength_um","PSD_per_length_micron","PSD_per_area","PSD_per_area_um2","Syn_per_length_micron","Syn_per_area","Syn_per_area_um2","Differentiation","Day","Condition","Blinding","day","isEmpty","isEmpty2"
"11","A","1",28890,17130,6,1,1,6,38,8,"A_1_CS-R_3.tif",11,0.00234466588511137,1,0.000207684319833853,6,2.72278935521057,0.174004039267524,18.9111714754254,0.336561364766321,"CS-R","3.tif",2559,180.805889792487,"A_1_CS-R",144.222200392691,0.0416024716282451,0.0331847596717468,0.21017014458773,0.0013153340256144,0.263482320312219,0.0442463462289957,0.000276912426445137,0.0554699621709934,"p1","Day21","pLNA-1229","A_1",21,"p6","p8"
"12","A","1",43652,32120,11,1,1,14,28,58,"A_1_CS-R_4.tif",12,0.00496630010642072,1,0.00032071840923669,14,2.11578709605549,0.149504864123198,24.1065145476625,0.434517480118938,"CS-R","4.tif",2819,199.176163862845,"A_1_CS-R",217.91580102256,0.0642449970782553,0.0702895352962043,0.140579070592409,0.00064143681847338,0.128489994156511,0.291199503369989,0.001328690552552,0.266157845038486,"p1","Day21","pLNA-1229","A_1",21,"p6","p8"
"13","A","1",9491,20385,1,1,0,1,4,2,"A_1_CS-R_5.tif",13,0.00140252454417952,0,0.000105362975450427,1,1.75482185743749,0.142528674046717,9.34483862668276,0.290172584147917,"CS-R","5.tif",713,50.3769438929437,"A_1_CS-R",47.380162821981,0.0211058793478032,0.019850350631136,0.0794014025245442,0.000421451901801707,0.0844235173912127,0.0397007012622721,0.000210725950900853,0.0422117586956064,"p1","Day21","pLNA-1229","A_1",21,"p6","p8"
"14","A","1",40386,28935,12,1,1,12,23,30,"A_1_CS-R_6.tif",14,0.00450958286358512,1,0.000297132669737038,12,3.12557113850894,0.168690379491477,24.8182782838742,0.336951168300386,"CS-R","6.tif",2661,188.012689620089,"A_1_CS-R",201.611553653832,0.0595203984222255,0.0638254791431793,0.12233216835776,0.000569504283662655,0.114080763642599,0.159563697857948,0.000742831674342594,0.148800996055564,"p1","Day21","pLNA-1229","A_1",21,"p6","p8"
"15","A","1",40590,25187,12,1,1,11,36,56,"A_1_CS-R_7.tif",15,0.00428182172051382,1,0.0002710027100271,11,2.57841695679559,0.169949966156091,18.0516703006412,0.393373191982829,"CS-R","7.tif",2569,181.512438795193,"A_1_CS-R",202.629945100011,0.05428615200271,0.0606019073569482,0.198333514986376,0.000886917960088692,0.177663770190687,0.308518801089918,0.00137965016013797,0.276365864741069,"p1","Day21","pLNA-1229","A_1",21,"p6","p8"
"16","A","1",41974,47675,5,2,1,5,41,26,"A_1_CS-R_8.tif",16,0.00151975683890578,0.5,0.000119121360842426,2.5,2.86118012085194,0.187351933351637,10.5809403073329,0.29057065038065,"CS-R","8.tif",3290,232.454621890301,"A_1_CS-R",209.539032166245,0.0238619027123934,0.0215095744680851,0.176378510638298,0.000976795158907895,0.195667602241626,0.111849787234043,0.000619431076380617,0.124081894104446,"p1","Day21","pLNA-1229","A_1",21,"p6","p8"
"17","A","2",31596,40333,0,2,0,0,33,2,"A_2_CS-L_1.tif",17,0,0,0,0,1.66639616633907,0.118192653857165,11.29125662148,0.296060963836977,"CS-L","1.tif",2832,200.094677566363,"A_2_CS-L",157.730863399358,0,0,0.164921927966102,0.00104443600455754,0.209217139174896,0.00999526836158192,6.3299151791366e-05,0.0126798266166603,"p1","Day21","Empty","A_2",21,"p5","p7"
"18","A","2",35822,25494,4,1,0,4,28,18,"A_2_CS-L_2.tif",18,0.00169133192389006,0,0.000111663223717269,4,2.03290607939873,0.132846177120462,10.0902952609791,0.27367773096862,"CS-L","2.tif",2365,167.098839139989,"A_2_CS-L",178.827541103045,0.0223679192552063,0.0239379281183932,0.167565496828753,0.000781642566020881,0.156575434786444,0.10772067653277,0.000502484506727709,0.100655636648428,"p1","Day21","Empty","A_2",21,"p5","p7"
"19","A","2",14151,31195,1,1,0,2,10,8,"A_2_CS-L_3.tif",19,0.00196656833824975,0,0.000141332768002261,2,3.10171664766967,0.146386103584529,11.1714751739055,0.296761525109441,"CS-L","3.tif",1017,71.8560335752086,"A_2_CS-L",70.6434184062641,0.0283112007476503,0.0278334316617502,0.139167158308751,0.000706663840011307,0.141556003738252,0.111333726647001,0.000565331072009045,0.113244802990601,"p1","Day21","Empty","A_2",21,"p5","p7"
"20","A","2",11823,27586,0,1,0,0,10,0,"A_2_CS-L_4.tif",20,0,0,0,0,1.3242755793035,0.113535640655852,0,0,"CS-L","4.tif",1024,72.3506178771029,"A_2_CS-L",59.021774843987,0,0,0.1382158203125,0.000845809016324114,0.16942899508585,0,0,0,"p1","Day21","Empty","A_2",21,"p5","p7"
"21","A","2",22513,24665,3,1,0,3,23,5,"A_2_CS-L_5.tif",21,0.0016025641025641,0,0.000133256340780882,3,1.94555182593024,0.114768631929069,9.01282369494438,0.283303630511455,"CS-L","5.tif",1872,132.265973306579,"A_2_CS-L",112.387483469735,0.0266933639528273,0.0226815705128205,0.173892040598291,0.00102163194598676,0.204649123638342,0.0378026175213675,0.00022209390130147,0.0444889399213788,"p1","Day21","Empty","A_2",21,"p5","p7"
"22","A","2",51335,51057,22,2,0,21,59,44,"A_2_CS-L_6.tif",22,0.00523429710867398,0,0.000409077627349761,10.5,1.75682239979506,0.116888626820904,16.5672579742968,0.305088222663026,"CS-L","6.tif",4012,283.46745988568,"A_2_CS-L",256.270220047033,0.0819447534565111,0.0740825772681954,0.208136764705882,0.00114931333398266,0.230225735901627,0.155220638085743,0.000857115028732833,0.171693769146976,"p1","Day21","Empty","A_2",21,"p5","p7"
"23","A","2",42219,72558,6,3,0,5,29,16,"A_2_CS-L_7.tif",23,0.00149655791679138,0,0.000118430090717449,1.66666666666667,1.33702970141995,0.102015093287532,8.43763256352395,0.270188728459273,"CS-L","7.tif",3341,236.058021804102,"A_2_CS-L",210.762100324646,0.0237234303145503,0.0211812331637234,0.122851152349596,0.000686894526161207,0.137595895824392,0.067779946123915,0.000378976290295838,0.075914977006561,"p1","Day21","Empty","A_2",21,"p5","p7"
