"","TimePoint","Cond","DendriteArea","SomaArea","Count_MaskPSDbySYNdend","Count_MaskedNuclei","Count_MaskedRotSynbyPSDDend","SynapseCounts","Count_PSDMaskByDEND","Count_SynMaskByDend","FileName_MAP2","ImageNumber","Synapses_by_length","Math_RandomParticlesPerCell","Synapses_by_area","Synapses_by_Cell","Mean_IntegrIntensity_PSD95inDend","Mean_Intensity_PSD95inDend","Mean_IntegrIntensity_SyninDend","Mean_Intensity_SyninDend","CVS","Image","Length","Length_um","CVSi","DendriteArea_um2","Synapses_perArea_um2","Synapses_perLength_um","PSD_per_length_micron","PSD_per_area","PSD_per_area_um2","Syn_per_length_micron","Syn_per_area","Syn_per_area_um2","Differentiation","Day","Condition","Blinding","day","isEmpty","isEmpty2"
"218","C","4",121865,36385,18,1,0,17,86,54,"C_4_CS-R_2.tif",218,0.00175077239958805,0,0.000139498625528248,17,1.57468705658996,0.102842683676132,13.1731836906186,0.420182829307132,"CS-R","2.tif",9710,686.059081627606,"C_4_CS-R",608.364086218598,0.0279437928456078,0.0247792070030896,0.125353635427394,0.000705698929142904,0.141362716748369,0.0787104222451081,0.00044311328108973,0.0887626360978132,"p1","Day33","pLNA-1229","C_4",33,"p6","p8"
"219","C","4",66019,24838,23,1,0,23,65,74,"C_4_CS-R_3.tif",219,0.00420706054508871,0,0.000348384555961163,23,2.59563944225128,0.127926372507596,13.1536579458295,0.286972926132033,"CS-R","3.tif",5467,386.270339779415,"C_4_CS-R",329.574435712186,0.0697869661835229,0.0595437900128041,0.168275928297055,0.00098456504945546,0.197224034866478,0.191575672215109,0.00112088944091852,0.224531978155682,"p1","Day33","pLNA-1229","C_4",33,"p6","p8"
"220","C","4",68750,28484,26,1,1,22,53,81,"C_4_CS-R_4.tif",220,0.00530376084860174,1,0.00032,22,1.63146237579157,0.102743186590876,15.273594253777,0.299965517245626,"CS-R","4.tif",4148,293.076526322483,"C_4_CS-R",343.20790159216,0.0641010882848,0.0750657184185149,0.180840139826422,0.000770909090909091,0.154425349049745,0.276378326904532,0.00117818181818182,0.236008552321309,"p1","Day33","pLNA-1229","C_4",33,"p6","p8"
"221","C","4",74023,32701,10,1,0,10,41,78,"C_4_CS-R_5.tif",221,0.00174794616325817,0,0.000135093146724667,10,1.31599052622914,0.0947496972309003,13.1304748123273,0.274771090326148,"CS-R","5.tif",5721,404.21668444815,"C_4_CS-R",369.531323629912,0.0270613053902166,0.0247392064324419,0.101430746373012,0.000553881901571133,0.110951352099888,0.192965810173047,0.0010537265444524,0.211078182043689,"p1","Day33","pLNA-1229","C_4",33,"p6","p8"
"222","C","4",48305,24593,8,1,0,8,35,46,"C_4_CS-R_6.tif",222,0.00225733634311512,0,0.000165614325639168,8,1.59515504177128,0.104818322617595,11.2911421400697,0.273954878301214,"CS-R","6.tif",3544,250.400966559036,"C_4_CS-R",241.144111802317,0.0331751828406997,0.0319487584650113,0.139775818284424,0.000724562674671359,0.145141424928061,0.183705361173815,0.000952282372425215,0.190757301334023,"p1","Day33","pLNA-1229","C_4",33,"p6","p8"
"223","C","4",41021,30731,20,1,1,20,41,47,"C_4_CS-R_7.tif",223,0.00872219799389446,1,0.000487555154676873,20,1.90926315871681,0.120961734129858,15.6543120618196,0.2884196420408,"CS-R","7.tif",2293,162.011686320505,"C_4_CS-R",204.781546635811,0.0976650500426611,0.123447884866986,0.253068163977322,0.000999488067087589,0.200213352587455,0.290102529437418,0.00114575461349065,0.229512867600254,"p1","Day33","pLNA-1229","C_4",33,"p6","p8"
"224","C","4",86359,54971,9,2,0,9,71,42,"C_4_CS-R_8.tif",224,0.00134952766531714,0,0.000104216121075974,4.5,1.76639469545072,0.111423001895664,9.29051434958265,0.265416998888008,"CS-R","8.tif",6669,471.197529904687,"C_4_CS-R",431.114053434143,0.020876146180595,0.0191002699055331,0.150679907032539,0.000822149399599347,0.164689597646916,0.0891345928924876,0.000486341898354543,0.0974220155094431,"p1","Day33","pLNA-1229","C_4",33,"p6","p8"
"241","D","1",85424,73317,13,3,0,12,52,90,"D_1_CS-L_1.tif",241,0.00186915887850467,0,0.000140475744521446,4,1.88052772974166,0.142282142637535,17.5214696175522,0.370576166628435,"CS-L","1.tif",6420,453.604459737305,"D_1_CS-L",426.44642597249,0.0281395253170069,0.0264547663551402,0.114637320872274,0.000608728226259599,0.121937943040363,0.198410747663551,0.00105356808391084,0.211046439877552,"p2","Day21","pLNA-181c","D_1",21,"p6","p8"
"242","D","1",32410,30322,5,1,1,4,36,12,"D_1_CS-L_2.tif",242,0.00186480186480186,1,0.000123418697932737,4,2.62032714361946,0.160896679953261,13.5702716285984,0.313530632717488,"CS-L","2.tif",2145,151.554761080455,"D_1_CS-L",161.79444495421,0.024722727663067,0.0263931002331002,0.237537902097902,0.00111076828139463,0.222504548967603,0.0791793006993007,0.00037025609379821,0.0741681829892009,"p2","Day21","pLNA-181c","D_1",21,"p6","p8"
"243","D","1",51215,50553,18,2,0,16,44,46,"D_1_CS-L_3.tif",243,0.00449185850645705,0,0.000312408474079859,8,2.57617720114914,0.169890140731776,16.6745021706042,0.354165319300251,"CS-L","3.tif",3562,251.672754763907,"D_1_CS-L",255.671166255163,0.0625803849309773,0.0635746209994385,0.174830207748456,0.000859123303719613,0.172096058560187,0.182777035373386,0.000898174362979596,0.17991860667656,"p2","Day21","pLNA-181c","D_1",21,"p6","p8"
"244","D","1",15133,23934,3,1,0,2,6,14,"D_1_CS-L_4.tif",244,0.00155642023346304,0,0.000132161501354655,2,2.5645889043808,0.159085090505205,18.0258291906544,0.34091240363183,"CS-L","4.tif",1285,90.7915468477316,"D_1_CS-L",75.5456752697332,0.0264740502068327,0.0220284824902724,0.0660854474708171,0.000396484504063966,0.0794221506204982,0.154199377431907,0.000925130509482588,0.185318351447829,"p2","Day21","pLNA-181c","D_1",21,"p6","p8"
"245","D","1",30363,23604,5,1,0,5,26,30,"D_1_CS-L_5.tif",245,0.00208507089241034,0,0.000164674109936436,5,1.72916351459347,0.144168645129953,10.8636733690898,0.281737329837428,"CS-L","5.tif",2398,169.430450848919,"D_1_CS-L",151.575585687895,0.032986842685176,0.0295106338615513,0.153455296080067,0.000856305371669466,0.171531581962915,0.177063803169308,0.000988044659618615,0.197921056111056,"p2","Day21","pLNA-181c","D_1",21,"p6","p8"
"246","D","1",14469,17787,0,1,1,0,15,6,"D_1_CS-L_6.tif",246,0,1,0,0,1.36224612941345,0.126786826603027,15.6168917566538,0.321959904927228,"CS-L","6.tif",1396,98.6342407777692,"D_1_CS-L",72.2309109547195,0,0,0.152077005730659,0.0010366991499067,0.207667324165457,0.0608308022922636,0.000414679659962679,0.0830669296661829,"p2","Day21","pLNA-181c","D_1",21,"p6","p8"
"247","D","1",59449,42891,5,2,0,6,36,25,"D_1_CS-L_7.tif",247,0.0010932944606414,0,0.000100926844858618,3,2.10012843108012,0.135573027257002,17.0040509617329,0.307320130062362,"CS-L","7.tif",5488,387.754092685098,"D_1_CS-L",296.776240607306,0.0202172518518394,0.0154737244897959,0.0928423469387755,0.00060556106915171,0.121303511111036,0.0644738520408163,0.000420528520244243,0.0842385493826641,"p2","Day21","pLNA-181c","D_1",21,"p6","p8"
"248","D","1",45439,22371,17,1,0,16,61,39,"D_1_CS-L_8.tif",248,0.00497203231821007,0,0.000352120425185413,16,2.11886552965543,0.156461051767559,13.7386540495432,0.335036202484265,"CS-L","8.tif",3218,227.367469070817,"D_1_CS-L",226.83671040649,0.0705353201927859,0.0703706650093226,0.268288160348042,0.00134245912101939,0.268915908234996,0.171528495960224,0.000858293536389445,0.171929842969916,"p2","Day21","pLNA-181c","D_1",21,"p6","p8"
"249","D","1",35268,52202,12,2,1,11,45,21,"D_1_CS-R_1.tif",249,0.0035426731078905,0.5,0.000311897470795055,5.5,2.20319965200292,0.144876083910606,21.7244279072398,0.441831111082877,"CS-R","1.tif",3105,219.383465340239,"D_1_CS-R",176.061909430579,0.0624780228476239,0.0501405152979066,0.205120289855072,0.00127594419870704,0.255591911649371,0.0957228019323672,0.000595440626063287,0.119276225436373,"p2","Day21","pLNA-181c","D_1",21,"p6","p8"
"250","D","1",33965,45184,4,2,0,4,25,31,"D_1_CS-R_2.tif",250,0.00170940170940171,0,0.000117768290887678,2,1.83299000382423,0.143610153986035,11.4176994744808,0.319775109915763,"CS-R","2.tif",2340,165.332466633223,"D_1_CS-R",169.557183673858,0.0235908612854409,0.0241936752136752,0.15121047008547,0.000736051818047991,0.147442883034006,0.187500982905983,0.000912704254379508,0.182829174962167,"p2","Day21","pLNA-181c","D_1",21,"p6","p8"
"251","D","1",77463,52732,11,2,0,10,57,57,"D_1_CS-R_3.tif",251,0.001822821728035,0,0.000129093889986187,5,1.78923061124065,0.136957795574447,16.1592522396853,0.381428074545256,"CS-R","3.tif",5486,387.612782884557,"D_1_CS-R",386.704198996851,0.0258595588719776,0.0257989427633977,0.147053973751367,0.000735835172921266,0.147399485570272,0.147053973751367,0.000735835172921266,0.147399485570272,"p2","Day21","pLNA-181c","D_1",21,"p6","p8"
"252","D","1",36527,24119,14,1,0,15,41,25,"D_1_CS-R_4.tif",252,0.00672645739910314,0,0.000410655131820297,15,2.03954654295997,0.138209186641571,15.0590811038017,0.330100193658456,"CS-R","4.tif",2230,157.560427603456,"D_1_CS-R",182.346982130281,0.0822607526856846,0.0952015695067265,0.260217623318386,0.00112245736030881,0.224846057340871,0.158669282511211,0.000684425219700496,0.137101254476141,"p2","Day21","pLNA-181c","D_1",21,"p6","p8"
"253","D","1",23198,23064,1,1,0,1,25,9,"D_1_CS-R_5.tif",253,0.00040048057669203,0,4.31071644107251e-05,1,1.36839368075132,0.116658288878969,6.02365996109115,0.251573554267105,"CS-R","5.tif",2497,176.425285975709,"D_1_CS-R",115.807082198326,0.00863505047374774,0.00566812174609531,0.141703043652383,0.00107767911026813,0.215876261843693,0.0510130957148578,0.000387964479696526,0.0777154542637296,"p2","Day21","pLNA-181c","D_1",21,"p6","p8"
"254","D","1",29734,24008,4,1,0,4,33,23,"D_1_CS-R_6.tif",254,0.00203873598369011,0,0.000134526131701083,4,2.04914052490935,0.144417492043311,22.1688012765801,0.416335867181572,"CS-R","6.tif",1962,138.624914330933,"D_1_CS-R",148.43554539551,0.0269477232649492,0.0288548419979613,0.23805244648318,0.00110984058653393,0.222318716935831,0.165915341488277,0.000773525257281227,0.154949408773458,"p2","Day21","pLNA-181c","D_1",21,"p6","p8"
"255","D","1",31917,39570,2,2,0,2,22,4,"D_1_CS-R_7.tif",255,0.00066577896138482,0,6.26625309396247e-05,1,1.74635968425057,0.135529447794045,12.095262054354,0.270649765506994,"CS-R","7.tif",3004,212.247320412907,"D_1_CS-R",159.33333229261,0.0125523013372184,0.00942296937416778,0.103652663115846,0.000689287840335871,0.138075314709403,0.0188459387483356,0.000125325061879249,0.0251046026744368,"p2","Day21","pLNA-181c","D_1",21,"p6","p8"
"256","D","1",29995,38283,2,2,1,2,27,27,"D_1_CS-R_8.tif",256,0.000736648250460405,0.5,6.66777796299383e-05,1,1.67633014972563,0.128386169689861,10.0126757274071,0.275089402520958,"CS-R","8.tif",2715,191.828054234701,"D_1_CS-R",149.738487392827,0.013356619495916,0.0104260036832413,0.140751049723757,0.000900150025004167,0.180314363194866,0.140751049723757,0.000900150025004167,0.180314363194866,"p2","Day21","pLNA-181c","D_1",21,"p6","p8"
"257","D","2",33505,26802,3,1,0,3,44,7,"D_2_CS-L_1.tif",257,0.00121457489878543,0,8.95388747948067e-05,3,1.66474923254414,0.121105264941893,14.0480092636177,0.376363596926716,"CS-L","1.tif",2470,174.517603668402,"D_2_CS-L",167.260810805023,0.0179360603691986,0.0171902429149798,0.252123562753036,0.00131323683032383,0.263062218748247,0.0401105668016194,0.000208924041187882,0.0418508075281301,"p2","Day21","Empty","D_2",21,"p5","p7"
"258","D","2",20028,28591,3,1,0,3,20,8,"D_2_CS-L_2.tif",258,0.00223214285714286,0,0.000149790293588975,3,1.85638513751328,0.139896389887389,19.4931867979467,0.450184322784226,"CS-L","2.tif",1344,94.9601859636975,"D_2_CS-L",99.982077863095,0.0300053776048532,0.0315921875,0.210614583333333,0.000998601957259836,0.200035850699021,0.0842458333333333,0.000399440782903934,0.0800143402796085,"p2","Day21","Empty","D_2",21,"p5","p7"
"259","D","2",22354,64300,0,3,0,0,31,5,"D_2_CS-L_3.tif",259,0,0,0,0,1.66287554247725,0.127923615588864,9.7196703851223,0.313770129133793,"CS-L","3.tif",2009,141.945694643652,"D_2_CS-L",111.593737195508,0,0,0.218393379790941,0.00138677641585399,0.277793367074796,0.0352247386759582,0.00022367361546032,0.0448053817862575,"p2","Day21","Empty","D_2",21,"p5","p7"
"260","D","2",46762,73155,12,3,0,9,41,23,"D_2_CS-L_4.tif",260,0.00238853503184713,0,0.0001924639664685,3,1.90764421388143,0.127954883010884,20.03745756849,0.501116091747358,"CS-L","4.tif",3768,266.227664219652,"D_2_CS-L",233.441278461856,0.0385535928320003,0.033805652866242,0.154003529723992,0.000876780291689834,0.175633034012446,0.0863922239915074,0.000491852358752834,0.0985258483484453,"p2","Day21","Empty","D_2",21,"p5","p7"
"261","D","2",35606,23483,2,1,0,0,19,21,"D_2_CS-L_5.tif",261,0,0,0,0,1.17465235724261,0.106838184392826,16.7659266051792,0.430593918958768,"CS-L","5.tif",2714,191.757399334431,"D_2_CS-L",177.749244277679,0,0,0.0990835298452469,0.000533617929562433,0.106892156291355,0.109513375092115,0.000589788237937426,0.118143962216761,"p2","Day21","Empty","D_2",21,"p5","p7"
"262","D","2",31076,46214,1,2,1,1,25,5,"D_2_CS-L_6.tif",262,0.000491159135559921,0.5,3.2179173638821e-05,0.5,1.51589044421911,0.114750191307659,6.339040184021,0.340788938084957,"CS-L","6.tif",2036,143.853376950958,"D_2_CS-L",155.134963634589,0.00644600015735616,0.00695152259332023,0.173788064833006,0.000804479340970524,0.161150003933904,0.0347576129666012,0.000160895868194105,0.0322300007867808,"p2","Day21","Empty","D_2",21,"p5","p7"
"263","D","2",25908,19374,3,1,1,2,24,6,"D_2_CS-L_7.tif",263,0.0010487676979549,1,7.71962328238382e-05,2,1.32069632178172,0.108088618624081,9.23762873311838,0.403920609332538,"CS-L","7.tif",1907,134.73889481605,"D_2_CS-L",129.335713664723,0.0154636329234213,0.0148435238594651,0.178122286313582,0.000926354793886058,0.185563595081056,0.0445305715783954,0.000231588698471515,0.046390898770264,"p2","Day21","Empty","D_2",21,"p5","p7"
"264","D","2",53575,21053,9,1,0,7,51,27,"D_2_CS-L_8.tif",264,0.00153879973620576,0,0.000130657956136258,7,1.4250825405413,0.115005418990543,18.3537374425817,0.402687160528489,"CS-L","8.tif",4549,321.409141330997,"D_2_CS-L",267.452557495272,0.0261728661918805,0.021779094306441,0.158676258518356,0.000951936537564162,0.190688025112273,0.0840050780391295,0.000503966402239851,0.100952483882968,"p2","Day21","Empty","D_2",21,"p5","p7"
"265","D","2",44085,30477,15,1,2,14,39,41,"D_2_CS-R_1.tif",265,0.00620017714791851,2,0.00031756833390042,14,3.35229247254439,0.176968486961771,15.7496779786377,0.459426575103619,"CS-R","1.tif",2258,159.538764811033,"D_2_CS-R",220.077386788224,0.0636139868993989,0.0877529672276351,0.244454694419841,0.000884654644436883,0.177210392076897,0.256990832595217,0.0009300215492798,0.186298104491097,"p2","Day21","Empty","D_2",21,"p5","p7"
"266","D","2",60192,51815,24,2,0,21,47,70,"D_2_CS-R_2.tif",266,0.00515590473852197,0,0.000348883572567783,10.5,2.71162234801561,0.138704609963432,20.3554521605372,0.395074143519271,"CS-R","2.tif",4073,287.777408802187,"D_2_CS-R",300.485382001968,0.0698869271446372,0.0729730665357231,0.163320672722809,0.00078083466241361,0.156413598847521,0.243243555119077,0.00116294524189261,0.232956423815457,"p2","Day21","Empty","D_2",21,"p5","p7"
"267","D","2",27125,79305,0,3,0,0,16,3,"D_2_CS-R_3.tif",267,0,0,0,0,1.65273995324969,0.125985692845889,15.6263166815042,0.372999562019119,"CS-R","3.tif",1912,135.092169317403,"D_2_CS-R",135.41111753727,0,0,0.118437656903766,0.000589861751152074,0.118158688082581,0.0222070606694561,0.000110599078341014,0.0221547540154839,"p2","Day21","Empty","D_2",21,"p5","p7"
"268","D","2",17878,25537,2,1,1,1,11,6,"D_2_CS-R_4.tif",268,0.000643086816720257,1,5.59346683074169e-05,1,1.08220451257446,0.0955044235242154,13.9772411435843,0.282882976462374,"CS-R","4.tif",1555,109.868369920796,"D_2_CS-R",89.2490307587584,0.0112046034729836,0.00910180064308682,0.100119807073955,0.000615281351381586,0.123250638202819,0.0546108038585209,0.000335608009844502,0.0672276208379013,"p2","Day21","Empty","D_2",21,"p5","p7"
"269","D","2",31854,23100,13,1,0,12,38,30,"D_2_CS-R_5.tif",269,0.00468201326570425,0,0.000376718779431155,12,1.66403488873651,0.119841317479956,18.0819373846054,0.374396789079644,"CS-R","5.tif",2563,181.088509393569,"D_2_CS-R",159.018829051879,0.0754627616839329,0.066265938353492,0.209842138119391,0.00119294280153199,0.238965411999121,0.16566484588373,0.000941796948577887,0.188656904209832,"p2","Day21","Empty","D_2",21,"p5","p7"
"270","D","2",11993,16292,0,1,0,0,0,10,"D_2_CS-R_6.tif",270,0,0,0,0,0,0,6.16068055778742,0.245197288173431,"CS-R","6.tif",1050,74.1876452841387,"D_2_CS-R",59.8704343824695,0,0,0,0,0,0.134793333333333,0.000833819728174769,0.167027350029184,"p2","Day21","Empty","D_2",21,"p5","p7"
"271","D","2",40563,39503,1,2,0,1,38,12,"D_2_CS-R_7.tif",271,0.000309310238168883,0,2.46530088997362e-05,0.5,1.71712664799079,0.11858194005389,12.8287886865437,0.320058759461508,"CS-R","7.tif",3233,228.427292574877,"D_2_CS-R",202.495157996841,0.00493838968739985,0.00437776059387566,0.166354902567275,0.000936814338189976,0.187658808121194,0.0525331271265079,0.000295836106796835,0.0592606762487982,"p2","Day21","Empty","D_2",21,"p5","p7"
"272","D","2",16365,20067,4,1,0,3,14,4,"D_2_CS-R_8.tif",272,0.00235478806907378,0,0.000183318056828598,3,1.87480081511395,0.119278969743445,24.152178209275,0.375178880365985,"CS-R","8.tif",1274,90.0143429447549,"D_2_CS-R",81.6959608662647,0.0367215217030247,0.033328021978022,0.155530769230769,0.000855484265200122,0.171367101280782,0.0444373626373626,0.000244424075771464,0.0489620289373663,"p2","Day21","Empty","D_2",21,"p5","p7"
"273","D","3",82167,74657,13,3,1,12,59,52,"D_3_CS-L_1.tif",273,0.00233599377068328,0.333333333333333,0.000146044032275731,4,3.33078559551199,0.220842913944442,20.918998950376,0.530063410530972,"CS-L","1.tif",5137,362.954222690115,"D_3_CS-L",410.187107638153,0.0292549418949213,0.0330620206346116,0.162554934786841,0.000718049825355678,0.14383679765003,0.143268756083317,0.000632857473194835,0.126771414877992,"p2","Day21","pLNA-1229","D_3",21,"p6","p8"
"274","D","3",36759,24809,1,1,0,1,25,20,"D_3_CS-L_2.tif",274,0.000372717107715244,0,2.72042220952692e-05,1,2.92708383917809,0.226114457255704,18.3017723254859,0.514765213748944,"CS-L","2.tif",2683,189.567097426042,"D_3_CS-L",183.505152794563,0.00544943825702549,0.00527517704062616,0.131879426015654,0.00068010555238173,0.136235956425637,0.105503540812523,0.000544084441905384,0.10898876514051,"p2","Day21","pLNA-1229","D_3",21,"p6","p8"
"275","D","3",51659,56694,30,2,0,32,57,71,"D_3_CS-L_3.tif",275,0.00748013090229079,0,0.000619446756615498,16,3.72515021918113,0.238109760952364,24.0738332389106,0.595209608541537,"CS-L","3.tif",4278,302.261663357662,"D_3_CS-L",257.887665285082,0.124085035104822,0.105868536699392,0.188578330995792,0.00110338953522136,0.221026468780464,0.234895815801777,0.00137439749124064,0.275313671638824,"p2","Day21","pLNA-1229","D_3",21,"p6","p8"
"276","D","3",10302,23422,0,1,0,0,4,2,"D_3_CS-L_4.tif",276,0,0,0,0,1.91237124428153,0.195983561398905,7.43086898326874,0.308654521945222,"CS-L","4.tif",905,63.9426847449005,"D_3_CS-L",51.4287680320354,0,0,0.0625560220994475,0.0003882741215298,0.0777774804465152,0.0312780110497238,0.0001941370607649,0.0388887402232576,"p2","Day21","pLNA-1229","D_3",21,"p6","p8"
"277","D","3",33530,41954,6,2,2,7,38,27,"D_3_CS-L_5.tif",277,0.00213544844417328,1,0.000208768267223382,3.5,2.71408809466582,0.206211176182907,14.0220673680305,0.397578387355574,"CS-L","5.tif",3278,231.606763087054,"D_3_CS-L",167.385613678329,0.041819603526096,0.0302236424649176,0.16407120195241,0.00113331345064122,0.22702070485595,0.116576906650397,0.000805249030718759,0.161304185029228,"p2","Day21","pLNA-1229","D_3",21,"p6","p8"
"278","D","3",30933,23385,6,1,0,6,21,26,"D_3_CS-L_6.tif",278,0.00225309800976342,0,0.000193967607409563,6,3.17573161813475,0.232251824738454,21.5061088823355,0.448635083466927,"CS-L","6.tif",2663,188.15399942063,"D_3_CS-L",154.421091199277,0.0388547960217244,0.0318887720615847,0.111610702215546,0.000678886625933469,0.135991786076035,0.138184678933534,0.000840526298774771,0.168370782760806,"p2","Day21","pLNA-1229","D_3",21,"p6","p8"
"279","D","3",24696,46304,4,2,0,2,21,30,"D_3_CS-L_7.tif",279,0.000931966449207828,0,8.09847748623259e-05,1,3.15164561214901,0.232098202024374,21.5032084455093,0.478364039079687,"CS-L","7.tif",2146,151.625415980725,"D_3_CS-L",123.285270366836,0.0162225381349206,0.0131904007455732,0.138499207828518,0.000850340136054422,0.170336650416667,0.197856011183597,0.00121477162293489,0.24333807202381,"p2","Day21","pLNA-1229","D_3",21,"p6","p8"
"280","D","3",35804,27579,4,1,0,4,28,16,"D_3_CS-L_8.tif",280,0.0010866612333605,0,0.000111719360965255,4,2.42920903675258,0.186971729168953,12.6045548170805,0.404615093586042,"CS-L","8.tif",3681,260.080687896109,"D_3_CS-L",178.737683034265,0.0223791644386102,0.0153798424341212,0.107658897038848,0.000782035526756787,0.156654151070271,0.0615193697364846,0.000446877443861021,0.0895166577544408,"p2","Day21","pLNA-1229","D_3",21,"p6","p8"
"281","D","3",55341,87048,6,4,0,6,54,32,"D_3_CS-R_1.tif",281,0.00138888888888889,0,0.000108418713069876,1.5,2.42490215709916,0.185078371875073,15.068807227537,0.400780311600721,"CS-R","1.tif",4320,305.229169169028,"D_3_CS-R",276.268632465625,0.0217179921819266,0.0196573611111111,0.17691625,0.000975768417628883,0.195461929637339,0.104839259259259,0.000578233136372671,0.115829291636942,"p2","Day21","pLNA-1229","D_3",21,"p6","p8"
"282","D","3",48704,51187,8,2,0,8,33,23,"D_3_CS-R_2.tif",282,0.00214534727809064,0,0.000164257555847569,4,3.17960700799118,0.194917255141138,14.664637249449,0.320984550524262,"CS-R","2.tif",3729,263.472123109098,"D_3_CS-R",243.135965660285,0.0329034002775953,0.0303637436310003,0.125250442477876,0.000677562417871222,0.13572652614508,0.0872957629391258,0.000472240473061761,0.0945972757980864,"p2","Day21","pLNA-1229","D_3",21,"p6","p8"
"283","D","3",43695,46793,11,2,0,10,39,25,"D_3_CS-R_3.tif",283,0.00285795941697628,0,0.000228859137201053,5,2.88352827880627,0.183393972961377,23.6231588816643,0.431687816791957,"CS-R","3.tif",3499,247.221496046858,"D_3_CS-R",218.130461964646,0.045844124245337,0.0404495570162904,0.157753272363532,0.000892550635084106,0.178792084556814,0.101123892540726,0.000572147843002632,0.114610310613342,"p2","Day21","pLNA-1229","D_3",21,"p6","p8"
"284","D","3",17503,24828,2,1,0,2,12,5,"D_3_CS-R_4.tif",284,0.00131492439184747,0,0.000114266125807005,2,1.74360138426224,0.173348842957359,15.0483313977718,0.337828075128567,"CS-R","4.tif",1521,107.466103311595,"D_3_CS-R",87.3769876591648,0.0228893219322402,0.0186105193951348,0.111663116370809,0.000685596754842027,0.137335931593441,0.046526298487837,0.000285665314517511,0.0572233048306005,"p2","Day21","pLNA-1229","D_3",21,"p6","p8"
"285","D","3",39694,47406,1,2,0,2,31,19,"D_3_CS-R_5.tif",285,0.00065167807103291,0,5.03854486824205e-05,1,2.30619885195648,0.165558446501332,6.68465223673143,0.246645440231607,"CS-R","5.tif",3069,216.839888930497,"D_3_CS-R",198.157010120716,0.0100930065445659,0.00922339524275008,0.142962626262626,0.000780974454577518,0.156441601440772,0.0876222548061258,0.000478661762482995,0.0958835621733763,"p2","Day21","pLNA-1229","D_3",21,"p6","p8"
"286","D","3",113207,88262,23,4,0,22,110,48,"D_3_CS-R_6.tif",286,0.00236228927305916,0,0.000194334272615651,5.5,2.94067403321916,0.168769147223423,12.1721745341395,0.353039596754364,"CS-R","6.tif",9313,658.009086220175,"D_3_CS-R",565.142355135181,0.038928244892807,0.0334341887683883,0.167170943841941,0.000971671363078255,0.194641224464035,0.0729473209492108,0.000424002049343239,0.0849343524933971,"p2","Day21","pLNA-1229","D_3",21,"p6","p8"
"287","D","3",33465,30625,8,1,0,7,30,28,"D_3_CS-R_7.tif",287,0.00216986980781153,0,0.000209173763633647,7,1.85051753893495,0.136874969613879,12.5923792075898,0.30044549122694,"CS-R","7.tif",3226,227.932708272982,"D_3_CS-R",167.061126207733,0.0419008309048259,0.0307108183508989,0.131617792932424,0.000896458987001345,0.179574989592111,0.122843273403596,0.000836695054534588,0.167603323619304,"p2","Day21","pLNA-1229","D_3",21,"p6","p8"
"288","D","3",28452,29000,4,1,0,6,18,18,"D_3_CS-R_8.tif",288,0.00247015232606011,0,0.000210881484605652,6,2.45472394136919,0.152366631284433,11.7771547014515,0.292720698758774,"CS-R","8.tif",2429,171.620752757307,"D_3_CS-R",142.035654052366,0.0422429145698018,0.0349608069164265,0.10488242074928,0.000632644453816955,0.126728743709405,0.10488242074928,0.000632644453816955,0.126728743709405,"p2","Day21","pLNA-1229","D_3",21,"p6","p8"
"305","D","5",42907,19319,3,1,1,3,33,23,"D_5_CS-L_1.tif",305,0.000715819613457409,1,6.99186612906985e-05,3,2.56254834749482,0.196929117353264,19.2245491017466,0.496315603073273,"CS-L","1.tif",4191,296.114687034119,"D_5_CS-L",214.196675398034,0.014005819625469,0.0101312097351467,0.111443307086614,0.000769105274197683,0.154064015880159,0.0776726079694584,0.000536043069895355,0.107377950461929,"p2","Day21","pLNA-Ctrl","D_5",21,"p6","p8"
"306","D","5",65205,62176,13,2,1,12,57,50,"D_5_CS-L_2.tif",306,0.00235849056603774,0.5,0.000184034966643662,6,3.14579299288361,0.202120360226643,21.1811514353752,0.569553291772872,"CS-L","2.tif",5088,359.492132576855,"D_5_CS-L",325.510854157335,0.0368651301384863,0.0333804245283019,0.158557016509434,0.000874166091557396,0.17510936815781,0.139085102201258,0.00076681236101526,0.15360470891036,"p2","Day21","pLNA-Ctrl","D_5",21,"p6","p8"
"307","D","5",21735,44844,4,2,0,4,24,13,"D_5_CS-L_3.tif",307,0.00200300450676014,0,0.000184034966643662,2,3.09204496443272,0.209828481316188,16.1685464794819,0.412134117738413,"CS-L","3.tif",1997,141.097835840405,"D_5_CS-L",108.503618052445,0.0368651301384863,0.0283491236855283,0.17009474211317,0.00110420979986197,0.221190780830918,0.092134651977967,0.000598113641591902,0.119811672950081,"p2","Day21","pLNA-Ctrl","D_5",21,"p6","p8"
"308","D","5",19386,25363,5,1,0,5,18,7,"D_5_CS-L_4.tif",308,0.00352609308885755,0,0.000257918085216135,5,2.86869781009025,0.17687128604003,19.5264733391149,0.485706994688435,"CS-L","4.tif",1418,100.188648583723,"D_5_CS-L",96.7771400765908,0.0516650935958939,0.0499058533145275,0.179661071932299,0.000928505106778087,0.185994336945218,0.0698681946403385,0.000361085319302589,0.0723311310342515,"p2","Day21","pLNA-Ctrl","D_5",21,"p6","p8"
