"","TimePoint","Cond","ImageNumber","ObjectNumber","File","NumberBranchEnds","NumberNonTrunkBranches","NumberTrunks","TotalObjectSkeletonLength","CVS","Image","Differentiation","Day","Condition","Blinding","day","TotalLength_um","CVSi","Imagei","isEmpty","isEmpty2"
"12523","D","1",128,86,"D_1_2_4",2,1,1,61.142136156559,"2","4","p2","Day21","pLNA-181","D_1",21,4.31999153247363,"D_1_2","D_1_2_4","p6","p8"
"12524","D","1",128,87,"D_1_2_4",3,0,3,74.1837671399117,"2","4","p2","Day21","pLNA-181","D_1",21,5.24144666896848,"D_1_2","D_1_2_4","p6","p8"
"12525","D","1",128,88,"D_1_2_4",1,0,1,51.0121936798096,"2","4","p2","Day21","pLNA-181","D_1",21,3.6042614570319,"D_1_2","D_1_2_4","p6","p8"
"12526","D","1",128,89,"D_1_2_4",3,1,4,105.740117251873,"2","4","p2","Day21","pLNA-181","D_1",21,7.47105743903351,"D_1_2","D_1_2_4","p6","p8"
"12527","D","1",128,90,"D_1_2_4",6,2,4,126.355340659618,"2","4","p2","Day21","pLNA-181","D_1",21,8.92762399296407,"D_1_2","D_1_2_4","p6","p8"
"12528","D","1",128,91,"D_1_2_4",3,0,4,239.521867513657,"2","4","p2","Day21","pLNA-181","D_1",21,16.9233936618073,"D_1_2","D_1_2_4","p6","p8"
"12529","D","1",128,92,"D_1_2_4",2,0,2,67.0121948719025,"2","4","p2","Day21","pLNA-181","D_1",21,4.73473994558884,"D_1_2","D_1_2_4","p6","p8"
"12530","D","1",128,93,"D_1_2_4",4,2,2,288.090407669544,"2","4","p2","Day21","pLNA-181","D_1",21,20.3549990228105,"D_1_2","D_1_2_4","p6","p8"
"12531","D","1",128,94,"D_1_2_4",4,1,4,479.683340191841,"2","4","p2","Day21","pLNA-181","D_1",21,33.8919785627268,"D_1_2","D_1_2_4","p6","p8"
"12532","D","1",128,95,"D_1_2_4",3,0,3,49.112698674202,"2","4","p2","Day21","pLNA-181","D_1",21,3.47005282684617,"D_1_2","D_1_2_4","p6","p8"
"12533","D","1",128,96,"D_1_2_4",4,1,3,95.3969712257385,"2","4","p2","Day21","pLNA-181","D_1",21,6.74026348807264,"D_1_2","D_1_2_4","p6","p8"
"12534","D","1",128,97,"D_1_2_4",7,2,5,271.291417956352,"2","4","p2","Day21","pLNA-181","D_1",21,19.168068079978,"D_1_2","D_1_2_4","p6","p8"
"12535","D","1",128,98,"D_1_2_4",2,1,2,98.5685443282127,"2","4","p2","Day21","pLNA-181","D_1",21,6.9643506693289,"D_1_2","D_1_2_4","p6","p8"
"12536","D","1",128,99,"D_1_2_4",2,0,3,81.8406211733818,"2","4","p2","Day21","pLNA-181","D_1",21,5.78244092708992,"D_1_2","D_1_2_4","p6","p8"
"12537","D","1",128,100,"D_1_2_4",3,0,3,99.8700593709946,"2","4","p2","Day21","pLNA-181","D_1",21,7.05630908487735,"D_1_2","D_1_2_4","p6","p8"
"12538","D","1",128,101,"D_1_2_4",2,0,2,156.681243002415,"2","4","p2","Day21","pLNA-181","D_1",21,11.0702975986106,"D_1_2","D_1_2_4","p6","p8"
"12539","D","1",128,102,"D_1_2_4",4,4,4,160.953321635723,"2","4","p2","Day21","pLNA-181","D_1",21,11.3721408883952,"D_1_2","D_1_2_4","p6","p8"
"12540","D","1",128,103,"D_1_2_4",0,0,1,4.41421359777451,"2","4","p2","Day21","pLNA-181","D_1",21,0.311885821523921,"D_1_2","D_1_2_4","p6","p8"
"12541","D","1",128,104,"D_1_2_4",5,1,4,241.066020727158,"2","4","p2","Day21","pLNA-181","D_1",21,17.0324956531097,"D_1_2","D_1_2_4","p6","p8"
"12542","D","1",128,105,"D_1_2_4",2,0,2,30.7279226779938,"2","4","p2","Day21","pLNA-181","D_1",21,2.17107831233661,"D_1_2","D_1_2_4","p6","p8"
"12543","D","1",128,106,"D_1_2_4",1,1,3,42.970563352108,"2","4","p2","Day21","pLNA-181","D_1",21,3.03608086821505,"D_1_2","D_1_2_4","p6","p8"
"12544","D","1",128,107,"D_1_2_4",0,0,2,0,"2","4","p2","Day21","pLNA-181","D_1",21,0,"D_1_2","D_1_2_4","p6","p8"
"12545","D","1",128,108,"D_1_2_4",6,4,5,281.178718566895,"2","4","p2","Day21","pLNA-181","D_1",21,19.8666543185614,"D_1_2","D_1_2_4","p6","p8"
"12546","D","1",128,109,"D_1_2_4",1,1,2,43.31370896101,"2","4","p2","Day21","pLNA-181","D_1",21,3.06032578699031,"D_1_2","D_1_2_4","p6","p8"
"12547","D","1",128,110,"D_1_2_4",5,2,4,238.735067009926,"2","4","p2","Day21","pLNA-181","D_1",21,16.8678023506833,"D_1_2","D_1_2_4","p6","p8"
"12548","D","1",128,111,"D_1_2_4",3,2,5,176.539108812809,"2","4","p2","Day21","pLNA-181","D_1",21,12.4733531270311,"D_1_2","D_1_2_4","p6","p8"
"12549","D","1",128,112,"D_1_2_4",4,0,5,107.56854403019,"2","4","p2","Day21","pLNA-181","D_1",21,7.60024475070757,"D_1_2","D_1_2_4","p6","p8"
"12550","D","1",128,113,"D_1_2_4",2,0,2,58.7989903688431,"2","4","p2","Day21","pLNA-181","D_1",21,4.15443680052306,"D_1_2","D_1_2_4","p6","p8"
"12551","D","1",128,114,"D_1_2_4",2,0,2,114.124893724918,"2","4","p2","Day21","pLNA-181","D_1",21,8.06348298452787,"D_1_2","D_1_2_4","p6","p8"
"12552","D","1",128,115,"D_1_2_4",2,0,2,45.3553394675255,"2","4","p2","Day21","pLNA-181","D_1",21,3.2045769868176,"D_1_2","D_1_2_4","p6","p8"
"12553","D","1",128,116,"D_1_2_4",3,0,4,124.811186730862,"2","4","p2","Day21","pLNA-181","D_1",21,8.8185219511253,"D_1_2","D_1_2_4","p6","p8"
"12554","D","1",128,117,"D_1_2_4",2,0,2,51.7989909648895,"2","4","p2","Day21","pLNA-181","D_1",21,3.65985254074241,"D_1_2","D_1_2_4","p6","p8"
"12555","D","1",128,118,"D_1_2_4",4,0,4,131.852814376354,"2","4","p2","Day21","pLNA-181","D_1",21,9.31604745016033,"D_1_2","D_1_2_4","p6","p8"
"12556","D","1",128,119,"D_1_2_4",6,1,5,189.338097214699,"2","4","p2","Day21","pLNA-181","D_1",21,13.3776643761313,"D_1_2","D_1_2_4","p6","p8"
"12557","D","1",128,120,"D_1_2_4",2,1,1,55.4558454751968,"2","4","p2","Day21","pLNA-181","D_1",21,3.9182272314723,"D_1_2","D_1_2_4","p6","p8"
"12558","D","1",128,121,"D_1_2_4",5,2,3,90.4974766969681,"2","4","p2","Day21","pLNA-181","D_1",21,6.39409019076598,"D_1_2","D_1_2_4","p6","p8"
"12559","D","2",129,1,"D_2_1_1",2,0,2,74.1837665438652,"1","1","p2","Day21","Empty","D_2",21,5.24144662685488,"D_2_1","D_2_1_1","p5","p7"
"12560","D","2",129,2,"D_2_1_1",2,0,3,132.941127717495,"1","1","p2","Day21","Empty","D_2",21,9.3929421207418,"D_2_1","D_2_1_1","p5","p7"
"12561","D","2",129,3,"D_2_1_1",1,0,1,13.3137084245682,"1","1","p2","Day21","Empty","D_2",21,0.940678740969822,"D_2_1","D_2_1_1","p5","p7"
"12562","D","2",129,4,"D_2_1_1",2,0,2,61.870059132576,"1","1","p2","Day21","Empty","D_2",21,4.37142285774879,"D_2_1","D_2_1_1","p5","p7"
"12563","D","2",129,5,"D_2_1_1",3,0,3,64.2132048606873,"1","1","p2","Day21","Empty","D_2",21,4.536977585488,"D_2_1","D_2_1_1","p5","p7"
"12564","D","2",129,6,"D_2_1_1",4,1,3,217.592931509018,"1","1","p2","Day21","Empty","D_2",21,15.374006875359,"D_2_1","D_2_1_1","p5","p7"
"12565","D","2",129,7,"D_2_1_1",3,0,3,46.4558448195457,"1","1","p2","Day21","Empty","D_2",21,3.28233308271186,"D_2_1","D_2_1_1","p5","p7"
"12566","D","2",129,8,"D_2_1_1",1,0,1,20.7279227375984,"1","1","p2","Day21","Empty","D_2",21,1.46452931384189,"D_2_1","D_2_1_1","p5","p7"
"12567","D","2",129,9,"D_2_1_1",1,0,1,14.4142136573792,"1","1","p2","Day21","Empty","D_2",21,1.01843482844136,"D_2_1","D_2_1_1","p5","p7"
"12568","D","2",129,10,"D_2_1_1",2,0,2,41.7989906668663,"1","1","p2","Day21","Empty","D_2",21,2.95330351697952,"D_2_1","D_2_1_1","p5","p7"
"12569","D","2",129,11,"D_2_1_1",7,3,5,366.53406059742,"1","1","p2","Day21","Empty","D_2",21,25.8974274972918,"D_2_1","D_2_1_1","p5","p7"
"12570","D","2",129,12,"D_2_1_1",2,0,2,40.4852819442749,"1","1","p2","Day21","Empty","D_2",21,2.8604835582002,"D_2_1","D_2_1_1","p5","p7"
"12571","D","2",129,13,"D_2_1_1",2,0,2,90.3553410768509,"1","1","p2","Day21","Empty","D_2",21,6.38404761270169,"D_2_1","D_2_1_1","p5","p7"
"12572","D","2",129,14,"D_2_1_1",6,3,4,309.676194906235,"1","1","p2","Day21","Empty","D_2",21,21.8801406672815,"D_2_1","D_2_1_1","p5","p7"
"12573","D","2",129,15,"D_2_1_1",2,0,2,81.4264084100723,"1","1","p2","Day21","Empty","D_2",21,5.75317476560748,"D_2_1","D_2_1_1","p5","p7"
"12574","D","2",129,16,"D_2_1_1",4,2,2,293.806138038635,"1","1","p2","Day21","Empty","D_2",21,20.7588433820123,"D_2_1","D_2_1_1","p5","p7"
"12575","D","2",129,17,"D_2_1_1",3,0,3,130.36753487587,"1","1","p2","Day21","Empty","D_2",21,9.21110517517962,"D_2_1","D_2_1_1","p5","p7"
"12576","D","2",129,18,"D_2_1_1",2,1,1,31.7989901304245,"1","1","p2","Day21","Empty","D_2",21,2.2467544763712,"D_2_1","D_2_1_1","p5","p7"
"12577","D","2",129,19,"D_2_1_1",1,0,1,6.41421365737915,"1","1","p2","Day21","Empty","D_2",21,0.453195626276497,"D_2_1","D_2_1_1","p5","p7"
"12578","D","2",129,20,"D_2_1_1",3,1,3,78.6690486073494,"1","1","p2","Day21","Empty","D_2",21,5.55835378373591,"D_2_1","D_2_1_1","p5","p7"
"12579","D","2",129,21,"D_2_1_1",2,2,1,92.3553404211998,"1","1","p2","Day21","Empty","D_2",21,6.52535736691795,"D_2_1","D_2_1_1","p5","p7"
"12580","D","2",129,22,"D_2_1_1",1,0,4,15.0710679888725,"1","1","p2","Day21","Empty","D_2",21,1.06484480572535,"D_2_1","D_2_1_1","p5","p7"
"12581","D","2",129,23,"D_2_1_1",2,0,2,100.438600301743,"1","1","p2","Day21","Empty","D_2",21,7.09647928763911,"D_2_1","D_2_1_1","p5","p7"
"12582","D","2",129,24,"D_2_1_1",4,3,4,210.823380589485,"1","1","p2","Day21","Empty","D_2",21,14.8957049302626,"D_2_1","D_2_1_1","p5","p7"
"12583","D","2",129,25,"D_2_1_1",1,0,2,114.225398719311,"1","1","p2","Day21","Empty","D_2",21,8.07058415488337,"D_2_1","D_2_1_1","p5","p7"
"12584","D","2",129,26,"D_2_1_1",1,0,1,11.0710681080818,"1","1","p2","Day21","Empty","D_2",21,0.782225213065633,"D_2_1","D_2_1_1","p5","p7"
"12585","D","2",129,27,"D_2_1_1",4,1,3,112.610174775124,"1","1","p2","Day21","Empty","D_2",21,7.95646066819212,"D_2_1","D_2_1_1","p5","p7"
"12586","D","2",129,28,"D_2_1_1",5,2,3,196.338098824024,"1","1","p2","Day21","Empty","D_2",21,13.8722487917323,"D_2_1","D_2_1_1","p5","p7"
"12587","D","2",129,29,"D_2_1_1",1,0,1,163.225400030613,"1","1","p2","Day21","Empty","D_2",21,11.5326743607931,"D_2_1","D_2_1_1","p5","p7"
"12588","D","2",129,30,"D_2_1_1",4,3,6,257.693438708782,"1","1","p2","Day21","Empty","D_2",21,18.2073042123591,"D_2_1","D_2_1_1","p5","p7"
"12589","D","2",129,31,"D_2_1_1",2,1,1,130.468040764332,"1","1","p2","Day21","Empty","D_2",21,9.21820640870552,"D_2_1","D_2_1_1","p5","p7"
"12590","D","2",129,32,"D_2_1_1",1,0,2,184.521862268448,"1","1","p2","Day21","Empty","D_2",21,13.0373737763241,"D_2_1","D_2_1_1","p5","p7"
"12591","D","2",129,33,"D_2_1_1",4,2,2,150.195962131023,"1","1","p2","Day21","Empty","D_2",21,10.6120807254155,"D_2_1","D_2_1_1","p5","p7"
"12592","D","2",129,34,"D_2_1_1",1,0,1,30.3137091398239,"1","1","p2","Day21","Empty","D_2",21,2.14181209610648,"D_2_1","D_2_1_1","p5","p7"
"12593","D","2",129,35,"D_2_1_1",5,2,3,303.936081528664,"1","1","p2","Day21","Empty","D_2",21,21.4745735290472,"D_2_1","D_2_1_1","p5","p7"
"12594","D","2",129,36,"D_2_1_1",1,0,2,97.0243870019913,"1","1","p2","Day21","Empty","D_2",21,6.85524838744259,"D_2_1","D_2_1_1","p5","p7"
"12595","D","2",129,37,"D_2_1_1",4,1,3,69.6690480113029,"1","1","p2","Day21","Empty","D_2",21,4.92245963918683,"D_2_1","D_2_1_1","p5","p7"
"12596","D","2",129,38,"D_2_1_1",1,1,1,63.5563495755196,"1","1","p2","Day21","Empty","D_2",21,4.49056754082225,"D_2_1","D_2_1_1","p5","p7"
"12597","D","2",129,39,"D_2_1_1",2,0,3,128.124894022942,"1","1","p2","Day21","Empty","D_2",21,9.05265160937319,"D_2_1","D_2_1_1","p5","p7"
"12598","D","2",129,40,"D_2_1_1",3,1,2,109.254836440086,"1","1","p2","Day21","Empty","D_2",21,7.71938957275592,"D_2_1","D_2_1_1","p5","p7"
"12599","D","2",129,41,"D_2_1_1",6,3,3,188.124894976616,"1","1","p2","Day21","Empty","D_2",21,13.2919456929915,"D_2_1","D_2_1_1","p5","p7"
"12600","D","2",129,42,"D_2_1_1",1,0,2,29.556349337101,"1","1","p2","Day21","Empty","D_2",21,2.08830091477613,"D_2_1","D_2_1_1","p5","p7"
"12601","D","2",129,43,"D_2_1_1",1,0,2,60.31370896101,"1","1","p2","Day21","Empty","D_2",21,4.26145909159065,"D_2_1","D_2_1_1","p5","p7"
"12602","D","2",129,44,"D_2_1_1",4,1,3,184.681244194508,"1","1","p2","Day21","Empty","D_2",21,13.0486348904148,"D_2_1","D_2_1_1","p5","p7"
"12603","D","2",129,45,"D_2_1_1",8,4,4,374.249788582325,"1","1","p2","Day21","Empty","D_2",21,26.4425814885804,"D_2_1","D_2_1_1","p5","p7"
"12604","D","2",129,46,"D_2_1_1",3,1,3,277.551304399967,"1","1","p2","Day21","Empty","D_2",21,19.6103597323569,"D_2_1","D_2_1_1","p5","p7"
"12605","D","2",129,47,"D_2_1_1",5,1,4,218.267030417919,"1","1","p2","Day21","Empty","D_2",21,15.4216352665399,"D_2_1","D_2_1_1","p5","p7"
"12606","D","2",129,48,"D_2_1_1",1,0,1,43.1126992106438,"1","1","p2","Day21","Empty","D_2",21,3.04612346312477,"D_2_1","D_2_1_1","p5","p7"
"12607","D","2",129,49,"D_2_1_1",3,1,2,99.7817467451096,"1","1","p2","Day21","Empty","D_2",21,7.05006936510281,"D_2_1","D_2_1_1","p5","p7"
"12608","D","2",129,50,"D_2_1_1",4,1,3,116.769554555416,"1","1","p2","Day21","Empty","D_2",21,8.25034123175628,"D_2_1","D_2_1_1","p5","p7"
"12609","D","2",129,51,"D_2_1_1",2,0,2,83.7989910840988,"1","1","p2","Day21","Empty","D_2",21,5.92080935782459,"D_2_1","D_2_1_1","p5","p7"
"12610","D","2",129,52,"D_2_1_1",2,0,2,42.0710682272911,"1","1","p2","Day21","Empty","D_2",21,2.97252712987721,"D_2_1","D_2_1_1","p5","p7"
"12611","D","2",129,53,"D_2_1_1",0,0,0,0,"1","1","p2","Day21","Empty","D_2",21,0,"D_2_1","D_2_1_1","p5","p7"
"12612","D","2",129,54,"D_2_1_1",5,1,4,143.811185061932,"1","1","p2","Day21","Empty","D_2",21,10.1609649383488,"D_2_1","D_2_1_1","p5","p7"
"12613","D","2",129,55,"D_2_1_1",1,0,1,128.58073669672,"1","1","p2","Day21","Empty","D_2",21,9.0848591280281,"D_2_1","D_2_1_1","p5","p7"
"12614","D","2",129,56,"D_2_1_1",3,2,1,163.568545460701,"1","1","p2","Day21","Empty","D_2",21,11.5569192669343,"D_2_1","D_2_1_1","p5","p7"
"12615","D","2",129,57,"D_2_1_1",3,0,3,66.1837673187256,"1","1","p2","Day21","Empty","D_2",21,4.6762074794377,"D_2_1","D_2_1_1","p5","p7"
"12616","D","2",129,58,"D_2_1_1",3,1,2,116.911690354347,"1","1","p2","Day21","Empty","D_2",21,8.26038382245464,"D_2_1","D_2_1_1","p5","p7"
"12617","D","2",129,59,"D_2_1_1",2,0,2,53.9411264657974,"1","1","p2","Day21","Empty","D_2",21,3.81120491092519,"D_2_1","D_2_1_1","p5","p7"
"12618","D","2",129,60,"D_2_1_1",1,0,1,34.9705638885498,"1","1","p2","Day21","Empty","D_2",21,2.47084170395242,"D_2_1","D_2_1_1","p5","p7"
"12619","D","2",129,61,"D_2_1_1",4,2,3,108.355340957642,"1","1","p2","Day21","Empty","D_2",21,7.65583580914992,"D_2_1","D_2_1_1","p5","p7"
"12620","D","2",129,62,"D_2_1_1",1,1,1,36.7279224395752,"1","1","p2","Day21","Empty","D_2",21,2.59500769711482,"D_2_1","D_2_1_1","p5","p7"
"12621","D","2",129,63,"D_2_1_1",1,0,1,20.0710681080818,"1","1","p2","Day21","Empty","D_2",21,1.41811931550111,"D_2_1","D_2_1_1","p5","p7"
"12622","D","2",129,64,"D_2_1_1",2,0,2,142.083263099194,"1","1","p2","Day21","Empty","D_2",21,10.0388787843961,"D_2_1","D_2_1_1","p5","p7"
"12623","D","2",129,65,"D_2_1_1",5,3,3,304.634564101696,"1","1","p2","Day21","Empty","D_2",21,21.5239247455856,"D_2_1","D_2_1_1","p5","p7"
"12624","D","2",129,66,"D_2_1_1",3,0,4,171.923883676529,"1","1","p2","Day21","Empty","D_2",21,12.1472648553008,"D_2_1","D_2_1_1","p5","p7"
"12625","D","2",129,67,"D_2_1_1",5,3,2,213.409166574478,"1","1","p2","Day21","Empty","D_2",21,15.0784033811534,"D_2_1","D_2_1_1","p5","p7"
"12626","D","2",129,68,"D_2_1_1",1,0,1,60.1127000451088,"1","1","p2","Day21","Empty","D_2",21,4.24725682668415,"D_2_1","D_2_1_1","p5","p7"
"12627","D","2",129,69,"D_2_1_1",4,1,4,189.409165918827,"1","1","p2","Day21","Empty","D_2",21,13.3826857283338,"D_2_1","D_2_1_1","p5","p7"
"12628","D","2",129,70,"D_2_1_1",1,0,1,52.0416316986084,"1","1","p2","Day21","Empty","D_2",21,3.6769962975849,"D_2_1","D_2_1_1","p5","p7"
"12629","D","2",129,71,"D_2_1_1",5,3,3,197.681243479252,"1","1","p2","Day21","Empty","D_2",21,13.9671485433964,"D_2_1","D_2_1_1","p5","p7"
"12630","D","2",129,72,"D_2_1_1",5,3,3,332.504624664783,"1","1","p2","Day21","Empty","D_2",21,23.4930810952063,"D_2_1","D_2_1_1","p5","p7"
"12631","D","2",129,73,"D_2_1_1",2,2,1,131.98275834322,"1","1","p2","Day21","Empty","D_2",21,9.32522862817998,"D_2_1","D_2_1_1","p5","p7"
"12632","D","2",129,74,"D_2_1_1",4,1,5,117.012195050716,"1","1","p2","Day21","Empty","D_2",21,8.26748497175333,"D_2_1","D_2_1_1","p5","p7"
"12633","D","2",129,75,"D_2_1_1",2,0,3,72.597981274128,"1","1","p2","Day21","Empty","D_2",21,5.129403126771,"D_2_1","D_2_1_1","p5","p7"
"12634","D","2",129,76,"D_2_1_1",0,1,1,5.82842713594437,"1","1","p2","Day21","Empty","D_2",21,0.411806938024656,"D_2_1","D_2_1_1","p5","p7"
"12635","D","2",129,77,"D_2_1_1",2,0,3,62.9705638289452,"1","1","p2","Day21","Empty","D_2",21,4.44917890731809,"D_2_1","D_2_1_1","p5","p7"
"12636","D","2",129,78,"D_2_1_1",3,1,2,60.4558455348015,"1","1","p2","Day21","Empty","D_2",21,4.2715017370367,"D_2_1","D_2_1_1","p5","p7"
"12637","D","2",129,79,"D_2_1_1",2,0,2,129.681243240833,"1","1","p2","Day21","Empty","D_2",21,9.16261530814957,"D_2_1","D_2_1_1","p5","p7"
"12638","D","2",129,80,"D_2_1_1",6,3,3,100.012194693089,"1","1","p2","Day21","Empty","D_2",21,7.06635164188483,"D_2_1","D_2_1_1","p5","p7"
"12639","D","2",129,81,"D_2_1_1",3,1,2,48.0416313409805,"1","1","p2","Day21","Empty","D_2",21,3.39437667123431,"D_2_1","D_2_1_1","p5","p7"
"12640","D","2",129,82,"D_2_1_1",3,1,3,262.664001584053,"1","1","p2","Day21","Empty","D_2",21,18.5584988366002,"D_2_1","D_2_1_1","p5","p7"
"12641","D","2",129,83,"D_2_1_1",3,1,2,52.7989904880524,"1","1","p2","Day21","Empty","D_2",21,3.73050740732213,"D_2_1","D_2_1_1","p5","p7"
"12642","D","2",129,84,"D_2_1_1",2,0,2,23.2426409721375,"1","1","p2","Day21","Empty","D_2",21,1.64220647991193,"D_2_1","D_2_1_1","p5","p7"
"12643","D","2",129,85,"D_2_1_1",3,3,3,128.325903058052,"1","1","p2","Day21","Empty","D_2",21,9.06685388270241,"D_2_1","D_2_1_1","p5","p7"
"12644","D","2",129,86,"D_2_1_1",1,0,1,2.41421359777451,"1","1","p2","Day21","Empty","D_2",21,0.170576020982704,"D_2_1","D_2_1_1","p5","p7"
"12645","D","2",130,1,"D_2_1_2",3,1,2,90.5979815125465,"1","2","p2","Day21","Empty","D_2",21,6.40119134848739,"D_2_1","D_2_1_2","p5","p7"
"12646","D","2",130,2,"D_2_1_2",2,0,2,43.7989904284477,"1","2","p2","Day21","Empty","D_2",21,3.0946133006753,"D_2_1","D_2_1_2","p5","p7"
"12647","D","2",130,3,"D_2_1_2",1,0,1,20.1421359777451,"1","2","p2","Day21","Empty","D_2",21,1.42314060874461,"D_2_1","D_2_1_2","p5","p7"
"12648","D","2",130,4,"D_2_1_2",2,0,2,35.2842713594437,"1","2","p2","Day21","Empty","D_2",21,2.49300667402257,"D_2_1","D_2_1_2","p5","p7"
"12649","D","2",130,5,"D_2_1_2",2,1,1,207.308662831783,"1","2","p2","Day21","Empty","D_2",21,14.6473728976128,"D_2_1","D_2_1_2","p5","p7"
"12650","D","2",130,6,"D_2_1_2",3,0,3,130.610174655914,"1","2","p2","Day21","Empty","D_2",21,9.22824886464035,"D_2_1","D_2_1_2","p5","p7"
"12651","D","2",130,7,"D_2_1_2",1,0,3,36.3847771883011,"1","2","p2","Day21","Empty","D_2",21,2.57076280360772,"D_2_1","D_2_1_2","p5","p7"
"12652","D","2",130,8,"D_2_1_2",3,1,3,90.5979818105698,"1","2","p2","Day21","Empty","D_2",21,6.40119136954419,"D_2_1","D_2_1_2","p5","p7"
"12653","D","2",130,9,"D_2_1_2",3,1,2,108.639612913132,"1","2","p2","Day21","Empty","D_2",21,7.67592101581481,"D_2_1","D_2_1_2","p5","p7"
"12654","D","2",130,10,"D_2_1_2",5,3,2,280.350292921066,"1","2","p2","Day21","Empty","D_2",21,19.8081219871738,"D_2_1","D_2_1_2","p5","p7"
"12655","D","2",130,11,"D_2_1_2",2,0,2,70.1421365737915,"1","2","p2","Day21","Empty","D_2",21,4.95588566438862,"D_2_1","D_2_1_2","p5","p7"
"12656","D","2",130,12,"D_2_1_2",2,1,1,29.9705632328987,"1","2","p2","Day21","Empty","D_2",21,2.11756715627442,"D_2_1","D_2_1_2","p5","p7"
"12657","D","2",130,13,"D_2_1_2",0,0,0,0,"1","2","p2","Day21","Empty","D_2",21,0,"D_2_1","D_2_1_2","p5","p7"
"12658","D","2",130,14,"D_2_1_2",1,0,1,14.0710681676865,"1","2","p2","Day21","Empty","D_2",21,0.994189918088818,"D_2_1","D_2_1_2","p5","p7"
"12659","D","2",130,15,"D_2_1_2",4,1,3,105.710679411888,"1","2","p2","Day21","Empty","D_2",21,7.4689775113852,"D_2_1","D_2_1_2","p5","p7"
"12660","D","2",130,16,"D_2_1_2",3,3,3,175.325904607773,"1","2","p2","Day21","Empty","D_2",21,12.3876343049164,"D_2_1","D_2_1_2","p5","p7"
"12661","D","2",130,17,"D_2_1_2",4,1,3,103.296465396881,"1","2","p2","Day21","Empty","D_2",21,7.29840146092297,"D_2_1","D_2_1_2","p5","p7"
"12662","D","2",130,18,"D_2_1_2",3,1,2,103.083262443542,"1","2","p2","Day21","Empty","D_2",21,7.28333762751743,"D_2_1","D_2_1_2","p5","p7"
"12663","D","2",130,19,"D_2_1_2",3,1,2,140.053826451302,"1","2","p2","Day21","Empty","D_2",21,9.89548914043379,"D_2_1","D_2_1_2","p5","p7"
"12664","D","2",130,20,"D_2_1_2",1,0,1,9.82842725515366,"1","2","p2","Day21","Empty","D_2",21,0.69442654752981,"D_2_1","D_2_1_2","p5","p7"
"12665","D","2",130,21,"D_2_1_2",6,5,2,341.73507130146,"1","2","p2","Day21","Empty","D_2",21,24.1452573817739,"D_2_1","D_2_1_2","p5","p7"
"12666","D","2",130,22,"D_2_1_2",1,0,2,53.2132046222687,"1","2","p2","Day21","Empty","D_2",21,3.75977366566586,"D_2_1","D_2_1_2","p5","p7"
"12667","D","2",130,23,"D_2_1_2",5,2,4,145.426408052444,"1","2","p2","Day21","Empty","D_2",21,10.2750883576582,"D_2_1","D_2_1_2","p5","p7"
"12668","D","2",130,24,"D_2_1_2",2,0,2,40.3847765922546,"1","2","p2","Day21","Empty","D_2",21,2.85338236257655,"D_2_1","D_2_1_2","p5","p7"
"12669","D","2",130,25,"D_2_1_2",2,0,2,50.0121936798096,"1","2","p2","Day21","Empty","D_2",21,3.53360655676129,"D_2_1","D_2_1_2","p5","p7"
"12670","D","2",130,26,"D_2_1_2",4,1,3,207.722873568535,"1","2","p2","Day21","Empty","D_2",21,14.676638915909,"D_2_1","D_2_1_2","p5","p7"
"12671","D","2",130,27,"D_2_1_2",5,1,4,147.36753487587,"1","2","p2","Day21","Empty","D_2",21,10.41223847978,"D_2_1","D_2_1_2","p5","p7"
"12672","D","2",130,28,"D_2_1_2",4,2,2,181.994952142239,"1","2","p2","Day21","Empty","D_2",21,12.858835193364,"D_2_1","D_2_1_2","p5","p7"
"12673","D","2",130,29,"D_2_1_2",0,1,1,8.24264085292816,"1","2","p2","Day21","Empty","D_2",21,0.582382967430081,"D_2_1","D_2_1_2","p5","p7"
"12674","D","2",130,30,"D_2_1_2",2,1,1,45.526911854744,"1","2","p2","Day21","Empty","D_2",21,3.21669941672571,"D_2_1","D_2_1_2","p5","p7"
"12675","D","2",130,31,"D_2_1_2",2,1,1,27.7279225587845,"1","2","p2","Day21","Empty","D_2",21,1.95911360310207,"D_2_1","D_2_1_2","p5","p7"
"12676","D","2",130,32,"D_2_1_2",2,0,2,41.455845117569,"1","2","p2","Day21","Empty","D_2",21,2.92905860241562,"D_2_1","D_2_1_2","p5","p7"
"12677","D","2",130,33,"D_2_1_2",2,0,2,38.2132037878036,"1","2","p2","Day21","Empty","D_2",21,2.6999501026477,"D_2_1","D_2_1_2","p5","p7"
"12678","D","2",130,34,"D_2_1_2",3,0,3,146.166525065899,"1","2","p2","Day21","Empty","D_2",21,10.3273812514325,"D_2_1","D_2_1_2","p5","p7"
"12679","D","2",130,35,"D_2_1_2",2,0,2,59.911688387394,"1","2","p2","Day21","Empty","D_2",21,4.23305436805508,"D_2_1","D_2_1_2","p5","p7"
"12680","D","2",130,36,"D_2_1_2",4,2,4,179.681243360043,"1","2","p2","Day21","Empty","D_2",21,12.6953603301027,"D_2_1","D_2_1_2","p5","p7"
"12681","D","2",130,37,"D_2_1_2",4,1,3,73.9116889238358,"1","2","p2","Day21","Empty","D_2",21,5.22222300974584,"D_2_1","D_2_1_2","p5","p7"
