"","logFC.stage9","logFC.stage15","logFC.stage21","logFC.stage27","logFC.stage33","logFC.stage40","AveExpr","PValue","FDR","GeneName"
"P16219.ACADS",2.89447081801431,2.56355400896221,2.98593951840501,3.70536853291609,3.80364296944782,4.30736106742683,15.0630882031803,2.90787111808055e-07,6.72036714339129e-07,"ACADS"
"P16220.CREB1",-0.43521237071491,-0.269896859687003,-0.507006014576391,-0.833060807211168,-0.994605836804089,-1.20413791096998,13.9830870564921,1.70015832964515e-08,4.8754429656668e-08,"CREB1"
"P16278.GLB1",0.406813157417459,-0.0344224013436345,-0.185945604078475,-0.142270930792299,-0.0285891375469389,0.162422866227661,15.5333222055824,1.76876965720401e-05,3.09427216834124e-05,"GLB1"
"P16298.PPP3CB",1.44432718402834,2.09368854148914,2.39921223228422,2.56414518345387,2.63875591683386,2.72280153797591,17.426173323919,9.09491114747411e-15,2.43457993443543e-13,"PPP3CB"
"P16333.NCK1",-0.334202300651667,-0.13327269978502,-0.0682929140111897,0.00247609798576272,-0.0735522644008211,0.0607406614826018,14.7666304212573,0.00621377869841751,0.00775435530887087,"NCK1"
"P16383.GCFC2",-2.9287775918361,-3.18499298148167,-3.02078614012864,-3.35502624945591,-3.07636711205475,-2.69525291930602,12.1119160071707,1.0734841046595e-05,1.93328608006234e-05,"GCFC2"
"P16401.H1-5",-1.87929636266,-2.04615770070619,-2.20209512510084,-2.78427857055299,-2.49973839144916,-3.10016062480112,17.9622513918958,1.31432619457412e-06,2.74032992869364e-06,"H1-5"
"P16591.FER",3.4077459466924,3.04570989486426,2.75789460804481,2.69777729149728,2.6602035881926,2.62959533097674,13.9976203264096,1.46220114716229e-09,5.37578832651382e-09,"FER"
"P16615.ATP2A2",-0.192803282312575,-0.153530842659473,-0.143246655912009,-0.0355345440873265,-0.0610936636192297,0.0684315294401234,17.3320231325752,0.0583377228958479,0.0648219157666042,"ATP2A2"
"P16870.CPE",5.27067995067171,5.34673633535723,4.68018338739713,4.25577846271933,4.30534480840183,4.33192604671962,17.7153414309545,0.00154210008806606,0.00207557123841511,"CPE"
"P16930.FAH",-0.0307652636430936,0.42992383251872,0.553516905930481,0.659812991828669,0.687073016042131,0.732899609115009,14.9447947571114,0.00118448036523628,0.00161742491694785,"FAH"
"P16949.STMN1",2.54453230312972,2.17943479228631,2.21741678302506,2.0729156389564,2.19356805934413,1.84940806386065,20.5961299133141,1.43804894010687e-08,4.17182312315823e-08,"STMN1"
"P16989.YBX3",-3.66244966500917,-4.86870083901675,-4.68844734385041,-5.04563899104378,-5.15264493777715,-4.83588579613943,12.8456920458172,6.48375278986719e-09,2.01157809256512e-08,"YBX3"
"P17028.ZNF24",-0.993297903515395,-1.27970117069774,-1.3301845120513,-1.79612438257644,-1.7899131311192,-1.58783060476245,11.9453745693788,0.00231022238455867,0.00304364868968295,"ZNF24"
"P17050.NAGA",2.48306539121376,2.60852765031386,2.50367820404658,2.44961651652853,2.38692790647918,2.38064503381049,15.6824050368906,2.10418392300187e-13,2.90019222408641e-12,"NAGA"
"P17152.TMEM11",0.754718655301831,0.98816648470442,1.45729663311004,1.86782069246851,2.01958711753557,2.12629480474705,15.0985222340396,5.75075609107176e-09,1.80666333452778e-08,"TMEM11"
"P17174.GOT1",0.450961510594387,0.921818591914221,1.275860732172,1.65713802262342,1.81754970767747,1.9347027500621,18.414014880799,1.9680662585805e-13,2.74174908023322e-12,"GOT1"
"P17252.PRKCA",0.388399321587243,0.883945195316367,1.14181048676563,1.28412496643117,1.33489608253987,1.37531315208541,13.7301478402701,0.000546248313494819,0.000782010292777776,"PRKCA"
"P17302.GJA1",-2.88231348426274,-3.00098292681344,-3.41007794436976,-4.02018050644193,-3.73374993832417,-3.49123792755209,12.2935642884844,1.56075884419799e-10,7.52276472672213e-10,"GJA1"
"P17405.SMPD1",2.65551374405788,2.5138897369467,2.66327929327743,2.67377900716749,2.52888162234813,2.41775122452815,13.8763104849629,1.07385853582666e-13,1.66025193200122e-12,"SMPD1"
"P17480.UBTF",-1.68543301679798,-1.56280889436547,-2.24319879653238,-2.99749130911557,-1.08934229328327,-1.38129016975872,14.8221027093869,0.0494933791833127,0.0554127394312996,"UBTF"
"P17568.NDUFB7",0.981213465617632,0.732337281738063,1.46456649216553,1.56522751813448,2.12828358655508,2.06407948622997,14.1370453145814,9.87360552961917e-10,3.80489078667154e-09,"NDUFB7"
"P17600.SYN1",3.47147894782278,4.48002463122192,5.01673342892498,5.56634122717045,5.849469919643,6.22904035322887,17.0784707019704,4.51910772973551e-17,4.79914424151256e-15,"SYN1"
"P17655.CAPN2",0.982058171515312,1.24852554350519,1.42061140308968,1.43867213374108,1.52216120685128,1.57648518464991,14.2274315719339,1.33910793226819e-12,1.29861394988523e-11,"CAPN2"
"P17658.KCNA6",0.0482231309202107,0.830464695094197,0.417153313932145,0.71927345512135,1.02264203901644,1.37257237221929,12.7551874651062,0.00630694609244937,0.00786002246765814,"KCNA6"
"P17661.DES",-0.486784066338579,-0.0347026099942077,0.074668428914102,0.266995196745079,0.31650699625768,0.235275570914539,20.7544498734569,0.00136154737957657,0.00184366720838148,"DES"
"P17677.GAP43",5.20015230712171,5.96267792051086,6.26511434668601,6.12365688532901,6.40645994566205,6.27982718156901,18.5083888666491,6.74752281456599e-13,7.44641444510366e-12,"GAP43"
"P17706.PTPN2",-0.770795916991179,-1.02484206906548,-3.20978396092434,-0.889218986089368,-2.94272169652882,-2.94303794570903,14.4315984240261,0.0620225132724703,0.0687747074596136,"PTPN2"
"P17812.CTPS1",-0.301304819200301,-0.468397833297965,-0.58408020442645,-0.660273152572807,-0.862975668387498,-0.930410364132554,16.946271256722,4.00509365442904e-08,1.06813489886337e-07,"CTPS1"
"P17844.DDX5",-1.10554769709974,-1.24928827315187,-1.57294574310802,-1.74226059312513,-2.25184022461338,-2.5321910653868,18.5441254002377,7.46680624334999e-14,1.22766423462998e-12,"DDX5"
"P17858.PFKL",0.411385182360953,0.830751665153106,1.06298412613573,1.23127285321786,1.2318078527296,1.27408889579164,16.0935259480793,2.36734530881267e-11,1.51688060440044e-10,"PFKL"
"P17900.GM2A",0.582720267996515,0.464457994567326,0.353275418749734,0.301130189388963,0.0870282655001086,0.0808460756161942,15.2348499563572,0.682117564668833,0.689461317510485,"GM2A"
"P17948.FLT1",2.66886657959437,2.86740800649888,2.84651647191584,1.0990107214723,0.063495322128916,1.9301006286817,14.544204728118,0.0412266736323333,0.0465678102511342,"FLT1"
"P17980.PSMC3",-0.109029607132777,-0.000677206542210205,-0.118927710478787,-0.233742917746086,-0.325437122177143,-0.455827071315387,18.9822712638803,1.96291711085033e-05,3.41271525606238e-05,"PSMC3"
"P17987.TCP1",0.183444365031672,0.266341040629499,0.35362078011887,0.416978934840013,0.386224139150422,0.341711128798045,19.4504954719876,0.000589004580573385,0.00083932504904408,"TCP1"
"P18031.PTPN1",1.39862311790513,1.70812037974054,1.98928178652465,2.18970210068247,2.16979785404292,2.13643612205574,17.1141827803512,1.32872120056861e-13,1.97934285081766e-12,"PTPN1"
"P18065.IGFBP2",0.298848049044648,-0.399345144090655,-0.716708132251144,-1.55119289769143,-1.64227161190055,-1.78976711911606,14.4764988607813,8.5711194362329e-09,2.60797142827227e-08,"IGFBP2"
