"","logFC.stage9","logFC.stage15","logFC.stage21","logFC.stage27","logFC.stage33","logFC.stage40","AveExpr","PValue","FDR","GeneName"
"A0A5F9ZHB6.PRIM1",-1.94851338725701,-1.8483437200244,-1.9486162446917,-2.85635294770331,-2.56737766108824,-2.35200763152499,12.0573736053632,7.53239997071517e-06,1.3953356308348e-05,"PRIM1"
"A0A5F9ZHG7.RAPGEF6",0.738871623809118,1.3161531097613,1.45062488374274,1.5335861367521,1.76261323065091,1.65684385455749,14.3117659813321,8.14384675459941e-10,3.19345274069582e-09,"RAPGEF6;;RAPGEF6"
"A0A5F9ZHH6.RXRA",-0.344874164383348,-0.530644845295211,-0.312991589182239,0.00981714504182333,-0.121823759485786,-0.678571589272664,12.6019278573878,0.298005135819306,0.310465948832014,"RXRA"
"A0A5F9ZHM4.LDHB",-0.423947759100032,-0.308924718183697,-0.355214358134537,-0.351804586211013,-0.425289091024809,-0.441481761321259,22.593908399279,0.000303530502882491,0.000448920227779173,"LDHB"
"A0A5F9ZHN7.SACM1L",-0.110685582977154,-0.312404078072787,-0.245925698483251,-0.14549328547686,-0.0830946184466496,0.0215835766739596,15.2795375579837,0.00850107872177928,0.0104043053012821,"SACM1L"
"A0A5F9ZHN9.ALDH3A2",0.241142875906222,0.216198895231794,0.229056193532819,0.264572465148991,0.35351969226626,0.466841313661043,15.6677056288395,0.000778390928680611,0.0010867276801709,"ALDH3A2"
"A0A5F9ZHR7.ACP2",2.2971395534737,2.54789928689432,2.68960768198041,2.7209926576449,2.70782792218823,2.75046572500844,15.9563893308824,1.54361522402084e-11,1.03837377167259e-10,"ACP2"
"A0A5F9ZHS3.MEN1",-0.0127360167250906,0.123162271169208,-1.76468047364465,-2.64199970015532,-2.74654283113718,-3.30695318548298,13.5284467215098,0.00106903308113692,0.00146689182368247,"MEN1"
"A0A5F9ZHU7.PRIM2",-2.31275962697092,-2.36972975270832,-2.38167229942944,-2.27886248109021,-1.77402222622831,-1.95896650544149,12.0948311659561,9.68326514224079e-05,0.000152549104064776,"PRIM2"
"A0A5F9ZHW1.AP1S2",-0.180907423716864,-0.31049271222046,0.0458098174596458,0.0534500769091716,-0.00417708883193581,-0.0146014961450883,15.5940991318408,0.565405255110396,0.576348582628662,"AP1S2"
"A0A5F9ZHY7.BRI3BP",0.214249185051506,-0.353710387247219,0.334888899782503,0.309870319827831,0.647242945872058,0.308731844143964,12.9626271382873,0.000995323857948447,0.00137068621424108,"BRI3BP"
"A0A5F9ZHZ7.CFAP298-TCP10L",-1.38340312128433,-2.54900832337995,-1.99238421694006,-2.21630095963905,-2.43192034151386,-2.21220783322847,12.9013850604294,0.000507347904614216,0.000729059389106231,"CFAP298-TCP10L;CFAP298-TCP10L;CFAP298-TCP10L;CFAP298-TCP10L;CFAP298-TCP10L;CFAP298-TCP10L;CFAP298;CFAP298;CFAP298;CFAP298"
"A0A5F9ZI21.ARHGEF2",-0.610318433201177,-0.792721372258402,-0.95045614862756,-1.14178761159427,-1.28278565408076,-1.386363734086,14.3223496408819,8.26070934054469e-09,2.52181315306543e-08,"ARHGEF2"
"A0A5F9ZI63.EED",-1.97324939472508,-2.52661498326876,-2.19293878098683,-2.79622149418852,-2.92111398640863,-2.96282203396368,12.1419449044921,3.03278586299684e-06,5.96791823222768e-06,"EED"
"A0A5H1ZRP4.NELFB",-0.740602289399084,-1.16170833353592,-1.04948690252286,-1.32703882993511,-1.37282020349611,-1.49147353491238,14.5657031137732,5.42429469807691e-11,3.05552878731672e-10,"NELFB"
"A0A5H1ZRS1.PCM1",-1.46709824163496,-1.15318118506893,-1.07506934550737,-0.975941278326628,-1.33533236940047,-1.52107138968509,13.2902956209631,3.37551651711144e-09,1.13415954345684e-08,"PCM1"
"A0A5K1VW28.ETNK1",0.452545149271712,0.179122153894298,0.187803764247821,0.191447388845235,0.259499288155216,0.306775105460008,13.7146175005281,0.0374214922634151,0.0425366602706445,"ETNK1"
"A0A5K1VW74.AKT3",0.896278700022045,0.79459854278013,0.753481731594637,0.879339796839708,0.786478407156528,0.825687030572113,13.9504757024389,2.71184950138366e-06,5.37392507493526e-06,"AKT3"
"A0A5K1VW79.CPEB2",1.88896833276446,1.80244684492184,1.89611785552156,1.9661079737094,1.66696952263907,2.02104154495893,13.8170425230363,2.07096527647867e-08,5.83799523978626e-08,"CPEB2"
"A0A669KAV0.CRELD1",2.61690179747025,1.85611597414326,1.82881895244124,1.86478832903397,2.04327609619054,1.99366058007873,15.5623168284786,5.80518780139311e-09,1.81759335801955e-08,"CRELD1"
"A0A669KAW1.FUT8",0.0213371142543899,-0.100543133770459,0.141219257891489,0.252520769511276,-0.357289357827007,-0.323033846787373,14.4269981931028,0.260973259600304,0.273380461786993,"FUT8"
"A0A669KAX3.WFS1",-1.07898663397868,-1.46368437315257,-1.47200012875377,-1.11211724097905,-1.00633455443123,-0.574082866097022,14.2379144646034,1.67325476674167e-08,4.80467392684065e-08,"WFS1"
"A0A669KAX4.CUL4B",0.276461575963103,0.372360828516975,0.449186623035308,0.424460946035122,0.448352258582058,0.446005986454711,16.3114919150873,0.000101235119056986,0.000159136399235903,"CUL4B"
"A0A669KAY5.DUS4L-BCAP29",0.720136368853532,0.483729217050678,0.654297812353339,0.319599380651144,0.655479393540799,0.887555596986667,11.8001858588772,0.00923160913107821,0.0112504540985777,"DUS4L-BCAP29;DUS4L-BCAP29;DUS4L-BCAP29;BCAP29;BCAP29;BCAP29;BCAP29;BCAP29;BCAP29"
"A0A669KB05.CTNND1",0.368169208137627,0.40674593955264,0.298673913306179,0.174371374137017,0.0860204947080278,0.0745321349600797,17.6538205927222,0.000234367510940907,0.000351383629412053,"CTNND1"
"A0A669KB10.GBF1",-0.61083285124532,-0.500667069702203,-0.43187455013617,-0.466432981967008,-0.620889832858926,-0.579202611605572,14.1773260991533,4.48429949161783e-05,7.4199979838315e-05,"GBF1"
"A0A669KB12.EP300",-1.37061027692949,-1.89503446763625,-1.93787109527713,-2.13439532511016,-2.19639442131193,-2.50925561670633,15.17756724851,4.22810742145481e-09,1.37844387902286e-08,"EP300"
"A0A669KB41.SNCA",1.47017612057862,2.44987004282847,2.76700849363226,3.18465545812433,3.50337358253714,3.75839705847182,16.0756688884895,4.71404129492114e-16,2.58792877190671e-14,"SNCA"
"A0A669KB68.STAT1",-2.53661103490755,-2.40553274056471,-1.64139002292376,-1.67742194540879,-1.56440161991217,-1.53024069548376,14.9025987546178,3.99626313553106e-06,7.74388052407126e-06,"STAT1"
"A0A669KB77.MAP2",4.81533776326811,5.3480857255374,5.43686150751965,5.51721945440627,5.50274667470595,5.5560220965767,20.6314504861351,4.40204176514883e-18,9.50547551821138e-16,"MAP2"
"A0A669KBH9.WIZ",-0.551038136544314,-0.550019161067371,-1.09814230628238,-1.24529849784361,-1.49382353705863,-1.80530190346191,13.9283351423884,5.66498326159456e-08,1.46615108144665e-07,"WIZ"
"A0A669KBJ7.ADNP",0.0452511787700013,-0.0131212961888712,-0.38468871098672,-0.647366704431281,-0.973344799382079,-1.10866146402725,14.3846607198691,6.18183173358391e-08,1.59164968084883e-07,"ADNP"
"A0A669KBL1.USP7",-0.262722968068612,-0.28769787266343,-0.39689748589883,-0.428536138921356,-0.606272283908331,-0.585830803150648,16.3739307869343,1.36676312766003e-06,2.84234078362173e-06,"USP7"
"A0A669KBL4.AEBP2",-2.13671028951654,-2.4576528164539,-1.97439627902404,-2.45348244254713,-1.87421137493417,-2.28659839650748,11.851793072257,0.00839390215105098,0.0102789599498125,"AEBP2"
"A0A6E1WJ75.LDB1",1.25621286556561,0.780986373861281,0.393026768651653,0.204029861217416,-0.0848357400970465,-0.138489150438186,16.2553803407748,2.09610436725315e-09,7.41348952327519e-09,"LDB1"
"A0A6I8PIK4.DNAJC7",-1.9906369624938,-2.25865349013926,-1.98078090870969,-1.86256054095556,-1.9510437654585,-1.86066710180758,16.6106942319114,2.98569423213811e-12,2.59615130681754e-11,"DNAJC7"
"A0A6I8PIV1.LARS1",-1.23862774766343,-1.05973118109364,-1.16566857691198,-1.13544554708005,-1.25951427542717,-1.26817961438374,17.22003224432,5.03429801636394e-12,3.98195147130715e-11,"LARS1"
"A0A6I8PIX7.SVIL",0.633357080369394,0.378044059168596,0.516106232570515,0.414079573473857,0.389735512680549,0.438421795870401,13.1327806687466,0.00483941880803749,0.00611366765375135,"SVIL"
"A0A6I8PL17.PTPRO",-0.222777821067653,0.518316714803144,1.02194657754352,1.22635869275241,1.28305254096213,1.21856629587321,16.5898990180697,8.90280278892482e-07,1.89836591397811e-06,"PTPRO"
"A0A6I8PRJ0.ADGRL2",-0.00595557053374421,0.41277693877523,0.789852654058252,0.951862952237631,1.15484622477618,1.16073161873354,15.4018272432072,1.73529049254484e-07,4.14957984891305e-07,"ADGRL2"
"A0A6I8PTZ8.AGO1",0.0230813854538598,0.137652177765151,-0.0858097995790618,-0.271475368202681,-0.51575897785964,-0.579605547395987,15.2065504848773,7.44064048686458e-08,1.88947350348525e-07,"AGO1"
"A0A6Q8KRG2.GOLGA2",0.538543427007187,0.69412761558936,0.649033608077197,0.532563752430094,0.409217393071686,0.381770174279735,16.4616645422586,5.75746770626261e-06,1.08578968853477e-05,"GOLGA2"
"A0A6Q8PEV5.CEP41",1.80605107581325,1.94641882584348,1.92203211193738,1.74750390941235,1.63513671098533,1.45353028231262,14.269883253542,2.91513371705039e-10,1.28289648227259e-09,"CEP41"
"A0A6Q8PEY7.TRIM2",2.58893308738824,3.39900462715226,3.56965994066872,3.60635791485731,3.55817413124011,3.51820902241984,17.4043183180875,6.01052333366479e-16,3.14001372221617e-14,"TRIM2;;;TRIM2"
"A0A6Q8PEZ7.CLCC1",0.143596511420837,0.19899766974167,0.449049550800067,0.332042999491418,0.567194236916095,0.597999653124944,13.3964108829653,0.00016530138601957,0.000252731267083968,"CLCC1"
"A0A6Q8PF35.CHMP1A",0.37309534149136,-0.0442664766519952,0.20049592117788,0.433448672132988,0.444305085470548,0.348570346875039,15.7374358547063,0.0640777117859251,0.0709807484523295,"CHMP1A"
"A0A6Q8PF40.TFG",0.471948815092648,0.872597979363211,0.892575414309907,0.774091404975745,0.740290582578384,0.738044941208095,16.3079894670284,5.20519035028101e-08,1.35309883985234e-07,"TFG"
"A0A6Q8PF62.FIG4",0.560403318966779,0.957569277148172,0.890051056463377,0.667249150016003,0.769012176292804,0.58488181868645,13.2897216437951,0.000702202568333744,0.000987810692218457,"FIG4"
"A0A6Q8PF94.MID1",-2.53619057450103,-2.94121130025147,-3.08097632474773,-3.77689703224759,-3.26032166872321,-3.29060318006283,12.2822171024219,0.000651191101768962,0.000920649488707843,"MID1"
"A0A6Q8PFA6.KIF2A",0.624517935448143,1.27553228700517,1.47035959102894,1.72625439317082,1.87257301494866,1.92881550795107,16.4964062660523,5.79274572212777e-14,1.00134905839813e-12,"KIF2A"
"A0A6Q8PFA8.PHACTR1",0.15276920266909,0.977269875305547,0.817167165144729,0.922495520426709,1.00013734869484,1.07188309654618,12.3856046509137,0.00189972625203726,0.00252906425415071,"PHACTR1"
"A0A6Q8PFC2.NOVA2",2.58937676523421,2.66542633663524,2.40025020401578,2.24843939685071,2.00341752847698,1.87167046917884,18.1056629822834,1.08065248045553e-14,2.77796300332973e-13,"NOVA2"
"A0A6Q8PFE2.NKAIN3",-0.742644370464509,0.885668832739006,1.54488260648898,1.19749015094583,1.54446276663916,1.619787935661,12.5334849768309,0.00316319223230938,0.00409331987233323,"NKAIN3"
"A0A6Q8PFE6.PTBP2",0.887064743124398,1.22484113403905,1.04265718381985,0.968134510417826,0.65777990353713,0.397866778067514,17.4759205017061,2.6843155425636e-08,7.42484888331639e-08,"PTBP2"
"A0A6Q8PFH3.POMK",0.828251045218767,0.484551166267866,0.589906185053949,0.531285039436801,0.552659300240569,0.316632972536319,13.032194586514,0.000378127175104435,0.000551939576459335,"POMK"
"A0A6Q8PFI7.NEDD4L",2.72287485722869,3.37935161245168,3.40890453109943,3.20499318093964,3.01605981995078,2.87918459076322,15.8924405026424,1.05760436536513e-16,8.89761179069524e-15,"NEDD4L"
"A0A6Q8PFJ0.LMNA",-2.204842699728,-2.66480756753753,-2.39346891425093,-1.76501635653543,-1.43471973127993,-1.09768312042652,14.7879685814709,5.25016130075895e-10,2.14442275575766e-09,"LMNA"
"A0A6Q8PFK4.HLCS",-0.00395572846259538,0.371349066185902,0.229976093123865,0.364274416298046,0.175304651279436,0.274177262235362,13.3400207389799,0.110412760036962,0.120049321839449,"HLCS"
"A0A6Q8PFL5.LRSAM1",0.970468046088174,1.02395303281348,1.08669788774993,1.16000979109942,1.25280716126877,1.30377732790972,14.8876854681209,4.41570349182109e-10,1.84428931141309e-09,"LRSAM1"
"A0A6Q8PFM9.LCOR",1.7462979545848,1.89925767983595,1.8062741350089,1.35810947649556,0.94399961549575,1.04942162621186,13.0149947123671,6.43291608042417e-08,1.64908707435646e-07,"LCOR"
"A0A6Q8PFQ0.SIPA1L2",3.02326211422535,3.03345242399325,2.55355088385677,2.44969252803364,2.32452071505436,2.25812396038834,13.8855236976333,9.54065034591938e-14,1.49285828359579e-12,"SIPA1L2"
"A0A6Q8PFU3.PAFAH1B1",2.30167936706727,2.5177070166752,2.65898100546805,2.86472480008619,2.86120722667079,2.95402590413617,19.0729748951599,5.22986083935497e-13,6.04982830666812e-12,"PAFAH1B1"
"A0A6Q8PGB0.POLR2A",-0.97290163576577,-1.16188705013165,-1.50016360950231,-1.61868578063329,-1.8125867689944,-1.870550908596,15.3363860598492,5.9688075660951e-12,4.57044153819906e-11,"POLR2A"
"A0A6Q8PGF4.FANCI",-0.743740582024964,-1.41813026390186,0.161550723399399,-0.624417151888544,-1.6578026090661,-1.27886333969056,13.8857435244234,0.661335170426468,0.669709118965556,"FANCI"
"A0A6Q8PGG9.TRIP12",-0.855986938460789,-1.12903615252194,-1.25655084418102,-1.15273043132263,-1.44572205956455,-1.42167759885924,14.0698617717974,1.97740394753887e-11,1.29129261816097e-10,"TRIP12"
"A0A6Q8PGJ3.KIF5A",1.51450340418381,1.87729173684997,2.23704041430116,2.27437133261671,2.26820892458765,2.25163174380809,14.6059269506484,1.83821823389779e-13,2.58307542715615e-12,"KIF5A"
"A0A6Q8PGK3.MTR",-1.30669609970674,-1.45705718568611,-1.62676972421232,-1.62751074857486,-1.75058772871628,-1.79782196021044,14.0099996207641,3.79100407969473e-11,2.26133742433356e-10,"MTR"
"A0A6Q8PGL3.GDAP1",2.49098473791854,2.18213371504887,2.78640961278719,2.75636847558029,2.80295486042762,2.84010742111007,14.9511023093507,2.05138956040442e-10,9.54662469274411e-10,"GDAP1"
"A0A6Q8PGN3.INF2",-0.503404887374237,-1.27954010399527,-1.25231536858705,-1.58834595675217,-1.16307531886843,-1.25368357903547,13.038124724742,8.71332329707187e-07,1.86348327231534e-06,"INF2"
"A0A6Q8PGS5.MTMR2",0.354918764020152,0.655856213491591,0.668333535625111,0.713666123193454,0.654170727927094,0.65819660921699,15.655511986508,8.58969753179703e-06,1.5749804871492e-05,"MTMR2"
"A0A6Q8PGT6.IGHMBP2",-0.214733066430326,0.0853230661297348,-0.0469901132148481,0.0272821211116508,0.134090062521437,-0.0224934586565972,12.6159472024619,0.135511657818515,0.145918304412956,"IGHMBP2"
"A0A6Q8PGU6.AFG2A",-3.8300571675662,-3.66019491700304,-4.11377876251005,-4.35832944289376,-3.95431211861647,-3.61482809325999,12.9453086330473,0.00405553623415855,0.00517058919993684,"AFG2A"
"A0A6Q8PH13.SBF2",0.716348694955369,1.45273492598403,1.49261060468241,1.46246226586798,1.30433736388049,1.18046155928659,14.2991787278181,1.34794074982566e-09,4.98532486434574e-09,"SBF2"
"A0A6Q8PH21.SLC12A6",0.780070465737077,1.17975255729731,1.12504035339803,1.23769482897316,1.26431253656328,1.47148005695028,15.5171748356821,1.01508286922333e-08,3.02748933095244e-08,"SLC12A6"
"A0A6Q8PHC6.GATM",1.68355097261267,0.980907289680629,0.786746716591322,0.815671295435651,0.80420170119706,0.747711327429423,14.6710649841719,3.01244150294608e-07,6.93975677670154e-07,"GATM"
"A0A6Q8PHC9.ELP1",-1.26109191047869,-1.35125184664002,-1.25689629774648,-1.20661469292478,-1.28717500270678,-1.14138262307577,15.5189136665359,4.4631018264772e-10,1.86168535942816e-09,"ELP1"
"A0A6Q8PHE5.UBE3A",0.71083642965737,0.524026059963956,0.427432777670539,0.330241499811647,0.181018875440462,0.126384254974528,16.1269065648694,3.62657532766693e-07,8.2460354414273e-07,"UBE3A"
"A0A6Q8PHG5.NTRK1",1.0494376457044,0.292683712275777,-0.12440411511161,-0.520132681047559,-0.17024632355538,-0.0273508231090723,14.3242266177654,4.54889237741115e-05,7.5191949019825e-05,"NTRK1"
"A0A6Q8PHP0.NT5C2",1.77953338630852,2.02984174795429,2.07529628551267,2.08719946090133,1.85662690115158,1.7379546349896,16.4107919332206,5.41756419321247e-13,6.2191093678772e-12,"NT5C2"
"A0A7I2PJA1.GLI2",-1.83966571644653,-2.58001306958026,-2.54238325322548,-2.22624859356112,-2.18313704706979,-2.51621099401928,12.0098964228918,0.000671435746827662,0.000947410317566891,"GLI2"
"A0A7I2PLE3.MAPT",7.36795437970938,8.87307891902209,9.09043155577334,9.72333195769793,9.38937448668309,9.58539900612542,19.4748912979069,1.63570593329331e-15,6.97690949825199e-14,"MAPT"
"A0A7I2RN43.DNAJB5",0.769276739274705,0.643187676926934,0.448410698979413,0.499405857906551,0.405345245173513,0.417329909115273,14.6253069079104,2.57724355278799e-05,4.40744026794103e-05,"DNAJB5"
"A0A7I2S2S9.GNB4",0.100093763995057,-0.220718589563066,-0.0129129861737659,0.538565979935633,0.634048752317124,0.919378787791265,14.396615944102,1.72412115254579e-05,3.0267904678026e-05,"GNB4"
"A0A7I2SVS4.HDAC4",0.0798608545868783,0.050008011463036,0.591299689710231,0.96196041825357,1.14720475387053,1.24650274761654,14.0088015271285,2.81819094298645e-07,6.52941377992354e-07,"HDAC4"
"A0A7I2V2D8.HGS",1.51639046130093,1.76642289858947,1.76267371328045,1.66291485205652,1.5803177201011,1.59838609548951,16.0805986307018,1.15538978780893e-12,1.14794709285678e-11,"HGS"
"A0A7I2V2F9.ITGB1",0.769554916210735,0.753104513076406,0.600567392274727,0.373499842656129,0.351611637463312,0.299004042780955,17.3073652305502,8.63368769900702e-06,1.5812561185798e-05,"ITGB1"
"A0A7I2V2H9.EIF3E",-1.05583333240113,-1.67188981342707,-1.52944498069033,-1.55208909977802,-1.44916371867357,-1.66094479251731,17.3704748581436,4.09440830164714e-09,1.34296592294026e-08,"EIF3E"
"A0A7I2V2K5.NACA",-1.34211301614287,-1.57538478837979,-1.60845076423184,-1.6171865626711,-1.71597038630143,-1.9494676285349,16.7455641767894,3.61052562112147e-11,2.1761149001194e-10,"NACA"
"A0A7I2V2Q8.CTSC",-0.602261352887225,-1.17857854358677,-1.71049131450011,-2.2139072275853,-2.52836135091913,-3.04298928049156,17.3367843769933,1.53658292167112e-11,1.03579439818788e-10,"CTSC"
"A0A7I2V2R3.HNRNPA3",0.689719421437885,0.719614073655681,0.331552875211196,-0.0327297958934012,-0.186280435010742,-0.524740170089159,16.2674358713964,4.38504840868263e-05,7.27435175197083e-05,"HNRNPA3"
"A0A7I2V2U6.MTHFD2",-1.08864870428439,-4.32406283103466,-1.95588864118256,-0.992085748517348,-1.48347193562667,-1.70593149762008,13.8069633106702,0.00013464869802608,0.0002079271193833,"MTHFD2"
"A0A7I2V2U8.TWF2",0.392192973305964,0.241649612810682,0.327884352977965,0.593246584763918,0.60213892478053,0.846351787011821,16.7115807431998,1.42709692743102e-05,2.53488727608942e-05,"TWF2"
"A0A7I2V2U9.MARK3",0.902780500813845,1.32052150582007,1.33711031619123,1.51735180981186,1.44513785188663,1.51488502361248,15.4702788583956,2.44356970557375e-11,1.56108920638133e-10,"MARK3"
"A0A7I2V2Y9.ACBD5",0.0124080432555305,0.0284780148341376,0.022213145796847,0.05980030544924,0.17837650715919,0.136569995824003,14.3692364663318,0.681225604311961,0.688667207355319,"ACBD5"
"A0A7I2V351.KPNA2",-3.23029887255291,-3.44461888216116,-3.72490874146608,-3.8969615310377,-4.13031822058575,-4.42225024722761,16.1386008061832,7.27684726660364e-17,7.14233584743309e-15,"KPNA2"
"A0A7I2V377.CAMLG",1.09543439326559,1.35575975304801,1.49037129094337,1.43417217851339,1.48920596248087,1.45258357881538,14.5991510921177,1.63269321329906e-08,4.70070517144503e-08,"CAMLG"
"A0A7I2V380.STAT5A",-0.753902661726063,-0.465498986177173,-0.348379054966735,0.236899544824051,-0.369350973894108,0.729391302580307,11.812506718251,0.181062360250702,0.192692947216042,"STAT5A"
"A0A7I2V3B4.SCFD1",-0.633926473730805,-0.947829829596322,-0.880045380957177,-0.683217214949618,-0.720860989806332,-0.656748885580375,15.5700553023602,1.7778930133111e-07,4.24205927816918e-07,"SCFD1"
"A0A7I2V3F3.NCL",-2.05541936294388,-2.21721443681047,-2.62303425767131,-3.0369281382179,-3.15078906932866,-3.14636347142783,17.4591856632574,1.36567785530724e-07,3.32214087370646e-07,"NCL"
"A0A7I2V3R8.HNRNPA1",0.690005352761668,0.586634885333862,0.197415898341178,-0.10814529521899,-0.432213352990713,-0.862053532424569,19.6197830867344,7.35898769208982e-07,1.59436529328956e-06,"HNRNPA1"
"A0A7I2V3V0.STAT3",-1.52785397136096,-1.15184285408463,-0.993623733358206,-0.637351988022821,-0.632297186011539,-0.563663682638683,15.8032592317401,7.59420373391051e-10,2.99788249776187e-09,"STAT3"
"A0A7I2V403.ZFYVE26",-0.344045357501307,-0.0319017447122212,-0.23836629847587,-0.505810383191578,-0.983968408543827,-0.890211530593674,12.2825842986419,0.11324250468806,0.122940329373095,"ZFYVE26"
"A0A7I2V416.SPECC1",-1.50499806117725,-0.688163952225961,-0.55175012681504,-0.567095705914308,-0.606285753135681,-0.254759339391063,12.6015295444588,0.0708175336742092,0.0780994183080571,"SPECC1"
"A0A7I2V423.MACROH2A2",2.53279324198884,2.55525454002773,2.21344928362061,2.02666654508634,2.04973920585941,1.75838191212988,15.9576535980925,6.68663718467168e-06,1.24902063674461e-05,"MACROH2A2"
"A0A7I2V430.DDX1",-0.279910122579162,-0.399059609875229,-0.579589078846206,-0.562476262947986,-0.711962633048386,-0.585585012652128,18.0554781111824,5.14726737291351e-06,9.77804419881165e-06,"DDX1"
"A0A7I2V492.KIF5C",3.85769181567981,3.98316024437552,3.86009411995476,3.71359244597971,3.54807706422121,3.4392770870921,18.8593180472092,1.25034687105084e-17,1.84085159787894e-15,"KIF5C"
"A0A7I2V4I5.ZC3H13",-0.42667482957386,-0.590445547121506,-0.637993448941303,-0.970140624093168,-0.555003677105092,-0.739962568275651,11.8429412427149,0.130735478211934,0.141009728247904,"ZC3H13"
"A0A7I2V4J9.LAMB1",-1.81853384930114,-2.07881320648444,-2.13245276297492,-2.36014572537693,-2.71934134559005,-2.52915158391478,14.7172951124796,2.4278762703462e-12,2.16338135891371e-11,"LAMB1"
"A0A7I2V4K5.CTSA",0.478510299859761,-0.196782011261802,-0.842563158004774,-0.363219690445903,-0.0813578089826515,0.257491517289183,14.009249581806,0.00578357687744119,0.00724540920751577,"CTSA"
"A0A7I2V4L6.YKT6",1.24249692701814,1.19892178429899,1.41890621162919,1.58306917382053,1.54245668802929,1.5607162354965,16.7859238867914,9.40102218389419e-09,2.8272897728536e-08,"YKT6"
"A0A7I2V4L7.PABPC4",-1.44516980653706,-1.32473605717173,-1.36162437859682,-1.34030798100112,-1.23925129898571,-1.20743147227723,16.237586238218,2.68396859689035e-10,1.19332522791048e-09,"PABPC4"
"A0A7I2V535.NONO",-0.156441758426003,-0.198374949996296,-0.573599135560826,-0.754492769505501,-1.20200950723845,-1.41636311923258,19.6995451135808,8.51585286638498e-12,6.20536500207445e-11,"NONO"
"A0A7I2V539.NMT1",-0.367115101775283,-0.29890062238832,-0.335855842251274,-0.434132623135366,-0.53258829031125,-0.577729447346217,16.8235944385333,0.00384449786127452,0.00491409967350756,"NMT1"
"A0A7I2V544.COQ8B",-0.689032904199616,-1.20106116651048,-0.512157874223467,-0.175727575433054,0.042227133892623,-0.0663588836171065,13.8772062786177,1.3772977294209e-08,4.01536214724959e-08,"COQ8B"
"A0A7I2V5C6.PITRM1",0.44668591074057,0.711647134107866,1.01324816831911,1.21828273585604,1.36990771042256,1.49294890787312,15.1024218063124,2.5439887183411e-10,1.13811870976614e-09,"PITRM1"
"A0A7I2V5D0.DNMT1",-2.89271274984874,-2.85005898037337,-2.99798523203245,-3.17217866337015,-3.32303653167357,-3.61750493925597,13.2631535458857,8.36872713343187e-13,8.8727683093898e-12,"DNMT1"
"A0A7I2V5M3.CTSL",-0.0304941493310115,-0.266998718883727,-0.549806929175671,-0.352349518854916,-0.0769039365900712,0.0553553208950625,14.5875171078249,0.00872668503572125,0.0106663142757363,"CTSL"
"A0A7I2V5Q5.PPIG",-1.30335968816748,-1.66451852325856,-1.40802999907421,-1.75047771214766,-2.00984166326101,-2.14864915304326,13.2702022330106,0.00361418040351576,0.00463617042652972,"PPIG"
"A0A7I2V5R1.NEK9",-0.585615515145368,-0.81991622773212,-0.982581884068726,-1.04404019018487,-0.989245563596058,-1.20928391706413,14.4746416415251,4.80304447896977e-08,1.25866189865559e-07,"NEK9"
"A0A7I2V5R6.GNAS",1.88956877869975,2.27184062274393,2.50260419560294,2.41504320295233,2.41044604314237,2.39389350050658,19.7522898195304,2.33595644659692e-13,3.16575854833783e-12,"GNAS"
"A0A7I2V5S2.NPM1",-0.782491438862703,-0.989691611450072,-1.6324503131591,-2.04515692516582,-2.29421212410613,-2.40055454917371,18.2778474551989,8.98388852316796e-07,1.9125083750602e-06,"NPM1"
"A0A7I2V5T4.ACO2",1.64596128239275,2.07529150692277,2.17958270055798,2.41803763731622,2.58882138774235,2.88075917375275,19.1302981048765,5.05766652541506e-16,2.75324065139821e-14,"ACO2"
"A0A7I2V5T6.SLC4A2",-2.00711120157336,-1.4911832137944,-1.97346824061947,-1.72953167692785,-2.46135231753592,-1.89874102533621,11.8850557677334,3.00910129569058e-06,5.92491130501021e-06,"SLC4A2"
"A0A7I2V5T7.PTGES2",-0.420980820060549,-0.57942140685372,-0.253502127007077,-0.0300202418493961,0.0537461923107198,0.146835685073937,14.2998552984233,0.00063032634181054,0.000894077959765421,"PTGES2"
"A0A7I2V5U0.ABCA1",1.56878010348613,1.72454458088419,2.16954743575986,2.46844242075422,2.27344671597357,2.24340692261092,14.1304155819981,3.87394470051956e-08,1.03571662278026e-07,"ABCA1"
"A0A7I2V5Y5.KIF23",-3.14210071794806,-2.78850790808371,-2.9811301235698,-3.40730825562947,-3.28368619917915,-3.03485020453927,12.0280227314918,4.71769415902985e-07,1.05456255218065e-06,"KIF23"
"A0A7I2V5Z3.SGTA",0.899887496369996,0.819195784580476,1.12146377135389,1.01047181607533,1.08841903738326,0.902758987204975,17.8659940617882,3.62811557376845e-09,1.20589700804884e-08,"SGTA"
"A0A7I2V668.CTSB",3.51181937521521,3.63467521882691,3.86865309213119,4.14944427986071,4.3627640263752,4.51427365046884,17.8006088926532,2.84257006304456e-17,3.41003127192641e-15,"CTSB"
"A0A7I2V6B0.NOMO3",-0.241802480916594,-0.266336935268316,-0.419619611319726,-0.820428183621679,-0.640600870480056,-0.929941872452502,13.0943754106541,0.000827921254214277,0.0011519059030928,"NOMO3;NOMO3;NOMO3;NOMO2"
"A0A7I2Y1J6.CLCN4",2.23890280179202,2.54435627799261,2.71515315400981,2.81245325462825,2.8477051619264,2.92451418564861,14.7095347700013,1.35782095615897e-10,6.64849898261361e-10,"CLCN4"
