"","z","Day","cond","Name_ID"
"SC1_9",-1.90006001315314,9,"Sequencing","CHD5"
"SC1_9.1",-1.7576718210686,9,"Sequencing","UTS2"
"SC1_9.2",-1.66922125566625,9,"Sequencing","TNFRSF9"
"SC1_9.3",-1.79605127677512,9,"Sequencing","FBXO6"
"SC1_9.4",-1.51718227097497,9,"Sequencing","NBL1"
"SC1_9.5",-1.66283629062159,9,"Sequencing","WNT4"
"SC1_9.6",-2.09322127386809,9,"Sequencing","IFNLR1"
"SC1_9.7",-1.39763776921282,9,"Sequencing","CSMD2"
"SC1_9.8",-2.01217586670595,9,"Sequencing","HPCAL4"
"SC1_9.9",-2.20974733749237,9,"Sequencing","FAAH"
"SC1_9.10",-0.557991820817322,9,"Sequencing","SLC25A3P1"
"SC1_9.11",-2.30695789198533,9,"Sequencing","PTGER3"
"SC1_9.12",-1.12560338357964,9,"Sequencing","ENSG00000269933"
"SC1_9.13",-1.58140248602674,9,"Sequencing","PTGFR"
"SC1_9.14",-1.52922166929588,9,"Sequencing","ST13P20"
"SC1_9.15",-1.35946827796651,9,"Sequencing","SAMD13"
"SC1_9.16",-1.67545980587736,9,"Sequencing","UOX"
"SC1_9.17",-1.64556169835216,9,"Sequencing","ENSG00000280099"
"SC1_9.18",-2.04341799131794,9,"Sequencing","PLPPR4"
"SC1_9.19",-2.24454532701176,9,"Sequencing","C1orf194"
"SC1_9.20",-1.50633446169498,9,"Sequencing","SLC6A17"
"SC1_9.21",-0.590632307003809,9,"Sequencing","ENSG00000224950"
"SC1_9.22",-1.47952059986831,9,"Sequencing","ECM1"
"SC1_9.23",-0.789532847174473,9,"Sequencing","S100A3"
"SC1_9.24",-1.23997392889986,9,"Sequencing","FMO2"
"SC1_9.25",-0.942800531065513,9,"Sequencing","SLC9C2"
"SC1_9.26",-1.78580523715816,9,"Sequencing","TNR"
"SC1_9.27",-1.73611311819253,9,"Sequencing","CACNA1E"
"SC1_9.28",-1.98445446314234,9,"Sequencing","BRINP3"
"SC1_9.29",-2.02420611152677,9,"Sequencing","LINC01351"
"SC1_9.30",-1.94087591643905,9,"Sequencing","ENSG00000241505"
"SC1_9.31",-1.86981334722828,9,"Sequencing","ATP2B4"
"SC1_9.32",-1.07401691338828,9,"Sequencing","ENSG00000236846"
"SC1_9.33",-1.42962264127221,9,"Sequencing","LEFTY1"
"SC1_9.34",-2.4920857427487,9,"Sequencing","MAP3K21"
"SC1_9.35",-1.9467534868593,9,"Sequencing","CHRM3"
"SC1_9.36",-1.21494257637907,9,"Sequencing","PLD5"
"SC1_9.37",-0.418860895243,9,"Sequencing","ENSG00000229727"
"SC1_9.38",-2.27437914524427,9,"Sequencing","HPCAL1"
"SC1_9.39",-1.62903967715469,9,"Sequencing","ENSG00000225649"
"SC1_9.40",-1.44015000977257,9,"Sequencing","POMC"
"SC1_9.41",-1.80461441753871,9,"Sequencing","KCNK12"
"SC1_9.42",-1.57072077262544,9,"Sequencing","SFXN5"
"SC1_9.43",-2.01002226846791,9,"Sequencing","CD8B"
"SC1_9.44",-2.12728458968007,9,"Sequencing","ANAPC1P1"
"SC1_9.45",-1.81764212044772,9,"Sequencing","CYTOR"
"SC1_9.46",-1.65148521353229,9,"Sequencing","IL1R1"
"SC1_9.47",-1.6095030559021,9,"Sequencing","LINC01123"
"SC1_9.48",-1.84298936151836,9,"Sequencing","MIR4435-2HG"
"SC1_9.49",-1.53489506184657,9,"Sequencing","SCTR"
"SC1_9.50",-1.73435196377385,9,"Sequencing","ENSG00000228400"
"SC1_9.51",-1.57548832589446,9,"Sequencing","LINC01854"
"SC1_9.52",-1.49411897378067,9,"Sequencing","CCDC74B"
"SC1_9.53",-1.49776312058867,9,"Sequencing","SMIM39"
"SC1_9.54",-1.82462444284888,9,"Sequencing","CCDC74A"
"SC1_9.55",-1.76247521608085,9,"Sequencing","LYPD1"
"SC1_9.56",-2.11004412892622,9,"Sequencing","KCNJ3"
"SC1_9.57",-1.7684154556608,9,"Sequencing","PLA2R1"
"SC1_9.58",-1.96062991263419,9,"Sequencing","SCN1A"
"SC1_9.59",-2.02276868678269,9,"Sequencing","C2orf88"
"SC1_9.60",-1.66192225056556,9,"Sequencing","MSTN"
"SC1_9.61",-2.38449130036346,9,"Sequencing","NYAP2"
"SC1_9.62",-2.01995739920871,9,"Sequencing","ENSG00000273301"
"SC1_9.63",-2.28955998862709,9,"Sequencing","ECEL1"
"SC1_9.64",-1.62949021019605,9,"Sequencing","RAMP1"
"SC1_9.65",-1.91938546067931,9,"Sequencing","CNTN6"
"SC1_9.66",-1.99896617474571,9,"Sequencing","GRM7"
"SC1_9.67",-1.81279662095451,9,"Sequencing","IRAK2"
"SC1_9.68",-2.01143082959029,9,"Sequencing","SYN2"
"SC1_9.69",-1.75362391919672,9,"Sequencing","GRIP2"
"SC1_9.70",-1.45431887664827,9,"Sequencing","ARPP21"
"SC1_9.71",-1.87680968838906,9,"Sequencing","DCLK3"
"SC1_9.72",-1.49872323878042,9,"Sequencing","CCK"
"SC1_9.73",-0.998164716242709,9,"Sequencing","IL17RB"
"SC1_9.74",-1.69500465934987,9,"Sequencing","CACNA2D3"
"SC1_9.75",-1.70630424984792,9,"Sequencing","DNAH12"
"SC1_9.76",-1.27310138956008,9,"Sequencing","CNTN3"
"SC1_9.77",-1.61919621449414,9,"Sequencing","EPHA6"
"SC1_9.78",-1.7408622502579,9,"Sequencing","ENSG00000261292"
"SC1_9.79",-0.692004782380792,9,"Sequencing","ENSG00000239482"
"SC1_9.80",-0.837448885365258,9,"Sequencing","ENSG00000251012"
"SC1_9.81",-1.12482481079738,9,"Sequencing","UPK1B"
"SC1_9.82",-1.94194741261883,9,"Sequencing","ADCY5"
"SC1_9.83",-1.52978306555746,9,"Sequencing","TRH"
"SC1_9.84",-1.59070293900967,9,"Sequencing","COL6A4P2"
"SC1_9.85",-2.15698234840166,9,"Sequencing","ZBTB38"
"SC1_9.86",-1.34823162744485,9,"Sequencing","PCOLCE2"
"SC1_9.87",-0.721532526773566,9,"Sequencing","CPB1"
"SC1_9.88",-1.48902861807789,9,"Sequencing","IQCJ"
"SC1_9.89",-1.46045753163817,9,"Sequencing","LINC01323"
"SC1_9.90",-1.70164500080994,9,"Sequencing","LINC01324"
"SC1_9.91",-2.57245258120143,9,"Sequencing","SLITRK3"
"SC1_9.92",-2.24867239693901,9,"Sequencing","LINC01322"
"SC1_9.93",-1.86154911544409,9,"Sequencing","BCL6"
"SC1_9.94",-1.19414909817715,9,"Sequencing",NA
"SC1_9.95",-1.66065968861128,9,"Sequencing","IL1RAP"
"SC1_9.96",-1.89344993031453,9,"Sequencing","UTS2B"
"SC1_9.97",-1.37710118288577,9,"Sequencing","ZDHHC19"
"SC1_9.98",-1.00962778101066,9,"Sequencing","RPSAP69"
"SC1_9.99",-0.579909922069064,9,"Sequencing","ENSG00000227189"
"SC1_9.100",-1.50871628591775,9,"Sequencing","ENSG00000284727"
"SC1_9.101",-1.74200587202678,9,"Sequencing","MSX1"
"SC1_9.102",-0.341639269637861,9,"Sequencing","GBA3"
"SC1_9.103",-1.68643214476515,9,"Sequencing","CCKAR"
"SC1_9.104",-2.26874453181764,9,"Sequencing","PCDH7"
"SC1_9.105",-0.40763446498949,9,"Sequencing","LINC02513"
"SC1_9.106",-1.69402544820087,9,"Sequencing","ENSG00000260878"
"SC1_9.107",-2.06198691745938,9,"Sequencing","GABRA2"
"SC1_9.108",-2.07100729848787,9,"Sequencing","ENSG00000249330"
"SC1_9.109",-2.00976150502117,9,"Sequencing","GABRB1"
"SC1_9.110",-1.77820649386345,9,"Sequencing","ENSG00000260918"
"SC1_9.111",-1.3220573855466,9,"Sequencing","ADAMTS3"
"SC1_9.112",-1.05505782799453,9,"Sequencing","BTC"
"SC1_9.113",-1.64686293984061,9,"Sequencing","FGF5"
"SC1_9.114",-1.72156588465581,9,"Sequencing","SCD5"
"SC1_9.115",-0.720599915379151,9,"Sequencing","NPNT"
"SC1_9.116",-1.7281679327613,9,"Sequencing","CAMK2D"
"SC1_9.117",-1.75610500752044,9,"Sequencing","PDE5A"
"SC1_9.118",-1.80220787656121,9,"Sequencing","PCDH18"
"SC1_9.119",-1.14803575502385,9,"Sequencing","ENSG00000250777"
"SC1_9.120",-2.2120387370578,9,"Sequencing","FREM3"
"SC1_9.121",-1.66795954640976,9,"Sequencing","TTC29"
"SC1_9.122",-1.09966338020207,9,"Sequencing",NA
"SC1_9.123",-1.84089481146763,9,"Sequencing","GUCY1A1"
"SC1_9.124",-1.98655647058408,9,"Sequencing","ENSG00000260244"
"SC1_9.125",-2.0236023190379,9,"Sequencing","PDGFC"
"SC1_9.126",-1.99885603263903,9,"Sequencing","FSTL5"
"SC1_9.127",-1.95909153521171,9,"Sequencing","ENSG00000250027"
"SC1_9.128",-1.84289929170814,9,"Sequencing","NPY1R"
"SC1_9.129",-2.11788532366781,9,"Sequencing","NPY5R"
"SC1_9.130",-2.13774549832515,9,"Sequencing","GALNTL6"
"SC1_9.131",-1.87712872006518,9,"Sequencing","GLRA3"
"SC1_9.132",-1.86358009852101,9,"Sequencing","ADAM29"
"SC1_9.133",-1.66387418256388,9,"Sequencing","MTNR1A"
"SC1_9.134",-1.55499364143386,9,"Sequencing","RANBP3L"
"SC1_9.135",-1.90389702372073,9,"Sequencing","LIFR"
"SC1_9.136",-1.81315887878664,9,"Sequencing","PTGER4"
"SC1_9.137",-1.75486037648112,9,"Sequencing","GHR"
"SC1_9.138",-0.954622339180995,9,"Sequencing","ESM1"
"SC1_9.139",-2.16175380615678,9,"Sequencing","IL6ST"
"SC1_9.140",-1.96985416062547,9,"Sequencing","RGS7BP"
"SC1_9.141",-0.555071816049211,9,"Sequencing","LINC02197"
"SC1_9.142",-2.05676808949535,9,"Sequencing","SV2C"
"SC1_9.143",-1.48427835618207,9,"Sequencing","MEF2C"
"SC1_9.144",0.0403106554765948,9,"Sequencing","EGR1"
"SC1_9.145",-1.99058898156104,9,"Sequencing","NR3C1"
"SC1_9.146",-1.92669729918901,9,"Sequencing","GRIA1"
"SC1_9.147",-1.40737467814398,9,"Sequencing","ENSG00000249738"
"SC1_9.148",-1.13928557140436,9,"Sequencing","IL12B"
"SC1_9.149",-2.01801537058466,9,"Sequencing","GABRB2"
"SC1_9.150",-1.69797023287748,9,"Sequencing","GABRA1"
"SC1_9.151",-2.22931080271685,9,"Sequencing","GABRG2"
"SC1_9.152",-2.18937296388458,9,"Sequencing","F12"
"SC1_9.153",-0.316169865965872,9,"Sequencing","PRR7-AS1"
"SC1_9.154",-1.70444981313173,9,"Sequencing","TRIM7"
"SC1_9.155",-2.19532125884271,9,"Sequencing","CD83"
"SC1_9.156",-1.83855870452684,9,"Sequencing","RBM24"
"SC1_9.157",-1.19286977846724,9,"Sequencing","RNF144B"
"SC1_9.158",-2.26917806723899,9,"Sequencing","DCDC2"
"SC1_9.159",-1.44086260536051,9,"Sequencing","SLC17A2"
"SC1_9.160",-1.79884614916011,9,"Sequencing","BTN3A1"
"SC1_9.161",-1.97088805151423,9,"Sequencing","RN7SL471P"
"SC1_9.162",-1.1843667993338,9,"Sequencing","TRIM31-AS1"
"SC1_9.163",-1.66495971653138,9,"Sequencing","HLA-DRB5"
"SC1_9.164",-1.81298332369875,9,"Sequencing","TAP1"
"SC1_9.165",-1.44201240278294,9,"Sequencing","CLIC5"
"SC1_9.166",-1.84476507528333,9,"Sequencing","RCAN2"
"SC1_9.167",-1.73933843236085,9,"Sequencing","TENT5A"
"SC1_9.168",-0.968089233303799,9,"Sequencing","TBX18"
"SC1_9.169",-1.98743227245183,9,"Sequencing","GJA10"
"SC1_9.170",-1.96640531970524,9,"Sequencing","FAM162B"
"SC1_9.171",-0.771506841376117,9,"Sequencing","RFX6"
"SC1_9.172",-2.3777846040454,9,"Sequencing","NKAIN2"
"SC1_9.173",-0.510989903326941,9,"Sequencing","ENSG00000237321"
"SC1_9.174",-1.97537166995564,9,"Sequencing","MOXD1"
"SC1_9.175",-1.51556212094401,9,"Sequencing","MAP7"
"SC1_9.176",-1.5915733670644,9,"Sequencing","STXBP5-AS1"
"SC1_9.177",-1.42818669348933,9,"Sequencing","MYCT1"
"SC1_9.178",-1.77004466724046,9,"Sequencing","ENSG00000232529"
"SC1_9.179",-1.95971483763488,9,"Sequencing","LPA"
"SC1_9.180",0.343230829030711,9,"Sequencing","LINC02538"
"SC1_9.181",-1.25858812246254,9,"Sequencing","ENSG00000235994"
"SC1_9.182",-1.24480812448906,9,"Sequencing","KIF25"
"SC1_9.183",-1.77250495423209,9,"Sequencing","ENSG00000234647"
"SC1_9.184",-2.36702349903856,9,"Sequencing","SMOC2"
"SC1_9.185",-2.24514421612685,9,"Sequencing","NXPH1"
"SC1_9.186",-1.80061193466056,9,"Sequencing","GALNT17"
"SC1_9.187",-1.97835323815375,9,"Sequencing","CALN1"
"SC1_9.188",-2.13383842930914,9,"Sequencing","CD36"
"SC1_9.189",-1.91048696492389,9,"Sequencing","GRM3"
"SC1_9.190",-1.98473086469825,9,"Sequencing","TAC1"
"SC1_9.191",-1.73596986541085,9,"Sequencing","AZGP1"
"SC1_9.192",-1.6610042791234,9,"Sequencing","VGF"
"SC1_9.193",-2.27596709889924,9,"Sequencing","LHFPL3"
"SC1_9.194",-1.78773757458942,9,"Sequencing","TMEM229A"
"SC1_9.195",-2.23381252844751,9,"Sequencing","ENSG00000279419"
"SC1_9.196",-1.69992442748355,9,"Sequencing","CHRM2"
"SC1_9.197",-2.06965184140232,9,"Sequencing","CRLF2"
"SC1_9.198",-2.17164648557105,9,"Sequencing","ADGRG2"
"SC1_9.199",-1.92459057223938,9,"Sequencing","MAP7D2"
"SC1_9.200",-1.15560302760998,9,"Sequencing","ENSG00000283400"
"SC1_9.201",-1.67577785635964,9,"Sequencing","PTCHD1"
"SC1_9.202",-1.6530855250598,9,"Sequencing","IL1RAPL1"
"SC1_9.203",-2.00495402122035,9,"Sequencing","DMD"
"SC1_9.204",-2.24255494610455,9,"Sequencing","ERAS"
"SC1_9.205",-0.469463957328504,9,"Sequencing","MAGED4"
"SC1_9.206",-2.01965489685126,9,"Sequencing","PCDH11X"
"SC1_9.207",-2.36362237339801,9,"Sequencing","TCEAL6"
"SC1_9.208",-2.26715419960143,9,"Sequencing","RNF128"
"SC1_9.209",-1.744943403047,9,"Sequencing","SERTM2"
"SC1_9.210",-1.5888957843799,9,"Sequencing","TRPC5"
"SC1_9.211",-1.99078708293067,9,"Sequencing","IL13RA1"
"SC1_9.212",-2.07818774727579,9,"Sequencing","SMIM10L2A"
"SC1_9.213",-1.50731264996869,9,"Sequencing","ARHGEF6"
"SC1_9.214",-2.01393302680858,9,"Sequencing","FGF13"
"SC1_9.215",-2.20217589371461,9,"Sequencing","MCF2"
"SC1_9.216",-1.55454781810231,9,"Sequencing","SLITRK2"
"SC1_9.217",-0.989591778065128,9,"Sequencing","GPR50"
"SC1_9.218",-0.762446651845831,9,"Sequencing","ENSG00000269993"
"SC1_9.219",-1.95334650488138,9,"Sequencing","CSMD1"
"SC1_9.220",-1.84033627190419,9,"Sequencing","ENSG00000284613"
"SC1_9.221",-0.98576269772817,9,"Sequencing","LPL"
"SC1_9.222",-1.81290972137608,9,"Sequencing","LGI3"
"SC1_9.223",-1.31040001859277,9,"Sequencing","STC1"
"SC1_9.224",-0.804759235650298,9,"Sequencing","ADAM28"
"SC1_9.225",-1.35546847205589,9,"Sequencing","ENSG00000253888"
"SC1_9.226",-0.0872335868122917,9,"Sequencing","ENSG00000279099"
"SC1_9.227",-0.770339890299655,9,"Sequencing","ENSG00000253746"
"SC1_9.228",-1.50292348980405,9,"Sequencing","CHRNA6"
"SC1_9.229",-1.63494114398229,9,"Sequencing","OPRK1"
"SC1_9.230",-1.03492580411614,9,"Sequencing","ENSG00000254254"
"SC1_9.231",-1.40761244802053,9,"Sequencing","TTPA"
"SC1_9.232",-2.06543359106069,9,"Sequencing","SBSPON"
"SC1_9.233",-1.84681023940355,9,"Sequencing","PI15"
"SC1_9.234",-0.946085977623681,9,"Sequencing","IL7"
"SC1_9.235",-1.8037565348478,9,"Sequencing","MATN2"
"SC1_9.236",-2.07572666700177,9,"Sequencing","SPAG1"
"SC1_9.237",-1.95763038586826,9,"Sequencing","ANGPT1"
"SC1_9.238",-2.06109353370629,9,"Sequencing","RSPO2"
"SC1_9.239",-1.0417978458791,9,"Sequencing","TRHR"
"SC1_9.240",-1.66683486982168,9,"Sequencing","SNTB1"
"SC1_9.241",-0.257802565250088,9,"Sequencing","ENSG00000244791"
"SC1_9.242",-2.11733268686937,9,"Sequencing","ADCY8"
"SC1_9.243",-0.604840721027125,9,"Sequencing","ENSG00000253259"
"SC1_9.244",-1.75968709919433,9,"Sequencing","ENSG00000253507"
"SC1_9.245",-1.72600977401175,9,"Sequencing","KCNK9"
"SC1_9.246",-2.09186975958302,9,"Sequencing","LY6H"
"SC1_9.247",-2.18184309154529,9,"Sequencing","CD274"
"SC1_9.248",-1.13666667699098,9,"Sequencing","ENSG00000226197"
"SC1_9.249",-1.09873974777582,9,"Sequencing","ENSG00000225472"
"SC1_9.250",-1.30303890916321,9,"Sequencing","BNC2"
"SC1_9.251",-1.88453016464391,9,"Sequencing","SLC24A2"
"SC1_9.252",-0.870899605660131,9,"Sequencing","ENSG00000260390"
"SC1_9.253",-2.12581456691152,9,"Sequencing","ENSG00000260412"
"SC1_9.254",-2.45002791277714,9,"Sequencing","LINGO2"
"SC1_9.255",-1.16140529032908,9,"Sequencing","AQP3"
"SC1_9.256",-2.17713389336328,9,"Sequencing","FAM189A2"
"SC1_9.257",-2.2189616819905,9,"Sequencing","NTRK2"
"SC1_9.258",-2.0642724251953,9,"Sequencing","FGD3"
"SC1_9.259",-1.87423174526039,9,"Sequencing","FBP1"
"SC1_9.260",-0.617569555842961,9,"Sequencing","GAS2L1P2"
"SC1_9.261",-1.88258666782761,9,"Sequencing","GRIN3A"
"SC1_9.262",-0.829193189349723,9,"Sequencing","PPP3R2"
"SC1_9.263",-1.42405962677717,9,"Sequencing","LINC01505"
"SC1_9.264",-1.9201469013756,9,"Sequencing","BRINP1"
"SC1_9.265",-1.99214440793513,9,"Sequencing","GPR21"
"SC1_9.266",-1.3485451643578,9,"Sequencing","MIR181A2HG"
"SC1_9.267",-0.843218759202735,9,"Sequencing","IER5L"
"SC1_9.268",-1.35973374101295,9,"Sequencing","C9orf50"
"SC1_9.269",-1.63079159704915,9,"Sequencing","NACC2"
"SC1_9.270",-1.58537778400056,9,"Sequencing","GRIN1"
"SC1_9.271",-1.65108823705696,9,"Sequencing","TH"
"SC1_9.272",-1.64290103822258,9,"Sequencing","SPON1"
"SC1_9.273",-1.72857185848524,9,"Sequencing","NCR3LG1"
"SC1_9.274",-1.90255441549316,9,"Sequencing","ENSG00000270607"
"SC1_9.275",-1.7960216057286,9,"Sequencing","ENSG00000279675"
"SC1_9.276",-1.83283509991946,9,"Sequencing","LRRC4C"
"SC1_9.277",-1.38032166744255,9,"Sequencing","LINC02740"
"SC1_9.278",-1.87502562113299,9,"Sequencing","MS4A7"
"SC1_9.279",-1.13550707012201,9,"Sequencing","MS4A14"
"SC1_9.280",-1.20005384680804,9,"Sequencing","MS4A1"
"SC1_9.281",-1.31981405808288,9,"Sequencing","MIR6746"
"SC1_9.282",-1.95936795959313,9,"Sequencing","KCNK4"
"SC1_9.283",-1.93913733717364,9,"Sequencing","ENSG00000257069"
"SC1_9.284",-1.62727067710472,9,"Sequencing","CATSPERZ"
"SC1_9.285",-0.894767926911372,9,"Sequencing","SHANK2-AS1"
"SC1_9.286",-1.94024366034054,9,"Sequencing","ARHGEF17"
"SC1_9.287",-1.68275512046112,9,"Sequencing","GRM5"
"SC1_9.288",-1.83028457534385,9,"Sequencing","MMP10"
"SC1_9.289",-1.87314180550565,9,"Sequencing","MMP1"
"SC1_9.290",-1.99900233510416,9,"Sequencing","PDGFD"
"SC1_9.291",-1.91672174208419,9,"Sequencing","C11orf87"
"SC1_9.292",-1.88136234091795,9,"Sequencing","ARHGAP20"
"SC1_9.293",-1.64934069082055,9,"Sequencing","LAYN"
"SC1_9.294",-1.65652309381929,9,"Sequencing","SCN2B"
"SC1_9.295",-1.78145938950982,9,"Sequencing","ABCG4"
"SC1_9.296",-1.29502828018358,9,"Sequencing","TRIM29"
"SC1_9.297",-2.18032617371076,9,"Sequencing","MIR100HG"
"SC1_9.298",-1.33294570311547,9,"Sequencing","MIR125B1"
"SC1_9.299",-1.10981740614408,9,"Sequencing","ENSG00000238117"
"SC1_9.300",-1.13780990826037,9,"Sequencing","LINC02714"
"SC1_9.301",-1.50586488918674,9,"Sequencing","LINC00707"
"SC1_9.302",-1.86116944144533,9,"Sequencing","SFMBT2"
"SC1_9.303",-1.64022800704334,9,"Sequencing","ARMC3"
"SC1_9.304",-1.45130829815892,9,"Sequencing","MKX"
"SC1_9.305",-1.73548691914165,9,"Sequencing","FZD8"
"SC1_9.306",-1.64999035692949,9,"Sequencing","MIR4683"
"SC1_9.307",-1.29445577576441,9,"Sequencing","ANXA8L1"
"SC1_9.308",-2.13960665716244,9,"Sequencing","LRRTM3"
"SC1_9.309",-1.81465260049899,9,"Sequencing","TLL2"
"SC1_9.310",-2.1441011845103,9,"Sequencing","SORCS1"
"SC1_9.311",-2.08227972925538,9,"Sequencing","CHST15"
"SC1_9.312",-1.98895049955013,9,"Sequencing","PTPRE"
"SC1_9.313",-1.77901456111411,9,"Sequencing","JAKMIP3"
"SC1_9.314",-1.17829999866139,9,"Sequencing","ENSG00000249695"
"SC1_9.315",-1.95452346435619,9,"Sequencing","GRIN2B"
"SC1_9.316",-1.9875596020288,9,"Sequencing","RERG"
"SC1_9.317",-1.3748460522247,9,"Sequencing","PTHLH"
"SC1_9.318",-1.87538555596209,9,"Sequencing","PDZRN4"
"SC1_9.319",-2.18096168671763,9,"Sequencing","TMEM117"
"SC1_9.320",-1.71242898480935,9,"Sequencing","ENSG00000258101"
"SC1_9.321",-1.89030000422307,9,"Sequencing","KRT18"
"SC1_9.322",-1.76029590313072,9,"Sequencing","TAFA2"
"SC1_9.323",-0.627559623046203,9,"Sequencing","LINC02458"
"SC1_9.324",-1.60161064325131,9,"Sequencing","NTN4"
"SC1_9.325",-2.10919350998555,9,"Sequencing","SLC17A8"
"SC1_9.326",-0.835892591984203,9,"Sequencing","ENSG00000257548"
"SC1_9.327",-1.68681093586949,9,"Sequencing","TMEM233"
"SC1_9.328",-1.67839366958015,9,"Sequencing","MIR1178"
"SC1_9.329",-0.296968319120024,9,"Sequencing","ENSG00000280381"
"SC1_9.330",-2.20087248430557,9,"Sequencing","TMEM132D"
"SC1_9.331",-1.09379394298919,9,"Sequencing","LINC02340"
"SC1_9.332",-2.0329560599542,9,"Sequencing","FLT3"
"SC1_9.333",-0.798969533489442,9,"Sequencing","STOML3"
"SC1_9.334",-1.91276021187238,9,"Sequencing","KCTD4"
"SC1_9.335",-0.739664707938501,9,"Sequencing","ENSG00000278727"
"SC1_9.336",-2.06370080718157,9,"Sequencing","SLITRK6"
"SC1_9.337",-1.65499811261597,9,"Sequencing","ENSG00000232636"
"SC1_9.338",-2.03765471302285,9,"Sequencing","MIR4500HG"
"SC1_9.339",-1.81768271032824,9,"Sequencing","COL4A2"
"SC1_9.340",-1.88232407744421,9,"Sequencing","NPAS3"
"SC1_9.341",-1.85037303969994,9,"Sequencing","ENSG00000258636"
"SC1_9.342",-1.95960459563478,9,"Sequencing","LRFN5"
"SC1_9.343",-2.02837683165232,9,"Sequencing","MDGA2"
"SC1_9.344",-1.89721474446174,9,"Sequencing","PTGER2"
"SC1_9.345",-1.58837292075304,9,"Sequencing","LGALS3"
"SC1_9.346",-2.17907247640386,9,"Sequencing","SYT16"
"SC1_9.347",-1.83315754256359,9,"Sequencing","KCNH5"
"SC1_9.348",-2.02215431298938,9,"Sequencing","TMEM229B"
"SC1_9.349",-1.49711979098601,9,"Sequencing","ENSG00000258422"
"SC1_9.350",-1.55603334021434,9,"Sequencing","FOS"
"SC1_9.351",-1.8752911230168,9,"Sequencing","NRXN3"
"SC1_9.352",-1.51259191606343,9,"Sequencing","ENSG00000258419"
"SC1_9.353",-2.14169533368009,9,"Sequencing","TSHR"
"SC1_9.354",-1.54142032578448,9,"Sequencing","MEG8"
"SC1_9.355",-1.39721348260798,9,"Sequencing","DIO3"
"SC1_9.356",-1.45775535452372,9,"Sequencing","ENSG00000260780"
"SC1_9.357",-0.598956215340674,9,"Sequencing","SNORD116-18"
"SC1_9.358",-1.78022180218443,9,"Sequencing","SNORD115-1"
"SC1_9.359",-1.66566297493479,9,"Sequencing","SNORD115-46"
"SC1_9.360",-2.12957384649596,9,"Sequencing","GABRA5"
"SC1_9.361",-2.23445394191759,9,"Sequencing","GJD2"
"SC1_9.362",-1.82084379562486,9,"Sequencing","MEIS2"
"SC1_9.363",-1.08747895383211,9,"Sequencing","ENSG00000276121"
"SC1_9.364",-1.21550884775195,9,"Sequencing","FGF7"
"SC1_9.365",-2.1924342332713,9,"Sequencing","LYSMD2"
"SC1_9.366",-1.42729249740786,9,"Sequencing","THSD4"
"SC1_9.367",-1.86531924099401,9,"Sequencing","ENSG00000275120"
"SC1_9.368",-1.81335175330966,9,"Sequencing","ENSG00000276278"
"SC1_9.369",-1.43098706579893,9,"Sequencing","PLIN1"
"SC1_9.370",-1.65790392751663,9,"Sequencing","ENSG00000260337"
"SC1_9.371",-1.45775387813602,9,"Sequencing","FAM169B"
"SC1_9.372",-1.90621436406366,9,"Sequencing","ADAMTS17"
"SC1_9.373",-1.68749905365031,9,"Sequencing","TNFRSF12A"
"SC1_9.374",-0.922869492042167,9,"Sequencing","ENSG00000262668"
"SC1_9.375",-2.40212386595141,9,"Sequencing","GRIN2A"
"SC1_9.376",-1.91765841283421,9,"Sequencing","SOCS1"
"SC1_9.377",-1.68962518354209,9,"Sequencing","ENSG00000262801"
"SC1_9.378",-1.15229571379132,9,"Sequencing","ENSG00000262267"
"SC1_9.379",-1.80815725899105,9,"Sequencing","TMC5"
"SC1_9.380",-1.52148147133387,9,"Sequencing","RNU4-46P"
"SC1_9.381",-1.46068946534693,9,"Sequencing","HS3ST4"
"SC1_9.382",-1.21458292837079,9,"Sequencing","ENSG00000283662"
"SC1_9.383",-1.94617454081745,9,"Sequencing","LPCAT2"
"SC1_9.384",-1.67159525530169,9,"Sequencing","MT3"
"SC1_9.385",-1.98650989933403,9,"Sequencing","CDH8"
"SC1_9.386",-0.953412896798723,9,"Sequencing","ENSG00000260600"
"SC1_9.387",-1.04896916805397,9,"Sequencing","ENSG00000231589"
"SC1_9.388",-1.3939106427973,9,"Sequencing","HSF4"
"SC1_9.389",-0.849272290447404,9,"Sequencing","ENSG00000262691"
"SC1_9.390",-2.03658984054131,9,"Sequencing","ENSG00000260577"
"SC1_9.391",-1.67381383233567,9,"Sequencing","HAS3"
"SC1_9.392",-1.45186705410628,9,"Sequencing","HPR"
"SC1_9.393",-1.89325478046673,9,"Sequencing","ENSG00000277954"
"SC1_9.394",-1.66203159258021,9,"Sequencing","ENSG00000261722"
"SC1_9.395",-1.57553786905661,9,"Sequencing","MAF"
"SC1_9.396",-1.34084039844523,9,"Sequencing","ENSG00000277214"
"SC1_9.397",-1.41231704213846,9,"Sequencing","ENSG00000278058"
"SC1_9.398",-1.5708095563593,9,"Sequencing","HSD17B2"
"SC1_9.399",-1.51207598032043,9,"Sequencing","ATP2C2"
"SC1_9.400",-1.27963902214732,9,"Sequencing","ENSG00000260279"
"SC1_9.401",-1.54827788127923,9,"Sequencing","SERPINF2"
"SC1_9.402",-1.81858011077271,9,"Sequencing","GUCY2D"
"SC1_9.403",-1.57555071967834,9,"Sequencing","ENSG00000279174"
