"","z","Day","cond","Name_ID"
"SC1_15.136",-0.581074483457112,15,"Sequencing","PTGER4"
"SC1_15.137",-0.338611387807962,15,"Sequencing","GHR"
"SC1_15.138",-1.19466717167284,15,"Sequencing","ESM1"
"SC1_15.139",-0.633201618721529,15,"Sequencing","IL6ST"
"SC1_15.140",-0.522612796271897,15,"Sequencing","RGS7BP"
"SC1_15.141",0.975341201496,15,"Sequencing","LINC02197"
"SC1_15.142",-1.18971705153368,15,"Sequencing","SV2C"
"SC1_15.143",0.360461208132737,15,"Sequencing","MEF2C"
"SC1_15.144",0.773609957181217,15,"Sequencing","EGR1"
"SC1_15.145",0.0307448976478721,15,"Sequencing","NR3C1"
"SC1_15.146",-0.563771157529427,15,"Sequencing","GRIA1"
"SC1_15.147",0.337771222077281,15,"Sequencing","ENSG00000249738"
"SC1_15.148",-0.294238417761756,15,"Sequencing","IL12B"
"SC1_15.149",0.791230620123197,15,"Sequencing","GABRB2"
"SC1_15.150",-0.00574536646078427,15,"Sequencing","GABRA1"
"SC1_15.151",-0.826133650196668,15,"Sequencing","GABRG2"
"SC1_15.152",-0.670839012798956,15,"Sequencing","F12"
"SC1_15.153",0.687733453553453,15,"Sequencing","PRR7-AS1"
"SC1_15.154",-0.522350058443348,15,"Sequencing","TRIM7"
"SC1_15.155",-0.632918148260091,15,"Sequencing","CD83"
"SC1_15.156",0.0822034283798704,15,"Sequencing","RBM24"
"SC1_15.157",-1.4984815571248,15,"Sequencing","RNF144B"
"SC1_15.158",-0.669280748234551,15,"Sequencing","DCDC2"
"SC1_15.159",-0.602046860862559,15,"Sequencing","SLC17A2"
"SC1_15.160",-0.23761993133814,15,"Sequencing","BTN3A1"
"SC1_15.161",-0.989605948903325,15,"Sequencing","RN7SL471P"
"SC1_15.162",-0.577790423631902,15,"Sequencing","TRIM31-AS1"
"SC1_15.163",-0.881439535281804,15,"Sequencing","HLA-DRB5"
"SC1_15.164",-1.04026067085575,15,"Sequencing","TAP1"
"SC1_15.165",-1.18781164966319,15,"Sequencing","CLIC5"
"SC1_15.166",-1.19306775873975,15,"Sequencing","RCAN2"
"SC1_15.167",-0.79738221093219,15,"Sequencing","TENT5A"
"SC1_15.168",0.885859014363271,15,"Sequencing","TBX18"
"SC1_15.169",-0.828822371377341,15,"Sequencing","GJA10"
"SC1_15.170",0.618373619752153,15,"Sequencing","FAM162B"
"SC1_15.171",1.30408319258742,15,"Sequencing","RFX6"
"SC1_15.172",-0.530691448993428,15,"Sequencing","NKAIN2"
"SC1_15.173",0.412835667227949,15,"Sequencing","ENSG00000237321"
"SC1_15.174",-0.673638835521338,15,"Sequencing","MOXD1"
"SC1_15.175",-0.268249884023511,15,"Sequencing","MAP7"
"SC1_15.176",-0.676694530301775,15,"Sequencing","STXBP5-AS1"
"SC1_15.177",-0.778330128782156,15,"Sequencing","MYCT1"
"SC1_15.178",-0.749753611059247,15,"Sequencing","ENSG00000232529"
"SC1_15.179",-0.50093609936794,15,"Sequencing","LPA"
"SC1_15.180",2.09295999839655,15,"Sequencing","LINC02538"
"SC1_15.181",0.423214523150029,15,"Sequencing","ENSG00000235994"
"SC1_15.182",-0.214688153895368,15,"Sequencing","KIF25"
"SC1_15.183",-0.171460113820038,15,"Sequencing","ENSG00000234647"
"SC1_15.184",-0.161123752058612,15,"Sequencing","SMOC2"
"SC1_15.185",-0.0832760941457774,15,"Sequencing","NXPH1"
"SC1_15.186",-0.34951442417441,15,"Sequencing","GALNT17"
"SC1_15.187",-0.6423748356552,15,"Sequencing","CALN1"
"SC1_15.188",-0.302888817019599,15,"Sequencing","CD36"
"SC1_15.189",0.572360855785179,15,"Sequencing","GRM3"
"SC1_15.190",-0.382193398821905,15,"Sequencing","TAC1"
"SC1_15.191",-1.07716110345449,15,"Sequencing","AZGP1"
"SC1_15.192",-0.606559457971798,15,"Sequencing","VGF"
"SC1_15.193",-0.465213919301003,15,"Sequencing","LHFPL3"
"SC1_15.194",-0.461314733201745,15,"Sequencing","TMEM229A"
"SC1_15.195",0.140545910852402,15,"Sequencing","ENSG00000279419"
"SC1_15.196",-0.865443621152892,15,"Sequencing","CHRM2"
"SC1_15.197",-1.201237991044,15,"Sequencing","CRLF2"
"SC1_15.198",-0.462168451270076,15,"Sequencing","ADGRG2"
"SC1_15.199",-0.919952213357332,15,"Sequencing","MAP7D2"
"SC1_15.200",-0.270578380888648,15,"Sequencing","ENSG00000283400"
"SC1_15.201",-1.14979847294298,15,"Sequencing","PTCHD1"
"SC1_15.202",-0.48120942848899,15,"Sequencing","IL1RAPL1"
"SC1_15.203",0.0596916298716707,15,"Sequencing","DMD"
"SC1_15.204",0.0360341670028101,15,"Sequencing","ERAS"
"SC1_15.205",-0.304867925789553,15,"Sequencing","MAGED4"
"SC1_15.206",-0.250147879296774,15,"Sequencing","PCDH11X"
"SC1_15.207",-0.723932270248121,15,"Sequencing","TCEAL6"
"SC1_15.208",-0.401412562542577,15,"Sequencing","RNF128"
"SC1_15.209",-0.396108116107123,15,"Sequencing","SERTM2"
"SC1_15.210",0.23741672640396,15,"Sequencing","TRPC5"
"SC1_15.211",-0.700868331234603,15,"Sequencing","IL13RA1"
"SC1_15.212",-1.02647845494864,15,"Sequencing","SMIM10L2A"
"SC1_15.213",-0.847282580535409,15,"Sequencing","ARHGEF6"
"SC1_15.214",-0.799863794745005,15,"Sequencing","FGF13"
"SC1_15.215",-0.270672405277046,15,"Sequencing","MCF2"
"SC1_15.216",-1.08196166919196,15,"Sequencing","SLITRK2"
"SC1_15.217",1.04150060416356,15,"Sequencing","GPR50"
"SC1_15.218",0.839818280047342,15,"Sequencing","ENSG00000269993"
"SC1_15.219",0.175997482279696,15,"Sequencing","CSMD1"
"SC1_15.220",-0.0895039615345887,15,"Sequencing","ENSG00000284613"
"SC1_15.221",1.75817625988246,15,"Sequencing","LPL"
"SC1_15.222",-0.684304183094426,15,"Sequencing","LGI3"
"SC1_15.223",-0.818282342085462,15,"Sequencing","STC1"
"SC1_15.224",-0.662938611176083,15,"Sequencing","ADAM28"
"SC1_15.225",0.278052506770684,15,"Sequencing","ENSG00000253888"
"SC1_15.226",1.48095512262985,15,"Sequencing","ENSG00000279099"
"SC1_15.227",-0.770523542007668,15,"Sequencing","ENSG00000253746"
"SC1_15.228",-0.905174809577297,15,"Sequencing","CHRNA6"
"SC1_15.229",-1.23198949994893,15,"Sequencing","OPRK1"
"SC1_15.230",-0.910133208736965,15,"Sequencing","ENSG00000254254"
"SC1_15.231",-0.763288344432187,15,"Sequencing","TTPA"
"SC1_15.232",-0.118221698791401,15,"Sequencing","SBSPON"
"SC1_15.233",-0.928494511816369,15,"Sequencing","PI15"
"SC1_15.234",-0.26033809492039,15,"Sequencing","IL7"
"SC1_15.235",-0.251909253830874,15,"Sequencing","MATN2"
"SC1_15.236",-0.471070054732153,15,"Sequencing","SPAG1"
"SC1_15.237",0.0539401205074883,15,"Sequencing","ANGPT1"
"SC1_15.238",-0.366169627205318,15,"Sequencing","RSPO2"
"SC1_15.239",0.87139280652823,15,"Sequencing","TRHR"
"SC1_15.240",0.611917813032122,15,"Sequencing","SNTB1"
"SC1_15.241",-0.567520090154518,15,"Sequencing","ENSG00000244791"
"SC1_15.242",-0.461753591383473,15,"Sequencing","ADCY8"
"SC1_15.243",0.735783277084572,15,"Sequencing","ENSG00000253259"
"SC1_15.244",-1.13408682383274,15,"Sequencing","ENSG00000253507"
"SC1_15.245",-0.420580154604369,15,"Sequencing","KCNK9"
"SC1_15.246",-0.417783107006771,15,"Sequencing","LY6H"
"SC1_15.247",-0.535394600823834,15,"Sequencing","CD274"
"SC1_15.248",-0.671605399348841,15,"Sequencing","ENSG00000226197"
"SC1_15.249",1.31042883213672,15,"Sequencing","ENSG00000225472"
"SC1_15.250",0.78327310683047,15,"Sequencing","BNC2"
"SC1_15.251",-0.727331205494795,15,"Sequencing","SLC24A2"
"SC1_15.252",0.915095655419212,15,"Sequencing","ENSG00000260390"
"SC1_15.253",0.0352331670970023,15,"Sequencing","ENSG00000260412"
"SC1_15.254",-0.103841420240654,15,"Sequencing","LINGO2"
"SC1_15.255",-0.572807571989808,15,"Sequencing","AQP3"
"SC1_15.256",-0.507297319023426,15,"Sequencing","FAM189A2"
"SC1_15.257",-0.514001371816054,15,"Sequencing","NTRK2"
"SC1_15.258",-0.892091143460401,15,"Sequencing","FGD3"
"SC1_15.259",-0.339682643126084,15,"Sequencing","FBP1"
"SC1_15.260",-0.274960067462044,15,"Sequencing","GAS2L1P2"
"SC1_15.261",-0.233907006585283,15,"Sequencing","GRIN3A"
"SC1_15.262",0.404864105099525,15,"Sequencing","PPP3R2"
"SC1_15.263",1.04907128358048,15,"Sequencing","LINC01505"
"SC1_15.264",-0.0603819960844159,15,"Sequencing","BRINP1"
"SC1_15.265",0.00548777442635605,15,"Sequencing","GPR21"
"SC1_15.266",-0.228673340108201,15,"Sequencing","MIR181A2HG"
"SC1_15.267",-0.484568458487721,15,"Sequencing","IER5L"
"SC1_15.268",-1.18431476752328,15,"Sequencing","C9orf50"
"SC1_15.269",-0.687333560324213,15,"Sequencing","NACC2"
"SC1_15.270",-0.169559572254021,15,"Sequencing","GRIN1"
"SC1_15.271",-1.06464464497088,15,"Sequencing","TH"
"SC1_15.272",0.625900914953294,15,"Sequencing","SPON1"
"SC1_15.273",-0.735997293950565,15,"Sequencing","NCR3LG1"
"SC1_15.274",-1.07728354452391,15,"Sequencing","ENSG00000270607"
"SC1_15.275",0.657618774106532,15,"Sequencing","ENSG00000279675"
"SC1_15.276",0.257541006287574,15,"Sequencing","LRRC4C"
"SC1_15.277",-0.206366241865652,15,"Sequencing","LINC02740"
"SC1_15.278",1.21937479903819,15,"Sequencing","MS4A7"
"SC1_15.279",-0.227019197119224,15,"Sequencing","MS4A14"
"SC1_15.280",0.171530520598875,15,"Sequencing","MS4A1"
"SC1_15.281",-0.333021721891565,15,"Sequencing","MIR6746"
"SC1_15.282",-0.014535421794954,15,"Sequencing","KCNK4"
"SC1_15.283",0.1099991085202,15,"Sequencing","ENSG00000257069"
"SC1_15.284",0.489238256905039,15,"Sequencing","CATSPERZ"
"SC1_15.285",-1.26493899974942,15,"Sequencing","SHANK2-AS1"
"SC1_15.286",-0.553886989209792,15,"Sequencing","ARHGEF17"
"SC1_15.287",-1.23298958841213,15,"Sequencing","GRM5"
"SC1_15.288",-0.518759626986461,15,"Sequencing","MMP10"
"SC1_15.289",-0.360517079176502,15,"Sequencing","MMP1"
"SC1_15.290",-0.141937321603494,15,"Sequencing","PDGFD"
"SC1_15.291",-0.424868227319115,15,"Sequencing","C11orf87"
"SC1_15.292",-0.799272290933268,15,"Sequencing","ARHGAP20"
"SC1_15.293",-0.778618096111655,15,"Sequencing","LAYN"
"SC1_15.294",-0.52356589033754,15,"Sequencing","SCN2B"
"SC1_15.295",-0.429405729227149,15,"Sequencing","ABCG4"
"SC1_15.296",-0.347256276962561,15,"Sequencing","TRIM29"
"SC1_15.297",-0.101796545172983,15,"Sequencing","MIR100HG"
"SC1_15.298",0.281083134248617,15,"Sequencing","MIR125B1"
"SC1_15.299",-0.924646166746304,15,"Sequencing","ENSG00000238117"
"SC1_15.300",-0.688940697378483,15,"Sequencing","LINC02714"
"SC1_15.301",0.122115313190567,15,"Sequencing","LINC00707"
"SC1_15.302",-0.857241817621639,15,"Sequencing","SFMBT2"
"SC1_15.303",-0.205408756734163,15,"Sequencing","ARMC3"
"SC1_15.304",0.178123613479284,15,"Sequencing","MKX"
"SC1_15.305",0.110911105277385,15,"Sequencing","FZD8"
"SC1_15.306",-0.00202275608914913,15,"Sequencing","MIR4683"
"SC1_15.307",-0.390221649351201,15,"Sequencing","ANXA8L1"
"SC1_15.308",0.034013083058003,15,"Sequencing","LRRTM3"
"SC1_15.309",-1.00598945156503,15,"Sequencing","TLL2"
"SC1_15.310",-0.405349385915799,15,"Sequencing","SORCS1"
"SC1_15.311",-1.05522830911175,15,"Sequencing","CHST15"
"SC1_15.312",-0.989715969321026,15,"Sequencing","PTPRE"
"SC1_15.313",-0.097503931351127,15,"Sequencing","JAKMIP3"
"SC1_15.314",0.0357893433293141,15,"Sequencing","ENSG00000249695"
"SC1_15.315",-0.430135033265034,15,"Sequencing","GRIN2B"
"SC1_15.316",-1.11120769804204,15,"Sequencing","RERG"
"SC1_15.317",-0.901359704761737,15,"Sequencing","PTHLH"
"SC1_15.318",-0.535077346347981,15,"Sequencing","PDZRN4"
"SC1_15.319",-0.55006923741716,15,"Sequencing","TMEM117"
"SC1_15.320",-0.874614969501775,15,"Sequencing","ENSG00000258101"
"SC1_15.321",-1.34200426367201,15,"Sequencing","KRT18"
"SC1_15.322",0.0070510288377639,15,"Sequencing","TAFA2"
"SC1_15.323",0.635289644530278,15,"Sequencing","LINC02458"
"SC1_15.324",-0.908359715695561,15,"Sequencing","NTN4"
"SC1_15.325",-0.0606320688052504,15,"Sequencing","SLC17A8"
"SC1_15.326",0.0380480459334588,15,"Sequencing","ENSG00000257548"
"SC1_15.327",1.34816809824342,15,"Sequencing","TMEM233"
"SC1_15.328",-0.362514490653281,15,"Sequencing","MIR1178"
"SC1_15.329",0.924693001772765,15,"Sequencing","ENSG00000280381"
"SC1_15.330",-0.905087234259702,15,"Sequencing","TMEM132D"
"SC1_15.331",-0.961309475017575,15,"Sequencing","LINC02340"
"SC1_15.332",-0.223437187158881,15,"Sequencing","FLT3"
"SC1_15.333",-0.21456919881462,15,"Sequencing","STOML3"
"SC1_15.334",0.409602055581176,15,"Sequencing","KCTD4"
"SC1_15.335",1.18504860711867,15,"Sequencing","ENSG00000278727"
"SC1_15.336",-1.36070859164008,15,"Sequencing","SLITRK6"
"SC1_15.337",-0.953035405323663,15,"Sequencing","ENSG00000232636"
"SC1_15.338",-0.514184292377795,15,"Sequencing","MIR4500HG"
"SC1_15.339",-0.72909580049431,15,"Sequencing","COL4A2"
"SC1_15.340",-0.242979053757112,15,"Sequencing","NPAS3"
"SC1_15.341",-0.140762841957066,15,"Sequencing","ENSG00000258636"
"SC1_15.342",0.00349071095828477,15,"Sequencing","LRFN5"
"SC1_15.343",-0.107262883776123,15,"Sequencing","MDGA2"
"SC1_15.344",-0.896422521820646,15,"Sequencing","PTGER2"
"SC1_15.345",-0.285822602346378,15,"Sequencing","LGALS3"
"SC1_15.346",-0.24015483512534,15,"Sequencing","SYT16"
"SC1_15.347",-0.488604803984391,15,"Sequencing","KCNH5"
"SC1_15.348",-0.586642686622849,15,"Sequencing","TMEM229B"
"SC1_15.349",0.0391303073936224,15,"Sequencing","ENSG00000258422"
"SC1_15.350",-0.525907200294696,15,"Sequencing","FOS"
"SC1_15.351",-0.457939199563363,15,"Sequencing","NRXN3"
"SC1_15.352",0.635984822510875,15,"Sequencing","ENSG00000258419"
"SC1_15.353",-0.928077578024094,15,"Sequencing","TSHR"
"SC1_15.354",-0.634051186942863,15,"Sequencing","MEG8"
"SC1_15.355",-0.939213518994029,15,"Sequencing","DIO3"
"SC1_15.356",-0.485638465868453,15,"Sequencing","ENSG00000260780"
"SC1_15.357",0.31327053720537,15,"Sequencing","SNORD116-18"
"SC1_15.358",-0.401859912946434,15,"Sequencing","SNORD115-1"
"SC1_15.359",-0.0523863848942559,15,"Sequencing","SNORD115-46"
"SC1_15.360",-0.769506106817444,15,"Sequencing","GABRA5"
"SC1_15.361",-0.656921743400969,15,"Sequencing","GJD2"
"SC1_15.362",-0.993099233492875,15,"Sequencing","MEIS2"
"SC1_15.363",0.62195470647671,15,"Sequencing","ENSG00000276121"
"SC1_15.364",-0.450025137783327,15,"Sequencing","FGF7"
"SC1_15.365",-0.619726591674813,15,"Sequencing","LYSMD2"
"SC1_15.366",1.07369086199099,15,"Sequencing","THSD4"
"SC1_15.367",-0.566813360329554,15,"Sequencing","ENSG00000275120"
"SC1_15.368",-0.595759244609335,15,"Sequencing","ENSG00000276278"
"SC1_15.369",-0.174310166499136,15,"Sequencing","PLIN1"
"SC1_15.370",-0.495064313188303,15,"Sequencing","ENSG00000260337"
"SC1_15.371",0.452748922970378,15,"Sequencing","FAM169B"
"SC1_15.372",0.95212908896578,15,"Sequencing","ADAMTS17"
"SC1_15.373",-1.15034519815039,15,"Sequencing","TNFRSF12A"
"SC1_15.374",-0.185187445037624,15,"Sequencing","ENSG00000262668"
"SC1_15.375",0.0497925454241328,15,"Sequencing","GRIN2A"
"SC1_15.376",-0.148319321957824,15,"Sequencing","SOCS1"
"SC1_15.377",-0.405380909161231,15,"Sequencing","ENSG00000262801"
"SC1_15.378",-1.29298751807964,15,"Sequencing","ENSG00000262267"
"SC1_15.379",-0.638804772828416,15,"Sequencing","TMC5"
"SC1_15.380",-0.50264152971663,15,"Sequencing","RNU4-46P"
"SC1_15.381",-0.336883917306339,15,"Sequencing","HS3ST4"
"SC1_15.382",0.183792617342993,15,"Sequencing","ENSG00000283662"
"SC1_15.383",-0.505832206493105,15,"Sequencing","LPCAT2"
"SC1_15.384",-1.08816424697344,15,"Sequencing","MT3"
"SC1_15.385",0.377340446616884,15,"Sequencing","CDH8"
"SC1_15.386",1.97199396868507,15,"Sequencing","ENSG00000260600"
"SC1_15.387",0.706434740405664,15,"Sequencing","ENSG00000231589"
"SC1_15.388",-0.312522152064837,15,"Sequencing","HSF4"
"SC1_15.389",1.26639600589756,15,"Sequencing","ENSG00000262691"
"SC1_15.390",-0.708363244699453,15,"Sequencing","ENSG00000260577"
"SC1_15.391",-1.12547616891852,15,"Sequencing","HAS3"
"SC1_15.392",-0.939339580926273,15,"Sequencing","HPR"
"SC1_15.393",0.332098806208926,15,"Sequencing","ENSG00000277954"
"SC1_15.394",-0.112949289387207,15,"Sequencing","ENSG00000261722"
"SC1_15.395",0.960724273640334,15,"Sequencing","MAF"
"SC1_15.396",0.737440932177975,15,"Sequencing","ENSG00000277214"
"SC1_15.397",-0.0665163271053894,15,"Sequencing","ENSG00000278058"
"SC1_15.398",-0.378000378613413,15,"Sequencing","HSD17B2"
"SC1_15.399",-0.201020869233911,15,"Sequencing","ATP2C2"
"SC1_15.400",-0.242185775737019,15,"Sequencing","ENSG00000260279"
"SC1_15.401",0.0126019869581265,15,"Sequencing","SERPINF2"
"SC1_15.402",-0.220966091705234,15,"Sequencing","GUCY2D"
"SC1_15.403",0.135326287422072,15,"Sequencing","ENSG00000279174"
"SC1_15.404",0.33644073823938,15,"Sequencing","LINC00670"
"SC1_15.405",-0.861645736585109,15,"Sequencing","ASIC2"
"SC1_15.406",-0.694801043491876,15,"Sequencing","PLXDC1"
"SC1_15.407",-0.924995789320272,15,"Sequencing","HAP1"
"SC1_15.408",-0.85287623894392,15,"Sequencing","ENSG00000276851"
"SC1_15.409",-0.204100791797341,15,"Sequencing","CA10"
"SC1_15.410",-0.559240507930842,15,"Sequencing","NOG"
"SC1_15.411",-0.660107306026081,15,"Sequencing","TRIM25"
"SC1_15.412",0.693074675237757,15,"Sequencing","PRKCA"
"SC1_15.413",-0.314479685209266,15,"Sequencing","KCNJ2-AS1"
"SC1_15.414",-0.250148506663947,15,"Sequencing","KCNJ2"
"SC1_15.415",-0.632119427305156,15,"Sequencing","ENSG00000276863"
"SC1_15.416",0.0918309812887135,15,"Sequencing","ENSG00000263606"
"SC1_15.417",-0.683914678914654,15,"Sequencing","LDLRAD4"
"SC1_15.418",0.204049510707648,15,"Sequencing","RN7SL362P"
"SC1_15.419",0.692647267241119,15,"Sequencing","CHST9"
"SC1_15.420",-0.442683033935118,15,"Sequencing","GAREM1"
"SC1_15.421",-0.0810138594932787,15,"Sequencing","RIT2"
"SC1_15.422",-0.612985519451688,15,"Sequencing","PSTPIP2"
"SC1_15.423",-0.614377558147869,15,"Sequencing","RAB27B"
"SC1_15.424",0.034427766809656,15,"Sequencing","SERPINB2"
"SC1_15.425",-0.121863907307583,15,"Sequencing","SERPINB10"
"SC1_15.426",-0.18718839311302,15,"Sequencing","LINC00305"
"SC1_15.427",0.0492315659853938,15,"Sequencing","CDH7"
"SC1_15.428",-0.014612684463879,15,"Sequencing","ENSG00000263720"
"SC1_15.429",-0.735855734560707,15,"Sequencing","CBLN2"
"SC1_15.430",0.0252160133339385,15,"Sequencing","LINC01896"
"SC1_15.431",0.438130151378485,15,"Sequencing","SALL3"
"SC1_15.432",1.24970914918129,15,"Sequencing","PDYN"
"SC1_15.433",-0.799207622962262,15,"Sequencing","TGM3"
"SC1_15.434",-0.255151325118248,15,"Sequencing","EBF4"
"SC1_15.435",-0.408368431259747,15,"Sequencing","SLC24A3"
"SC1_15.436",-0.411063905641584,15,"Sequencing","ANKRD20A21P"
"SC1_15.437",0.707054550824542,15,"Sequencing","MAFB"
"SC1_15.438",-0.363522521165203,15,"Sequencing","PTPRT"
"SC1_15.439",-0.370079779785044,15,"Sequencing","ENSG00000233508"
"SC1_15.440",-0.738671161051197,15,"Sequencing","SYCP2"
"SC1_15.441",-0.296962070536496,15,"Sequencing","CDH4"
"SC1_15.442",-0.333729394514774,15,"Sequencing","MIR1-1HG-AS1"
"SC1_15.443",0.414313415345842,15,"Sequencing","THEG"
"SC1_15.444",-0.31432719283688,15,"Sequencing","SBNO2"
"SC1_15.445",-1.10449885117207,15,"Sequencing","ZNF556"
"SC1_15.446",1.1895224202069,15,"Sequencing","FUT3"
"SC1_15.447",-0.473079666909485,15,"Sequencing","JUNB"
"SC1_15.448",0.0500573411646915,15,"Sequencing","NANOS3"
"SC1_15.449",-0.787909424033319,15,"Sequencing","IL27RA"
"SC1_15.450",-0.0644670267426981,15,"Sequencing","WTIP"
"SC1_15.451",-0.611646202894924,15,"Sequencing","CYP2A13"
"SC1_15.452",-0.109676765796467,15,"Sequencing","BCL3"
"SC1_15.453",0.573628211907529,15,"Sequencing","GFY"
"SC1_15.454",-1.13739239934867,15,"Sequencing","HAS1"
"SC1_15.455",-0.720674470724068,15,"Sequencing","MIR935"
"SC1_15.456",-0.152590580867277,15,"Sequencing","LINC01864"
"SC1_15.457",1.42337683326988,15,"Sequencing","ZSCAN4"
"SC1_15.458",-0.135560139655316,15,"Sequencing","LINC01638"
"SC1_15.459",-0.633636691247787,15,"Sequencing","C22orf42"
"SC1_15.460",0.100082339213342,15,"Sequencing","CACNA1I"
"SC1_15.461",0.173639821227165,15,"Sequencing","NFAM1"
"SC1_15.462",-0.191217656073177,15,"Sequencing","ENSG00000230107"
"SC1_15.463",-0.676918390261222,15,"Sequencing","SHISAL1"
"SC1_15.464",-0.288334858387999,15,"Sequencing","NCAM2"
"SC1_15.465",-0.925569232358056,15,"Sequencing","ADAMTS1"
"SC1_15.466",-0.18240238700389,15,"Sequencing","RUNX1"
"SC1_15.467",-0.898734206878583,15,"Sequencing","PCP4"
"SC1_15.468",-0.677893617818915,15,"Sequencing","COL18A1"
"SC2_15",-0.46778344849934,15,"Sequencing","CHD5"
"SC2_15.1",-0.297217702724479,15,"Sequencing","UTS2"
"SC2_15.2",-0.658233528849703,15,"Sequencing","TNFRSF9"
"SC2_15.3",-0.431218532241593,15,"Sequencing","FBXO6"
"SC2_15.4",-0.738255273757575,15,"Sequencing","NBL1"
"SC2_15.5",-0.72773357323142,15,"Sequencing","WNT4"
"SC2_15.6",0.246120693826234,15,"Sequencing","IFNLR1"
"SC2_15.7",-0.142386069781965,15,"Sequencing","CSMD2"
"SC2_15.8",-0.461454206925098,15,"Sequencing","HPCAL4"
"SC2_15.9",-0.187068901361073,15,"Sequencing","FAAH"
"SC2_15.10",0.773065988062188,15,"Sequencing","SLC25A3P1"
"SC2_15.11",-0.387900668266408,15,"Sequencing","PTGER3"
"SC2_15.12",-0.172766339029376,15,"Sequencing","ENSG00000269933"
"SC2_15.13",-0.75215641206542,15,"Sequencing","PTGFR"
"SC2_15.14",-0.760083603215176,15,"Sequencing","ST13P20"
"SC2_15.15",-0.175736607151639,15,"Sequencing","SAMD13"
"SC2_15.16",-0.346105558561133,15,"Sequencing","UOX"
"SC2_15.17",-1.43159483165169,15,"Sequencing","ENSG00000280099"
"SC2_15.18",-0.523526938321456,15,"Sequencing","PLPPR4"
"SC2_15.19",-0.642935061301149,15,"Sequencing","C1orf194"
"SC2_15.20",-0.980905614080831,15,"Sequencing","SLC6A17"
"SC2_15.21",0.0564257731920371,15,"Sequencing","ENSG00000224950"
"SC2_15.22",-0.371174513674278,15,"Sequencing","ECM1"
"SC2_15.23",-0.55308973587094,15,"Sequencing","S100A3"
"SC2_15.24",-0.224714495612401,15,"Sequencing","FMO2"
"SC2_15.25",-0.070627968560917,15,"Sequencing","SLC9C2"
"SC2_15.26",-0.0551697747079879,15,"Sequencing","TNR"
"SC2_15.27",-0.407910130663133,15,"Sequencing","CACNA1E"
"SC2_15.28",0.235608843304646,15,"Sequencing","BRINP3"
"SC2_15.29",0.309514289658064,15,"Sequencing","LINC01351"
"SC2_15.30",0.0421954735558936,15,"Sequencing","ENSG00000241505"
"SC2_15.31",-0.375629403248107,15,"Sequencing","ATP2B4"
"SC2_15.32",2.32828456713516,15,"Sequencing","ENSG00000236846"
"SC2_15.33",-0.955561097033981,15,"Sequencing","LEFTY1"
"SC2_15.34",-0.0604461260724599,15,"Sequencing","MAP3K21"
"SC2_15.35",-0.368419577871005,15,"Sequencing","CHRM3"
"SC2_15.36",-1.36156831976627,15,"Sequencing","PLD5"
"SC2_15.37",-0.330859306553189,15,"Sequencing","ENSG00000229727"
"SC2_15.38",-0.355044904320976,15,"Sequencing","HPCAL1"
"SC2_15.39",-0.511130483136327,15,"Sequencing","ENSG00000225649"
"SC2_15.40",-0.187866861097953,15,"Sequencing","POMC"
"SC2_15.41",-0.442946189926383,15,"Sequencing","KCNK12"
"SC2_15.42",-0.903302797868831,15,"Sequencing","SFXN5"
"SC2_15.43",-0.441650279952071,15,"Sequencing","CD8B"
"SC2_15.44",-0.1084470128696,15,"Sequencing","ANAPC1P1"
"SC2_15.45",-0.52636941561269,15,"Sequencing","CYTOR"
"SC2_15.46",-0.932727708135698,15,"Sequencing","IL1R1"
"SC2_15.47",-0.912092808427286,15,"Sequencing","LINC01123"
"SC2_15.48",-0.435298007016202,15,"Sequencing","MIR4435-2HG"
"SC2_15.49",0.272547604616831,15,"Sequencing","SCTR"
"SC2_15.50",0.564753392834844,15,"Sequencing","ENSG00000228400"
"SC2_15.51",-0.790447084565222,15,"Sequencing","LINC01854"
"SC2_15.52",-0.225265727329116,15,"Sequencing","CCDC74B"
"SC2_15.53",-0.168502722412943,15,"Sequencing","SMIM39"
"SC2_15.54",-0.320546365965191,15,"Sequencing","CCDC74A"
"SC2_15.55",-0.658445933622789,15,"Sequencing","LYPD1"
"SC2_15.56",-0.327792535831374,15,"Sequencing","KCNJ3"
"SC2_15.57",-0.851370144429632,15,"Sequencing","PLA2R1"
"SC2_15.58",-0.426507339477093,15,"Sequencing","SCN1A"
"SC2_15.59",-0.575084830995742,15,"Sequencing","C2orf88"
"SC2_15.60",-1.02279775940426,15,"Sequencing","MSTN"
"SC2_15.61",0.0272946596238321,15,"Sequencing","NYAP2"
"SC2_15.62",-0.236017380795676,15,"Sequencing","ENSG00000273301"
"SC2_15.63",-0.35593667544833,15,"Sequencing","ECEL1"
"SC2_15.64",-1.00820479080095,15,"Sequencing","RAMP1"
"SC2_15.65",-0.399880936796878,15,"Sequencing","CNTN6"
"SC2_15.66",-0.444455728393478,15,"Sequencing","GRM7"
"SC2_15.67",-0.554283658014837,15,"Sequencing","IRAK2"
"SC2_15.68",-0.735632607257662,15,"Sequencing","SYN2"
"SC2_15.69",-0.458081835009834,15,"Sequencing","GRIP2"
"SC2_15.70",-0.913325569556449,15,"Sequencing","ARPP21"
"SC2_15.71",-0.851224971787153,15,"Sequencing","DCLK3"
"SC2_15.72",-0.246192988426284,15,"Sequencing","CCK"
