"","Day","Experiment","Table","Cell.Trace","Peak.Intensity.df.F.","Start.Intensity.df.F.","Stop.Intensity.df.F.","Peak.Duration.s.","Duration.To.Peak.s.","Time.To.Decay.s.","Baseline.Intensity.df.F.","#Peaks","Frequency","Frequency [hz]","Differentiation","CVS","Video","#Cells_Video","#Cells_DayExp","#Cells_Day","Condition"
"541","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_4_210920.csv","Mean17",0.331743649853161,-0.0182743830181873,0.00682028955639144,3.928,0.982,2.946,-0.00524885362460712,24,0.0392798690671031,0.08,"LV16","CS2","4",21,130,130,"Day 47"
"542","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_4_210920.csv","Mean18",0.541065527524785,-0.020633513339244,0.00854860159587331,4.419,0.982,3.437,-0.00499466027242687,24,0.0392798690671031,0.08,"LV16","CS2","4",21,130,130,"Day 47"
"543","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_4_210920.csv","Mean19",0.301047935566934,-0.0256609479325729,0.00987903829455969,4.91,0.982,3.437,-0.00629659570645827,24,0.0392798690671031,0.08,"LV16","CS2","4",21,130,130,"Day 47"
"544","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_4_210920.csv","Mean2",0.117715551784283,-0.0129496063734502,0.00716070334229013,2.455,0.982,1.473,-0.00231933248479705,24,0.0392798690671031,0.08,"LV16","CS2","4",21,130,130,"Day 47"
"545","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_4_210920.csv","Mean20",0.772422055222649,-0.0293386039557103,-0.00162211100772072,6.1375,0.982,4.91,-0.0138908258705557,24,0.0392798690671031,0.08,"LV16","CS2","4",21,130,130,"Day 47"
"546","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_4_210920.csv","Mean21",0.58824591966988,-0.0169756183717215,0.000128451120334601,3.928,0.982,2.455,-0.00627202736008868,24,0.0392798690671031,0.08,"LV16","CS2","4",21,130,130,"Day 47"
"547","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_4_210920.csv","Mean3",0.148877197795548,-0.0190953030315256,0.00716527745277618,3.437,0.982,2.2095,-0.00500681831018871,24,0.0392798690671031,0.08,"LV16","CS2","4",21,130,130,"Day 47"
"548","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_4_210920.csv","Mean4",0.112463091515621,-0.0102342110076562,-0.000513888042086662,2.455,0.982,1.473,-0.00580519288221517,23,0.0376432078559738,0.0766666666666667,"LV16","CS2","4",21,130,130,"Day 47"
"549","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_4_210920.csv","Mean5",0.247763426366179,-0.0138672181547922,-0.00136179405980822,2.946,0.982,1.964,-0.00560182064941422,24,0.0392798690671031,0.08,"LV16","CS2","4",21,130,130,"Day 47"
"550","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_4_210920.csv","Mean6",0.381063912437448,-0.015046957475493,0.00522511406134563,3.437,0.982,1.964,-0.00514894621788563,24,0.0392798690671031,0.08,"LV16","CS2","4",21,130,130,"Day 47"
"551","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_4_210920.csv","Mean7",0.328864473905531,-0.0198671192868176,0.00766472468156019,4.6645,0.982,3.437,-0.00800686575836821,24,0.0392798690671031,0.08,"LV16","CS2","4",21,130,130,"Day 47"
"552","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_4_210920.csv","Mean8",0.0824083543662448,0.000553579973540864,0.0338246746544817,3.437,1.964,1.473,0.0171891273140113,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","4",21,130,130,"Day 47"
"553","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_4_210920.csv","Mean9",0.0993764689885588,-0.0131067772576291,0.00506983158835297,2.946,1.473,1.473,-0.00864639381519402,18,0.0294599018003273,0.06,"LV16","CS2","4",21,130,130,"Day 47"
"554","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_5_210920.csv","Mean1",0.256290149892934,-0.0211316693433262,0.0142587883654532,3.437,0.982,2.455,-0.00210368709850109,20,0.0327332242225859,0.0666666666666667,"LV16","CS2","5",15,130,130,"Day 47"
"555","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_5_210920.csv","Mean10",0.0921955065037446,0.0328370880203753,0.0539431794063248,2.946,1.7185,1.2275,0.0433901337133501,4,0.00654664484451719,0.0133333333333333,"LV16","CS2","5",15,130,130,"Day 47"
"556","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_5_210920.csv","Mean11",0.104016298020955,-0.00824602250679079,0.00844974776872327,2.946,0.982,1.964,-0.00211243694218078,13,0.0212765957446809,0.0433333333333333,"LV16","CS2","5",15,130,130,"Day 47"
"557","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_5_210920.csv","Mean12",0.276366366046615,-0.0175154657836175,0.00728835035190647,3.437,0.982,2.455,-0.00338729942395951,20,0.0327332242225859,0.0666666666666667,"LV16","CS2","5",15,130,130,"Day 47"
"558","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_5_210920.csv","Mean13",0.115529216145029,0.0260230433055224,0.0391302108624317,2.7005,1.2275,1.964,0.0341069615503465,8,0.0130932896890344,0.0266666666666667,"LV16","CS2","5",15,130,130,"Day 47"
"559","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_5_210920.csv","Mean14",0.127498679002622,0.0856903582146097,0.0856355243611857,1.473,0.982,0.491,0.0856629412878977,4,0.00654664484451719,0.0133333333333333,"LV16","CS2","5",15,130,130,"Day 47"
"560","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_5_210920.csv","Mean15",0.111779043093561,0.0715529247910865,0.0736010978207439,1.473,0.491,0.982,0.0732785105685729,5,0.00818330605564648,0.0166666666666667,"LV16","CS2","5",15,130,130,"Day 47"
"561","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_5_210920.csv","Mean2",0.109369628838203,0.0430947182607887,0.0405397872439262,2.455,0.7365,1.473,0.0461815394620708,4,0.00654664484451719,0.0133333333333333,"LV16","CS2","5",15,130,130,"Day 47"
"562","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_5_210920.csv","Mean3",0.0998170085717038,-0.0150341905037079,0.00815756525089096,2.455,0.982,1.473,-0.0043532697678898,17,0.027823240589198,0.0566666666666667,"LV16","CS2","5",15,130,130,"Day 47"
"563","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_5_210920.csv","Mean4",0.146952736318408,0.0667288557213931,0.0814820130118638,1.964,0.7365,1.2275,0.0811734596249522,4,0.00654664484451719,0.0133333333333333,"LV16","CS2","5",15,130,130,"Day 47"
"564","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_5_210920.csv","Mean5",0.119185470119364,0.0866578102073998,0.0835150890272436,1.473,0.491,0.982,0.0829425585914265,4,0.00654664484451719,0.0133333333333333,"LV16","CS2","5",15,130,130,"Day 47"
"565","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_5_210920.csv","Mean6",0.122712341623651,0.0798461632628078,0.0789484422500153,1.473,0.491,0.982,0.0730826515414278,5,0.00818330605564648,0.0166666666666667,"LV16","CS2","5",15,130,130,"Day 47"
"566","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_5_210920.csv","Mean7",0.114208606713667,-0.0118217641709609,0.0230177277571894,2.455,0.982,1.473,0.00760249929108524,11,0.0180032733224223,0.0366666666666667,"LV16","CS2","5",15,130,130,"Day 47"
"567","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_5_210920.csv","Mean8",0.0892392351361876,0.0542239665525793,0.0581282151128236,1.473,0.7365,0.7365,0.0569830713422008,4,0.00654664484451719,0.0133333333333333,"LV16","CS2","5",15,130,130,"Day 47"
"568","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS2_5_210920.csv","Mean9",0.0858142273325482,0.0287940707903303,0.0243540901849414,1.964,0.491,1.473,0.0282191591050772,7,0.0114566284779051,0.0233333333333333,"LV16","CS2","5",15,130,130,"Day 47"
