"","Day","Experiment","Table","Cell.Trace","Peak.Intensity.df.F.","Start.Intensity.df.F.","Stop.Intensity.df.F.","Peak.Duration.s.","Duration.To.Peak.s.","Time.To.Decay.s.","Baseline.Intensity.df.F.","#Peaks","Frequency","Frequency [hz]","Differentiation","CVS","Video","#Cells_Video","#Cells_DayExp","#Cells_Day","Condition"
"94","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_3_010920.csv","Mean13",0.0956015090423634,-0.00213492741246795,-0.00179982488190337,2.2095,0.7365,1.473,-0.00602373823087484,6,0.00981996726677578,0.02,"LV16","CS2","3",8,50,77,"Day 27"
"95","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_3_010920.csv","Mean14",0.0762990048407537,0.0130575696507593,0.00902187688280385,2.455,1.2275,1.2275,0.0110397232667816,2,0.00327332242225859,0.00666666666666667,"LV16","CS2","3",8,50,77,"Day 27"
"96","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_3_010920.csv","Mean3",0.0859442907941526,-0.010134334255235,-0.00103713947056489,2.455,0.982,1.473,-0.00762050572896085,11,0.0180032733224223,0.0366666666666667,"LV16","CS2","3",8,50,77,"Day 27"
"97","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_3_010920.csv","Mean4",0.0980406295366925,-0.0124263313239692,0.00939305663715109,2.455,0.982,1.473,-0.00247324853624072,12,0.0196399345335516,0.04,"LV16","CS2","3",8,50,77,"Day 27"
"98","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_3_010920.csv","Mean5",0.0752441752605445,-0.00309925246903482,0.0185409505101762,1.964,1.473,0.491,0.0077208490205707,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","3",8,50,77,"Day 27"
"99","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_3_010920.csv","Mean6",0.227795395952636,-0.022674210794491,0.00740723840812822,3.437,0.982,2.455,-0.00588054116949189,22,0.0360065466448445,0.0733333333333333,"LV16","CS2","3",8,50,77,"Day 27"
"100","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_3_010920.csv","Mean7",0.187268208459472,-0.0266652213972144,0.017350975944006,4.419,0.982,2.946,-0.00336412273434668,21,0.0343698854337152,0.07,"LV16","CS2","3",8,50,77,"Day 27"
"101","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_4_010920.csv","Mean1",0.556149508123312,-0.0479842151663145,-0.00603825863058171,5.892,1.473,4.419,-0.0236912441751445,21,0.0343698854337152,0.07,"LV16","CS2","4",6,50,77,"Day 27"
"102","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_4_010920.csv","Mean2",0.372838513442646,-0.0254378911303009,0.00720204174387313,4.419,0.982,3.437,-0.00768276054959257,22,0.0360065466448445,0.0733333333333333,"LV16","CS2","4",6,50,77,"Day 27"
"103","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_4_010920.csv","Mean3",0.0788585042469443,0.0206857261238865,0.0206960845245493,1.964,0.982,0.982,0.0206909053242179,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","4",6,50,77,"Day 27"
"104","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_4_010920.csv","Mean6",0.117540397845448,-0.0130081951184826,0.0079062450002667,2.946,0.982,1.964,-0.00568191918653228,20,0.0327332242225859,0.0666666666666667,"LV16","CS2","4",6,50,77,"Day 27"
"105","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_4_010920.csv","Mean7",0.156707447750207,-0.016930516860633,0.00177970760615353,2.455,0.491,1.473,-0.00903364672338129,23,0.0376432078559738,0.0766666666666667,"LV16","CS2","4",6,50,77,"Day 27"
"106","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_4_010920.csv","Mean8",0.103843177175209,-0.0106433417234335,0.0103330707069298,2.455,0.982,1.7185,-0.000888978755150884,14,0.0229132569558101,0.0466666666666667,"LV16","CS2","4",6,50,77,"Day 27"
"107","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_5_010920.csv","Mean1",0.0810075782268579,0.0461619947848761,0.0568672588005215,1.473,0.982,0.491,0.0515146267926988,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","5",4,50,77,"Day 27"
"108","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_5_010920.csv","Mean2",0.0823422997461172,-0.0130024977129994,0.0162299951690324,1.964,0.982,1.473,0.00161374872801649,3,0.00490998363338789,0.01,"LV16","CS2","5",4,50,77,"Day 27"
"109","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_5_010920.csv","Mean6",0.0911898128124403,0.0011969543045092,0.0360192719701466,1.964,0.982,0.982,0.0196290447499975,3,0.00490998363338789,0.01,"LV16","CS2","5",4,50,77,"Day 27"
"110","Day 27","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY27_CS2_5_010920.csv","Mean9",0.263413015330715,-0.0166799046862589,0.0234557759474252,3.1915,0.982,2.455,0.00380547727594203,16,0.0261865793780687,0.0533333333333333,"LV16","CS2","5",4,50,77,"Day 27"
"111","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS1_1_261021.csv","Mean1",0.0789222022552204,0.0159736015216958,-0.0135670523450718,2.946,0.491,2.455,0.00120327458831202,1,0.0016366612111293,0.00333333333333333,"LV18","CS1","1",7,27,77,"Day 27"
"112","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS1_1_261021.csv","Mean10",0.583270350615791,-0.0238182642682848,0.0258193151799148,4.91,0.982,3.928,-0.000489465690614378,17,0.027823240589198,0.0566666666666667,"LV18","CS1","1",7,27,77,"Day 27"
"113","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS1_1_261021.csv","Mean2",0.171347241326609,-0.016420220082531,0.0103498013143817,2.946,0.982,1.964,-0.00155223139232769,16,0.0261865793780687,0.0533333333333333,"LV18","CS1","1",7,27,77,"Day 27"
"114","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS1_1_261021.csv","Mean3",0.237482459497385,-0.0213914402347239,0.0210565760938895,3.928,1.473,2.946,0.00158263171322869,17,0.027823240589198,0.0566666666666667,"LV18","CS1","1",7,27,77,"Day 27"
"115","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS1_1_261021.csv","Mean4",0.140349162920982,-0.0211495450893535,0,2.455,0.982,1.473,-0.0071547999044579,17,0.027823240589198,0.0566666666666667,"LV18","CS1","1",7,27,77,"Day 27"
"116","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS1_1_261021.csv","Mean5",0.100636672015005,-0.00721659303543833,0.0152171205427464,2.455,0.982,1.473,0.00419075250382801,11,0.0180032733224223,0.0366666666666667,"LV18","CS1","1",7,27,77,"Day 27"
"117","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS1_1_261021.csv","Mean8",0.375282022902388,-0.0148567536503342,0.00107487974117746,3.437,0.982,2.455,-0.0104614533225491,17,0.027823240589198,0.0566666666666667,"LV18","CS1","1",7,27,77,"Day 27"
"118","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS1_2_261021.csv","Mean4",0.250456078279618,-0.019072364420366,0.0303104491285153,3.1915,0.982,2.2095,0.00293785489208116,18,0.0294599018003273,0.06,"LV18","CS1","2",1,27,77,"Day 27"
"119","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS1_3_261021.csv","Mean1",0.661729534283723,-0.0204280522024066,0.0154281463625921,4.91,1.2275,3.437,-0.00329089847648816,16,0.0261865793780687,0.0533333333333333,"LV18","CS1","3",3,27,77,"Day 27"
"120","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS1_3_261021.csv","Mean3",0.0917667238421955,-0.00762633592822269,0.00600782864933808,1.964,0.7365,1.473,0.00034965034965036,4,0.00654664484451719,0.0133333333333333,"LV18","CS1","3",3,27,77,"Day 27"
"121","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS1_3_261021.csv","Mean4",0.241727156788478,-0.015984734434781,0.00949303364753032,3.437,0.982,2.455,-0.00313557778054796,15,0.0245499181669394,0.05,"LV18","CS1","3",3,27,77,"Day 27"
"122","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS1_4_261021.csv","Mean11",0.0809303272431166,-0.00665682731945657,0.0293042902946714,1.964,0.982,0.982,0.0113237314876074,1,0.0016366612111293,0.00333333333333333,"LV18","CS1","4",2,27,77,"Day 27"
"123","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS1_4_261021.csv","Mean7",0.0937093130654441,0.0119403981616461,0.0184280515896421,1.964,0.982,0.982,0.0151842248756441,1,0.0016366612111293,0.00333333333333333,"LV18","CS1","4",2,27,77,"Day 27"
"124","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS1_5_261021.csv","Mean2",0.186253492217344,-0.00581561092422591,-0.00310165915958711,2.455,0.491,1.964,-0.0100689891099834,12,0.0196399345335516,0.04,"LV18","CS1","5",2,27,77,"Day 27"
"125","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS1_5_261021.csv","Mean7",0.441940077778386,-0.0156515309196473,0.00633090504098885,3.437,0.982,2.455,-0.00198553979295614,12,0.0196399345335516,0.04,"LV18","CS1","5",2,27,77,"Day 27"
"126","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS2_1_261021.csv","Mean11",0.139977659315623,-0.0138744497776992,0.0115850826162932,2.946,0.982,1.964,0.00134099404985725,18,0.0294599018003273,0.06,"LV18","CS2","1",4,27,77,"Day 27"
"127","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS2_1_261021.csv","Mean2",0.212982969964465,-0.0201841250985652,-0.00214027506118732,2.946,0.982,1.964,-0.00969268107853471,19,0.0310965630114566,0.0633333333333333,"LV18","CS2","1",4,27,77,"Day 27"
"128","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS2_1_261021.csv","Mean4",0.0916592742351412,-0.00120685742578347,0.0098302147587317,2.455,0.491,1.964,-0.00380108514018111,9,0.0147299509001637,0.03,"LV18","CS2","1",4,27,77,"Day 27"
"129","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS2_1_261021.csv","Mean7",0.146464282404308,-0.0229381416758488,0.0060859446601242,2.946,0.982,1.964,-0.0102925578473673,18,0.0294599018003273,0.06,"LV18","CS2","1",4,27,77,"Day 27"
"130","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS2_2_261021.csv","Mean3",0.302301775320991,-0.0207559494213876,0.0120207072036501,3.437,0.982,2.455,-0.00388991255008622,19,0.0310965630114566,0.0633333333333333,"LV18","CS2","2",2,27,77,"Day 27"
"131","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS2_2_261021.csv","Mean6",0.14356759348731,-0.0173642644889894,0.00894005332790846,2.946,0.982,1.964,-0.00340201541714203,18,0.0294599018003273,0.06,"LV18","CS2","2",2,27,77,"Day 27"
"132","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS2_3_261021.csv","Mean2",0.440711921761119,-0.0212656180276663,0.00455990629183398,3.437,0.982,2.455,-0.00896177301799788,18,0.0294599018003273,0.06,"LV18","CS2","3",2,27,77,"Day 27"
"133","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS2_3_261021.csv","Mean5",0.0767424643046007,0.0139925965097833,0.00511898466419893,0.982,0.491,0.491,0.0095557905869911,1,0.0016366612111293,0.00333333333333333,"LV18","CS2","3",2,27,77,"Day 27"
"134","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS2_4_261021.csv","Mean1",0.252918166496744,-0.0221021202222175,0.00185181332057174,2.946,0.7365,1.964,-0.010406046482595,18,0.0294599018003273,0.06,"LV18","CS2","4",2,27,77,"Day 27"
"135","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS2_4_261021.csv","Mean9",0.287578234549746,-0.0164249803344848,0.00740449399774268,3.437,0.982,2.455,-0.00230428537227679,18,0.0294599018003273,0.06,"LV18","CS2","4",2,27,77,"Day 27"
"136","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS2_5_261021.csv","Mean2",0.444492596605273,-0.0251263994221741,0.000740339472733781,4.91,0.982,3.928,-0.0114481762369086,17,0.027823240589198,0.0566666666666667,"LV18","CS2","5",2,27,77,"Day 27"
"137","Day 27","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY27_CS2_5_261021.csv","Mean7",0.321729292443857,-0.0202645200692838,0.0139668999489382,3.437,0.982,2.455,-0.00643278366823862,17,0.027823240589198,0.0566666666666667,"LV18","CS2","5",2,27,77,"Day 27"
"138","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_1_070920.csv","Mean1",0.71195574141211,-0.0267148856742884,0.0199172619261279,5.892,0.982,4.1735,-0.00101179152159095,16,0.0261865793780687,0.0533333333333333,"LV16","CS1","1",10,100,131,"Day 33"
"139","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_1_070920.csv","Mean11",0.218953245797031,-0.0215772896469914,0.0231009939869923,3.437,0.982,1.964,0.000319568863255245,16,0.0261865793780687,0.0533333333333333,"LV16","CS1","1",10,100,131,"Day 33"
"140","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_1_070920.csv","Mean2",0.36277532871946,-0.0264650571404641,0.0233586867971648,4.419,1.2275,2.946,-0.00289128465163724,16,0.0261865793780687,0.0533333333333333,"LV16","CS1","1",10,100,131,"Day 33"
"141","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_1_070920.csv","Mean3",0.391432211427834,-0.0338367596630356,0.0255725983421166,5.401,0.982,4.1735,-0.00740547427025635,16,0.0261865793780687,0.0533333333333333,"LV16","CS1","1",10,100,131,"Day 33"
"142","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_1_070920.csv","Mean4",0.323397380722221,-0.0228193651760531,0.0169498258670233,3.928,0.982,3.1915,-0.00181085053696513,16,0.0261865793780687,0.0533333333333333,"LV16","CS1","1",10,100,131,"Day 33"
"143","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_1_070920.csv","Mean5",0.095875009280964,-0.0163663169953011,0.0164193510750008,2.455,0.982,1.473,0.000662925996245188,15,0.0245499181669394,0.05,"LV16","CS1","1",10,100,131,"Day 33"
"144","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_1_070920.csv","Mean6",0.0979424409932438,-0.0155084671404756,0.0585790120207071,1.473,0.982,0.491,0.0221823725541809,3,0.00490998363338789,0.01,"LV16","CS1","1",10,100,131,"Day 33"
"145","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_1_070920.csv","Mean7",0.252487046267849,-0.022937069820089,0.0283329935248916,3.928,0.982,2.946,0.00137973944894793,16,0.0261865793780687,0.0533333333333333,"LV16","CS1","1",10,100,131,"Day 33"
"146","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_1_070920.csv","Mean8",0.0874453163648356,-0.0173629635377766,0.014763368996925,1.964,0.982,0.982,-0.0012997972704258,5,0.00818330605564648,0.0166666666666667,"LV16","CS1","1",10,100,131,"Day 33"
"147","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_1_070920.csv","Mean9",0.429478176739541,-0.0164162102273614,0.0161275221197509,5.1555,0.982,4.419,-0.0028849304807827,16,0.0261865793780687,0.0533333333333333,"LV16","CS1","1",10,100,131,"Day 33"
"148","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_2_070920.csv","Mean1",0.364469716710717,-0.019794885158024,0.0185012842943826,4.419,0.982,3.437,0.00509995160629864,15,0.0245499181669394,0.05,"LV16","CS1","2",13,100,131,"Day 33"
"149","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_2_070920.csv","Mean10",0.20489856127512,-0.0126726565643019,0.0282572463074006,3.928,0.982,2.455,0.00237073507155312,15,0.0245499181669394,0.05,"LV16","CS1","2",13,100,131,"Day 33"
"150","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_2_070920.csv","Mean11",0.108544112869541,0.0238269828746462,0.0625701953868288,1.473,0.982,0.491,0.0431985891307375,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","2",13,100,131,"Day 33"
"151","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_2_070920.csv","Mean13",0.114665424845967,-0.0131516999979531,0.00316766626409842,2.946,0.982,1.7185,-0.00225932900743044,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","2",13,100,131,"Day 33"
"152","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_2_070920.csv","Mean14",0.271040980026208,-0.0177798514871143,0.00277965294047573,3.928,0.982,2.7005,-0.00720724298137632,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","2",13,100,131,"Day 33"
"153","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_2_070920.csv","Mean15",0.0823213528663621,0.0328795515568327,0.0262942201705216,2.946,0.491,2.455,0.0295868858636771,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","2",13,100,131,"Day 33"
"154","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_2_070920.csv","Mean16",0.298145014212247,-0.0219386162364655,0.0148489229909798,4.1735,0.982,3.1915,-0.00434171828532932,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","2",13,100,131,"Day 33"
"155","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_2_070920.csv","Mean17",0.629123960044858,-0.0325906945205124,0.0411483191195263,6.383,0.982,5.1555,-0.00124533813212326,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","2",13,100,131,"Day 33"
"156","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_2_070920.csv","Mean3",0.281661666282021,-0.0128179090699285,0.0139810754673436,3.6825,0.982,2.455,-0.00158781444726521,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","2",13,100,131,"Day 33"
"157","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_2_070920.csv","Mean5",0.267387131647264,-0.0163704155849887,0.0126344896563389,4.419,0.982,3.437,-0.00110680482728698,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","2",13,100,131,"Day 33"
"158","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_2_070920.csv","Mean6",0.424550933989004,-0.0147995423966124,0.0221032681077758,4.419,0.982,3.1915,0.00430710651231087,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","2",13,100,131,"Day 33"
"159","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_2_070920.csv","Mean7",0.401102146101668,-0.0216086643100947,-0.000703497511703212,5.6465,0.982,4.6645,-0.0114687464716559,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","2",13,100,131,"Day 33"
"160","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_2_070920.csv","Mean9",0.261476302085887,-0.0150091692736171,0.0241294093418717,4.419,0.982,3.437,0.00473664080964189,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","2",13,100,131,"Day 33"
"161","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_3_070920.csv","Mean1",0.113421962418069,-0.0106878387663181,0.0307329894321267,2.455,1.473,0.982,0.00760690565255805,13,0.0212765957446809,0.0433333333333333,"LV16","CS1","3",12,100,131,"Day 33"
"162","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_3_070920.csv","Mean10",0.117109206582891,-0.0140228192859772,0.0240128292759871,2.946,1.2275,1.7185,0.00462169409537829,16,0.0261865793780687,0.0533333333333333,"LV16","CS1","3",12,100,131,"Day 33"
"163","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_3_070920.csv","Mean11",0.119034370585969,-0.013595214655652,0.034515045156872,2.455,0.982,1.473,0.00461466849291617,16,0.0261865793780687,0.0533333333333333,"LV16","CS1","3",12,100,131,"Day 33"
"164","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_3_070920.csv","Mean12",0.644422503859549,-0.0470613578429612,0.0254837898969592,6.874,1.473,5.401,-0.0034592323986643,16,0.0261865793780687,0.0533333333333333,"LV16","CS1","3",12,100,131,"Day 33"
"165","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_3_070920.csv","Mean2",0.356082720640189,-0.0273077435530953,0.0223577481962395,5.401,0.982,4.419,-0.000360348356932531,16,0.0261865793780687,0.0533333333333333,"LV16","CS1","3",12,100,131,"Day 33"
"166","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_3_070920.csv","Mean3",0.113174566062104,-0.0106605653718115,0.00856185354665604,2.946,0.982,1.7185,-0.0047207098878831,16,0.0261865793780687,0.0533333333333333,"LV16","CS1","3",12,100,131,"Day 33"
"167","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_3_070920.csv","Mean4",0.090462050736329,0.0151299303147849,0.0171724279976657,2.455,0.7365,1.473,0.0123107685970273,6,0.00981996726677578,0.02,"LV16","CS1","3",12,100,131,"Day 33"
"168","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_3_070920.csv","Mean5",0.174520664301325,-0.0211111209421258,0.0223055892267809,3.437,0.982,1.964,0.00526450836570194,16,0.0261865793780687,0.0533333333333333,"LV16","CS1","3",12,100,131,"Day 33"
"169","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_3_070920.csv","Mean6",0.0877781842269172,0.00628787803889384,0.0158531642065508,2.455,0.7365,1.7185,0.00912286078677567,6,0.00981996726677578,0.02,"LV16","CS1","3",12,100,131,"Day 33"
"170","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_3_070920.csv","Mean7",0.265529509235343,-0.0113358350796822,0.0255373068863005,3.928,0.982,2.946,0.00744188313270628,15,0.0245499181669394,0.05,"LV16","CS1","3",12,100,131,"Day 33"
"171","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_3_070920.csv","Mean8",0.11309993089419,-0.010054408658666,0.0141618243933775,2.455,0.982,1.964,-0.00370348741008943,15,0.0245499181669394,0.05,"LV16","CS1","3",12,100,131,"Day 33"
"172","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_3_070920.csv","Mean9",0.845723090799759,-0.0499451734993457,0.00244950656149412,8.838,0.982,7.6105,-0.0223672225955927,16,0.0261865793780687,0.0533333333333333,"LV16","CS1","3",12,100,131,"Day 33"
"173","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_4_070920.csv","Mean1",0.29442985487215,-0.0180557475236121,0.00127159640635796,4.419,0.982,2.7005,-0.00523612070951399,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","4",16,100,131,"Day 33"
"174","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_4_070920.csv","Mean10",0.416339858819009,-0.0230419541241816,0.0350871576521057,4.6645,0.982,3.437,0.00454596385638597,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","4",16,100,131,"Day 33"
"175","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_4_070920.csv","Mean11",0.086719084775828,0.0264382592404357,0.0290491992785037,0.982,0.491,0.491,0.0277437292594697,2,0.00327332242225859,0.00666666666666667,"LV16","CS1","4",16,100,131,"Day 33"
"176","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_4_070920.csv","Mean12",0.128834575321741,-0.0190284890674354,0.0107894548539769,3.1915,0.982,1.964,-0.0051136189395565,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","4",16,100,131,"Day 33"
"177","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_4_070920.csv","Mean13",0.338056485974435,-0.0187780291463151,0.0196094105985146,4.6645,0.982,3.6825,-0.000345742767381101,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","4",16,100,131,"Day 33"
"178","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_4_070920.csv","Mean14",0.141493063442023,-0.021927154784726,0.0106978349944126,3.437,1.2275,1.964,-0.00664583125130601,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","4",16,100,131,"Day 33"
"179","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_4_070920.csv","Mean15",0.0798107507952067,-0.00517134454958299,0.0491927901254325,0.982,0.491,0.491,0.0220107227879248,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","4",16,100,131,"Day 33"
"180","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_4_070920.csv","Mean16",0.210467228302042,-0.0244156223473682,0.015991091720594,3.437,0.982,1.964,-0.00725623168828332,15,0.0245499181669394,0.05,"LV16","CS1","4",16,100,131,"Day 33"
"181","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_4_070920.csv","Mean17",0.379082979125731,-0.0218813973181619,0.0302672794389681,4.419,0.982,3.1915,0.00561319707645134,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","4",16,100,131,"Day 33"
"182","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_4_070920.csv","Mean18",0.252946407630365,-0.021670510515206,0.0553807364553201,3.1915,0.982,1.964,0.0257431983425845,16,0.0261865793780687,0.0533333333333333,"LV16","CS1","4",16,100,131,"Day 33"
"183","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_4_070920.csv","Mean3",0.0854108712437725,-0.0059655394899676,0.0214294024941032,2.455,1.473,0.982,0.00629872121680076,5,0.00818330605564648,0.0166666666666667,"LV16","CS1","4",16,100,131,"Day 33"
"184","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_4_070920.csv","Mean4",0.173925415284175,-0.012278667225032,-0.00316228027789417,2.946,0.982,2.455,-0.00563465730331047,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","4",16,100,131,"Day 33"
"185","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_4_070920.csv","Mean5",0.326905778101016,-0.0157610671974583,0.00761258588681119,3.437,0.982,2.7005,-0.00671543952994316,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","4",16,100,131,"Day 33"
"186","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_4_070920.csv","Mean6",0.218648720446294,-0.0218719560789871,0.016762596298592,3.928,1.2275,2.946,0.000630921809970706,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","4",16,100,131,"Day 33"
