"","logFC","logCPM","LR","PValue","FDR"
"ENSG00000137338.PGBD1",0.00749203011896316,4.21860511400398,0.0083432594152284,0.927221287957101,0.978395756632176
"ENSG00000185220.PGBD2",-0.194260742434009,2.96514881365196,2.1193743318727,0.145445950640019,0.530485438226459
"ENSG00000182405.PGBD4",0.122969602974581,3.09006138231496,1.24850142308412,0.263838890464941,0.665737764997566
"ENSG00000177614.PGBD5",0.154899421057448,5.1938611453061,5.31898223856549,0.0210943285233869,0.230418531524101
"ENSG00000142657.PGD",0.0524297885131075,7.59205755814396,1.20628655086137,0.27206880996845,0.673982714290021
"ENSG00000119630.PGF",0.232423307753138,4.52254023115069,2.65123361870208,0.103469572528197,0.463018599563822
"ENSG00000142102.PGGHG",0.202044044501105,4.31898447960498,4.45176701089455,0.0348651532416953,0.290245116930726
"ENSG00000164219.PGGT1B",-0.195564256356001,4.78127554505294,7.11510757686318,0.00764370170788638,0.132659505947673
"ENSG00000102144.PGK1",0.0605658670955695,8.5140188324046,1.0714716377243,0.300613274172857,0.697850575728601
"ENSG00000130313.PGLS",0.130626610241259,5.69307173065681,3.7763342934374,0.0519824256629513,0.347655460523635
"ENSG00000079739.PGM1",0.0314616831800259,6.23610264103909,0.302428602447435,0.582363895820262,0.861118901054918
"ENSG00000169299.PGM2",0.0461292266068606,4.78765908867036,0.276029466774943,0.599315533534977,0.868377001610895
"ENSG00000165434.PGM2L1",-0.298810166330393,3.40696567266667,4.26960840761349,0.0387998710334903,0.305311465430987
"ENSG00000013375.PGM3",0.0285122834856372,5.81727369928817,0.19256903774873,0.660786975901245,0.894003244131017
"ENSG00000277778.PGM5P2",-0.36669502844803,-0.150819729843314,0.897311081284741,0.343503733707615,0.729367453999011
"ENSG00000184207.PGP",0.0203719054497871,6.24198313405985,0.165541989730801,0.684104560514707,0.90297451177204
"ENSG00000130517.PGPEP1",-0.181495047661302,5.25468648894204,7.901910270277,0.00493826185127548,0.100584308010571
"ENSG00000101856.PGRMC1",-0.0418860247247701,6.23224314900691,0.774855104329887,0.378719264963712,0.751853590587584
"ENSG00000164040.PGRMC2",0.201679527179854,5.0768226865122,6.20857530494326,0.0127132907754304,0.180070809532945
"ENSG00000087157.PGS1",-0.0638200789323006,6.19866484170069,1.39972177206662,0.236770160607615,0.637388167490247
"ENSG00000112137.PHACTR1",-0.28429003238962,4.32002078095023,9.35747967074932,0.00222077311028978,0.0649277102207215
"ENSG00000112419.PHACTR2",0.0771978047337573,3.76655429399284,0.570604477176742,0.450018813208296,0.792547409528293
"ENSG00000087495.PHACTR3",-0.0745502278125774,3.15562360164755,0.35272341881054,0.552575502712903,0.846972585602514
"ENSG00000204138.PHACTR4",-0.0775041197581446,6.61750233328125,1.97439030270262,0.159982626198913,0.550834189698238
"ENSG00000125149.PHAF1",0.0554798906540962,4.63202249329063,0.529568224499751,0.466788443430478,0.802387667802201
"ENSG00000164902.PHAX",0.0228201172097369,5.69684176404578,0.142503175311231,0.705805090266513,0.910744486641474
"ENSG00000167085.PHB1",0.0523981753835169,7.71653564789461,1.11576171807567,0.290832899438768,0.690465093355961
"ENSG00000276592.PHB1P6",-0.878003563076156,-0.3745805873584,5.02978158067488,0.0249150403495975,0.24950402526076
"ENSG00000230224.PHB1P9",-0.523821484453897,-0.822352070553949,1.45901274835768,0.227087268138171,0.627045038869513
"ENSG00000215021.PHB2",0.0830779516497024,8.34396567547594,3.02390516634725,0.0820456793699837,0.417862504030561
"ENSG00000111752.PHC1",-0.0129611296488957,6.83510803235676,0.0647222128431402,0.79918221972541,0.942109491113664
"ENSG00000179899.PHC1P1",-0.0816654798452748,3.68163516341926,0.546584595681742,0.459716594321271,0.798287251510164
"ENSG00000134686.PHC2",0.0182754073941217,7.03192829424089,0.150131746446754,0.698409488478394,0.908534254925798
"ENSG00000173889.PHC3",-0.0200232133682017,4.59116157967274,0.0560504860795383,0.812850868244062,0.946096463729706
"ENSG00000198324.PHETA1",0.0357914547162832,6.24814344234367,0.359751168884131,0.548644462403707,0.846205380921874
"ENSG00000225553.PHF1",-0.0161516123331844,5.47408939620947,0.0724820003686371,0.787756686327891,0.93916759149105
"ENSG00000130024.PHF10",-0.0107613382511518,6.43558954882951,0.0410326403460424,0.839474930833659,0.953456029286016
"ENSG00000109118.PHF12",-0.0277008376734945,6.05059833743636,0.106334233395211,0.744356790213777,0.924061104607832
"ENSG00000116273.PHF13",0.0756907406794741,5.61319788993453,0.845918901503616,0.35770943035662,0.737745535963835
"ENSG00000106443.PHF14",0.00336296815468548,6.82718938770959,0.0045625944320733,0.946146263209395,0.982854409507641
"ENSG00000119403.PHF19",-0.0237992045289256,6.46686895282642,0.111468093242547,0.738478883287672,0.922065646299007
"ENSG00000197724.PHF2",-0.0618069465350596,6.19491598967568,1.24308795288378,0.264876758893905,0.666414556273748
"ENSG00000025293.PHF20",0.0683760833624347,5.88615397723335,1.54632937682739,0.213678143364205,0.615326723581109
"ENSG00000129292.PHF20L1",-0.0998563003394088,6.16505009618757,3.63831244242882,0.0564641394858038,0.360882650272184
"ENSG00000135365.PHF21A",-0.0498967060584117,6.41556610200314,0.934899582264253,0.333592999682525,0.722088224663089
"ENSG00000056487.PHF21B",0.00747395964454003,6.59512641877712,0.013149842608235,0.908704503341635,0.972727442441984
"ENSG00000040633.PHF23",0.078430785539581,6.34072078680726,2.51307222637398,0.112905628641708,0.479024333799867
"ENSG00000122733.PHF24",0.143458615084817,-0.419579603717317,0.102966390327031,0.748298477908217,0.926184391235193
"ENSG00000118482.PHF3",-0.021450350472869,6.34170599372001,0.146126978765269,0.702264377739826,0.909514575019675
