"Table.ID","Cell.Trace","Peak.Time[Frame]","Peak.Intensity[df/F]","Table","Peak.Start[Frame]","Peak.Stop[Frame]","Start.Intensity[df/F]","Stop.Intensity[df/F]","Peak.Duration[s]","Duration.To.Peak[s]","Time.To.Decay[s]","Baseline.Intensity[df/F]","Amplitude","Peak.Time[s]","Peak.Start[s]","Peak.Stop[s]"
"4","Mean1",366,0.324420712679433,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",362,376,0.0101889184985585,0.00347720991054357,5.558,1.588,3.97,0.00683306420455105,37.6775994439554,145.302,143.714,149.272
"4","Mean1",402,0.126086008935736,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",399,409,0.00937162557086671,8.91592284754796e-05,3.97,1.191,2.779,0.00473039239967109,14.3972485456459,159.594,158.403,162.373
"4","Mean1",443,0.239422248199479,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",439,451,0.0116947188016999,0.00480469175673399,4.764,1.588,3.176,0.00824970527921696,27.4255831938599,175.871,174.283,179.047
"4","Mean1",46,0.137468670437772,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",44,52,0.00498301021368495,0.0158455762162805,3.176,0.794,2.382,0.0104142932149827,15.0733315844935,18.262,17.468,20.644
"4","Mean1",511,0.256971756337735,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",508,517,0.0104960225077519,0.00989667436077782,3.573,1.191,2.382,0.0101963484342649,29.2766580068715,202.867,201.676,205.249
"4","Mean1",546,0.312815153106208,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",542,553,0.00874255768106747,0.016038754544644,4.367,1.588,2.779,0.0123906561128557,35.6414171496426,216.762,215.174,219.541
"4","Mean1",611,0.496433630860981,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",604,625,0.00627086573610845,0.000995611384642785,8.337,2.779,5.558,0.00363323856037562,58.4642881298792,242.567,239.788,248.125
"4","Mean1",641,0.341039002209168,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",637,653,0.00829180824821932,3.96263237669268e-05,6.352,1.588,4.764,0.00416571728599313,39.9655866771175,254.477,252.889,259.241
"4","Mean1",668,0.302779786612246,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",664,677,0.000158505295067566,0.00206056883587766,5.161,1.588,3.573,0.00110953706547261,35.7892093132846,265.196,263.608,268.769
"4","Mean1",702,0.281327085582953,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",698,710,0.0190800748937519,0.00424992322399772,4.764,1.588,3.176,0.0116649990588748,31.9918615540208,278.694,277.106,281.87
"4","Mean1",85,0.218212258403257,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",83,94,0.00361094875325686,0.0102434046937381,4.367,0.794,3.573,0.00692717672349748,25.0661973607673,33.745,32.951,37.318
"4","Mean2",114,0.177755564368484,"M2_2_tif_clean_M2_MA_1229_Day37_CS1.czi #4_4_1.csv",113,120,0.00509580438195709,0.00978416171844859,2.779,0.397,2.382,0.00743998305020284,20.2057047331365,45.258,44.861,47.64
